Community,Person ID,Person Name,Private?,Deleted?,Friends Count,Friends_IDS,Delta Friends,Followers Count,Statuses Count,# Tweets,Delta Tweets,# Retweets stored in DB,# Retweets reported by Twitter,Delta Retweets
pharma,35428,pharminews,false,false,208,208,0,3416,12255,3217,-17,316,283.0,33.0
pharma,20177,ThePharmaLetter,false,false,247,247,0,3077,2106,2126,-20,642,536.0,106.0
pharma,20139,heldincontempt,false,false,1384,1384,0,2860,19915,3234,-34,341199,110.0,341089.0
pharma,35429,DAIICHISANKYO,false,false,0,0,0,1605,0,0,0,0,0.0,0.0
pharma,20219,MikeHuckman,false,false,462,462,0,8890,7042,3239,-39,4572,1142.0,3430.0
pharma,35430,PharmaTimes,false,false,932,932,0,5296,2690,2760,-70,5072,1224.0,3848.0
pharma,20144,PharmExecDigi,false,false,516,516,0,3612,1356,1376,-20,335,210.0,125.0
pharma,20149,rohal,false,false,2372,2372,0,2611,10734,3199,1,1720,458.0,1262.0
pharma,20155,DrugInfoAssn,false,false,2704,2704,0,3233,4486,3225,-25,1784,683.0,1101.0
pharma,20199,richmeyer,false,false,176,176,0,3140,37712,3225,-25,12638,508.0,12130.0
pharma,20140,shelleypetersen,false,false,4709,4709,0,5465,19250,3210,-10,12629,1048.0,11581.0
pharma,20113,NatBourre,false,false,4542,4542,0,4665,3694,3213,-13,3110,399.0,2711.0
pharma,20160,PharmiWeb,false,false,1671,1671,0,2191,939,940,-1,405,117.0,288.0
pharma,35431,Merck,false,false,170,170,0,4146,489,512,-23,6519,291.0,6228.0
pharma,20135,pharmatching,false,false,1899,1899,0,2987,2276,2292,-16,2336,556.0,1780.0
pharma,20154,ExLPharma,false,false,1279,1279,0,2464,374,390,-16,51,19.0,32.0
pharma,35432,GSK,false,false,158,158,0,10004,529,556,-27,4148,1518.0,2630.0
pharma,35433,Pharma_tweet,false,false,149,149,0,3106,18,18,0,5,4.0,1.0
pharma,20179,pierreyves,false,false,1048,1048,0,1773,3802,3222,-22,576,257.0,319.0
pharma,20121,PharmaVentures,false,false,586,586,0,4537,11,11,0,5,5.0,0.0
pharma,20215,manhattanresear,false,false,918,918,0,2235,468,475,-7,278,244.0,34.0
pharma,20200,cadelarge,false,false,1058,1058,0,1856,4777,3225,-25,3113,181.0,2932.0
pharma,35434,sanofiUSVOICES,false,false,79,79,0,1287,310,349,-39,2182,24.0,2158.0
pharma,20212,Digitas_Health,false,false,741,741,0,5440,5051,3206,-6,6797,836.0,5961.0
pharma,35435,NovartisDx,false,false,0,0,0,2731,2,2,0,1,1.0,0.0
pharma,20226,lenstarnes,false,false,1562,1562,0,1843,1367,1366,1,595,361.0,234.0
pharma,20161,odomlewis,false,false,1979,1979,0,1819,5446,3192,8,4430,235.0,4195.0
pharma,20126,sarahmorgan,false,false,363,363,0,3270,9587,3226,-26,2748,323.0,2425.0
pharma,39450,NovartisTrials,true,false,0,0,0,390,0,0,0,0,0.0,0.0
pharma,39451,JNJVideo,false,false,1584,1584,0,2704,2943,2932,11,4406,655.0,3751.0
pharma,20168,Dominic_Tyer,false,false,2573,2573,0,2822,4312,3238,-38,2783,1087.0,1696.0
toys,22704,_myplasticheart,false,false,187,187,0,3409,3877,3226,-26,9717,872.0,8845.0
toys,22681,VinylPulse,false,false,644,644,0,4863,5970,3213,-13,8672,1278.0,7394.0
toys,18488,Kidrobot,false,false,22581,22499,82,47661,3396,3219,-19,12503,9549.0,2954.0
toys,18495,toysrevil,false,false,278,278,0,4455,41343,3189,11,2621,562.0,2059.0
toys,22765,huckgee,false,false,179,179,0,5484,5257,3249,-49,38288,1783.0,36505.0
toys,22685,spankystokes,false,false,880,880,0,5683,48323,3241,-41,706390,1187.0,705203.0
toys,22701,Madtoydesign,false,false,334,334,0,3741,6947,3219,-19,13961,659.0,13302.0
toys,22689,strangeco,false,false,494,494,0,3877,314,314,0,186,91.0,95.0
toys,22702,64Colors,false,false,1429,1429,0,3831,11970,3234,-34,540,488.0,52.0
toys,22766,rotofugi,false,false,5685,5685,0,5796,3195,3231,-36,2097,1509.0,588.0
toys,22740,Lunartik,false,false,0,0,0,2106,5577,3230,-30,2888,934.0,1954.0
toys,22767,drilone,false,false,1640,1640,0,2595,15802,3245,-45,651,590.0,61.0
toys,22768,joeledbetter,false,false,160,160,0,5079,2102,2107,-5,2890,519.0,2371.0
toys,22771,uglydolls,false,false,6,6,0,6384,2577,2596,-19,4144,958.0,3186.0
toys,22738,AyleenGaspar,false,false,285,285,0,2114,2408,2413,-5,1185,1056.0,129.0
toys,22703,Cluttermagazine,false,false,553,553,0,4037,5049,3210,-10,2296,907.0,1389.0
toys,22769,TaraMcPherson,false,false,223,223,0,19320,3227,3209,-9,32034,3180.0,28854.0
toys,22779,Jesse_Hernandez,false,false,210,210,0,3278,4012,3214,-14,16784,856.0,15928.0
toys,22776,tristaneaton,false,false,295,295,0,4134,4282,3233,-33,2870,1205.0,1665.0
toys,22699,SketOne,false,false,414,414,0,4002,6775,3199,1,774962,753.0,774209.0
toys,22770,munkykingtoys,false,false,261,261,0,3201,846,897,-51,676,302.0,374.0
toys,22785,artoyz,false,false,488,488,0,3388,1619,1680,-61,864,788.0,76.0
toys,22760,jeremyriad,false,false,447,447,0,1997,11511,3207,-7,1932,1032.0,900.0
toys,22783,QEEBEAR,false,false,222,222,0,1954,2072,2106,-34,596,561.0,35.0
toys,22795,buffmonster,false,false,153,153,0,11079,5824,3226,-26,19542,5066.0,14476.0
toys,22775,amandavisell,false,false,40,40,0,3214,3978,3215,-15,84561,445.0,84116.0
toys,2031,mimobot,false,false,6929,6929,0,11277,6890,3209,-9,21496,3374.0,18122.0
toys,22677,SprigToys,false,false,2763,2763,0,7151,4324,3227,-27,1096,704.0,392.0
toys,22777,SteveTalkowski,false,false,2664,2664,0,3826,11035,3344,-144,49309,830.0,48479.0
toys,22772,ChrisRyniak,false,false,110,110,0,3374,3374,3248,-48,2379,1371.0,1008.0
toys,22773,jonpaulkaiser,false,false,533,533,0,1519,10013,3233,-33,8794,332.0,8462.0
toys,22790,scarynathan,false,false,296,296,0,2893,334,356,-22,273,190.0,83.0
toys,22780,BrandtPeters,false,false,81,81,0,1424,95,98,-3,64,34.0,30.0
toys,22722,VinylAbuse,false,false,1080,1080,0,2449,869,859,10,488,264.0,224.0
toys,22789,Dragatomi,false,false,384,384,0,2025,20201,3219,-19,1610,353.0,1257.0
toys,22778,lukechueh,false,false,444,444,0,5402,1342,1394,-52,30456,732.0,29724.0
toys,22781,super7store,false,false,99,99,0,2696,1338,1402,-64,1862,867.0,995.0
toys,22784,WSTworldwide,false,false,974,974,0,1262,1646,1647,-1,38883,375.0,38508.0
toys,18407,neonmonster,false,false,590,590,0,2065,1362,1361,1,507,398.0,109.0
toys,22794,kusovinyl,false,false,504,504,0,976,789,813,-24,419,239.0,180.0
toys,22787,collect3d,false,false,1767,1767,0,4072,1561,1598,-37,303,285.0,18.0
toys,22798,ToyArtGallery,false,false,379,379,0,4392,393,401,-8,494,347.0,147.0
toys,22782,motorbot,false,false,314,314,0,1638,18530,3226,-26,8926,737.0,8189.0
toys,22796,muttpop,false,false,50,50,0,1400,3476,3218,-18,1700,268.0,1432.0
toys,22774,rotocasted,false,false,403,403,0,742,770,770,0,138,76.0,62.0
toys,22786,pepehiller,false,false,818,818,0,1130,4874,3209,-9,1273,344.0,929.0
toys,3899,Lunabee_art,false,false,928,928,0,1993,20227,3226,-26,12660,455.0,12205.0
toys,18478,ToyFairNY,false,false,837,837,0,4564,1664,1662,2,1694,763.0,931.0
toys,22804,frank_kozik,false,false,10,10,0,3735,891,1046,-155,1124,596.0,528.0
toys,18480,ToysRUs,false,false,22666,22578,88,218219,5106,3365,-165,16430,6526.0,9904.0
toys,22800,TeddyTroops,false,false,143,143,0,2224,307,303,4,182,140.0,42.0
toys,22788,shawnimals,false,false,2071,2071,0,3025,3699,3204,-4,4719,1247.0,3472.0
toys,22792,crisr,false,false,307,307,0,1688,29964,3240,-40,75829,251.0,75578.0
toys,22820,AppBag,false,false,1958,1958,0,1635,2260,2260,0,19,6.0,13.0
toys,22793,ArgonautResins,false,false,571,571,0,1118,23175,3207,-7,16720,379.0,16341.0
toys,22805,fugitivetoys,false,false,284,284,0,1312,261,261,0,24,14.0,10.0
toys,22797,tenacioustoys,false,false,1205,1205,0,2428,8175,3223,-23,7601,1152.0,6449.0
toys,22680,vtechtoys,false,false,1433,1433,0,6776,4692,3221,-21,1212,872.0,340.0
toys,22806,hellojuliewest,false,false,474,474,0,3542,1542,1549,-7,2018,245.0,1773.0
toys,22801,wearetado,false,false,736,736,0,4798,3785,3197,3,1687,520.0,1167.0
toys,22791,yumfactory,false,false,434,434,0,1461,416,417,-1,7371,38.0,7333.0
toys,22814,paulbudnitz,false,false,3055,3055,0,4852,1127,1129,-2,410,371.0,39.0
toys,22810,nreazon,false,false,375,375,0,1545,2474,2478,-4,12430,97.0,12333.0
toys,22828,crazylabel,false,false,575,575,0,1399,3778,3211,-11,6367,332.0,6035.0
toys,22807,shanejessup,false,false,436,436,0,1286,3898,3211,-11,1678,370.0,1308.0
toys,3835,TokyoBunnie,false,false,799,799,0,3677,5468,3207,-7,11892,559.0,11333.0
toys,35849,Toy_Tokyo,false,false,192,192,0,2658,1795,1786,9,90004,449.0,89555.0
toys,22812,giant_robot,false,false,1281,1281,0,9018,8632,3220,-20,11747,2059.0,9688.0
toys,22813,superdeux,false,false,532,532,0,1895,3345,3207,-7,12795,351.0,12444.0
toys,22803,bigshottoyworks,false,false,550,550,0,919,574,605,-31,439,179.0,260.0
toys,22838,tokidoki,false,false,71,71,0,22828,849,873,-24,7900,2083.0,5817.0
toys,18535,plasticandplush,false,false,407,407,0,1478,8269,3224,-24,44630,392.0,44238.0
toys,22822,ESCtoy,false,false,529,529,0,1473,6760,3207,-7,9820,1293.0,8527.0
toys,22829,shawnimal,false,false,989,989,0,3027,11316,3214,-14,37048,281.0,36767.0
toys,3829,deadzebra,false,false,126,126,0,3848,5770,3223,-23,7715,1521.0,6194.0
toys,22815,SUCKLORD,false,false,216,216,0,3822,817,828,-11,17790,1089.0,16701.0
toys,22817,vinylcreep,false,false,260,260,0,962,857,864,-7,167,26.0,141.0
toys,22818,reactor88,false,false,298,298,0,1465,8011,3247,-47,2348,107.0,2241.0
toys,22727,RivetGallery,false,false,446,446,0,2409,4524,3230,-30,17901,368.0,17533.0
toys,22696,toys,false,false,706,706,0,3880,386,389,-3,85,73.0,12.0
toys,22809,garybaseman,false,false,483,483,0,9781,9790,3231,-31,4334,1226.0,3108.0
toys,35851,toyqube,false,false,319,319,0,1110,435,437,-2,85,72.0,13.0
toys,3895,podgypanda,false,false,904,904,0,2776,21084,3217,-17,51469,308.0,51161.0
toys,35850,BeastBrothers,false,false,146,146,0,1530,5349,3215,-15,7273,351.0,6922.0
toys,22823,Friendswithyou,false,false,299,299,0,15938,7084,3208,-8,113777,7264.0,106513.0
toys,22826,vinyl_frontier,false,false,957,957,0,1368,522,521,1,835,39.0,796.0
toys,22811,B_Flynn,false,false,319,319,0,2047,6048,3208,-8,2753,622.0,2131.0
toys,22691,growingtreetoys,false,false,1146,1146,0,3509,2409,2421,-12,1525,1067.0,458.0
toys,22808,LulubellToys,false,false,1455,1455,0,1736,1728,1754,-26,515,478.0,37.0
toys,35852,FatBrainToys,false,false,2298,2298,0,3454,477,475,2,56,53.0,3.0
toys,22824,ToyBook,false,false,616,616,0,2780,3385,3203,-3,11563,962.0,10601.0
toys,22831,toycyte,false,false,610,610,0,743,3073,3071,2,2,2.0,0.0
toys,35853,Leecifer1,false,false,1000,1000,0,1076,1885,1901,-16,11494,103.0,11391.0
toys,22825,jonburgerman,false,false,149,149,0,12747,7171,3219,-19,5552,1673.0,3879.0
toys,22693,thestep2company,false,false,820,820,0,5758,1926,1954,-28,1130,722.0,408.0
toys,22802,mytummytoys,false,false,437,437,0,1019,5426,3238,-38,6853,361.0,6492.0
toys,22819,Plastic_Culture,false,false,414,414,0,1944,9949,3244,-44,2117,861.0,1256.0
toys,35854,kaNO,false,false,161,161,0,1689,6547,3197,3,30809,503.0,30306.0
toys,35855,playimaginative,false,false,416,416,0,2018,1684,1702,-18,755,347.0,408.0
toys,22827,magicpony,false,false,668,668,0,3737,1994,2082,-88,12915,494.0,12421.0
toys,22764,squink,false,false,375,375,0,1871,8139,3204,-4,9625,438.0,9187.0
gambling,24020,chadmillman,false,false,117,117,0,32090,1899,2003,-104,9145,5253.0,3892.0
gambling,24042,VegasRunner,false,false,41,41,0,10245,24625,4611,-1411,14562,633.0,13929.0
gambling,24022,sportspicks,false,false,41,41,0,19712,1053,1078,-25,222240,584.0,221656.0
gambling,36062,CoversSports,false,false,988,988,0,18771,11556,0,3200,0,0.0,0.0
gambling,36064,RJinVegas,false,false,1377,1377,0,17389,9060,3208,-8,34138,7843.0,26295.0
gambling,36063,ToddFuhrman,false,false,398,398,0,12659,12301,3194,6,9147,1897.0,7250.0
gambling,24071,gamblinghappy,false,false,2755,2755,0,2633,200,202,-2,21,16.0,5.0
gambling,36065,So_Money_Sports,true,false,124,0,124,7294,12952,3204,-4,3450,319.0,3131.0
gambling,24051,teddy_covers,false,false,29,29,0,9018,2201,2253,-52,2811,340.0,2471.0
gambling,24085,GamblingMag,false,false,696,696,0,2791,1882,1882,0,120,58.0,62.0
gambling,24032,FootballJesus,false,false,632,632,0,7801,14430,3211,-11,28654,158.0,28496.0
gambling,24072,VegasTonyD,false,false,2712,2712,0,2585,4334,3227,-27,105,64.0,41.0
gambling,24094,1gamblingcasino,false,false,1287,1287,0,1938,3,3,0,1,1.0,0.0
gambling,36066,SportsInsights,false,false,10,10,0,6301,4929,3202,-2,20550,1915.0,18635.0
gambling,696,Betfair,false,false,2300,2300,0,16808,8910,3202,-2,5031,2142.0,2889.0
gambling,36067,beyondthebets,false,false,531,531,0,14214,9231,3811,-611,19550,5802.0,13748.0
gambling,36076,phillygodfather,false,false,37,37,0,4157,18603,3235,-35,6438,977.0,5461.0
gambling,683,TheNUNUS,false,false,75,75,0,10229,60146,3194,6,3,0.0,3.0
gambling,24106,GamingAffiliate,false,false,16,16,0,1761,891,888,3,7,6.0,1.0
gambling,24101,statmyles,false,false,323,323,0,1294,15925,3229,-29,26551,294.0,26257.0
gambling,36069,beatingthebook,false,false,47,47,0,3732,10685,3215,-15,28155,447.0,27708.0
gambling,36075,gambling,false,false,347,347,0,1301,24338,3226,-26,4,4.0,0.0
gambling,24053,casino,false,false,5359,5359,0,5826,4487,2400,800,64,50.0,14.0
gambling,36073,TheSportsMarket,false,false,54,54,0,1395,1627,1599,28,12311,118.0,12193.0
gambling,36072,I_Nelson_Rose,false,false,2,2,0,394,54,55,-1,18,18.0,0.0
gambling,36074,insideigaming,false,false,8,8,0,647,1229,1213,16,348,16.0,332.0
gambling,36071,RASPicks,false,false,36,36,0,5992,382,387,-5,1175,114.0,1061.0
gambling,36070,sportsmemo,false,false,85,85,0,1887,6934,3238,-38,3528,326.0,3202.0
gambling,24102,AccuScore,false,false,1045,1045,0,3021,9870,2460,740,102863,432.0,102431.0
gambling,24103,wedoitallvegas,false,false,16627,16555,72,18121,18071,3227,-27,179,169.0,10.0
gambling,36068,GamblingComp,false,false,230,230,0,1529,2561,2903,-342,725,628.0,97.0
gambling,24024,BeterZ,false,false,13722,13673,49,12683,1051,1048,3,2884,32.0,2852.0
gambling,12624,WynnLasVegas,false,false,11723,11647,76,440917,7241,3413,-213,6785,4895.0,1890.0
gambling,680,AnneFitzgerald,false,false,12928,12860,68,11119,86,86,0,0,0.0,0.0
gambling,24073,Narrowthefield,false,false,3293,3293,0,3457,20649,3205,-5,42716,366.0,42350.0
gambling,24082,weliketogamble,false,false,1769,1769,0,2205,601,600,1,5,5.0,0.0
gambling,24104,JimProGambler,false,false,658,658,0,280,45,44,1,0,0.0,0.0
gambling,24037,BetinternetLive,false,false,5897,5897,0,5625,10420,3226,-26,31041,181.0,30860.0
gambling,24056,betfirmsjack,false,false,3572,3572,0,3860,6569,3211,-11,723,104.0,619.0
gambling,24105,CarolinaGambler,false,false,1067,1067,0,825,5788,3212,-12,66511,42.0,66469.0
gambling,646,denverpokerdude,false,false,66873,68012,-1139,68639,264541,3244,-44,18,18.0,0.0
gambling,24090,GamingCounsel,false,false,250,250,0,2941,8628,3207,-7,3481,714.0,2767.0
gambling,24054,PartyPoker,false,false,145,145,0,6242,3980,3248,-48,1340,1009.0,331.0
gambling,24155,Sportsbook_com,false,false,10280,16051,-5771,19529,13208,3177,23,3906,120.0,3786.0
gambling,24135,thepokerusablog,false,false,26287,26191,96,23662,347,347,0,2,2.0,0.0
gambling,24151,StealinHome,false,false,1021,1021,0,960,3398,3187,13,3412,7.0,3405.0
gambling,24113,FreeMoneyCasino,false,false,16135,15868,267,17318,7699,3225,-25,37,37.0,0.0
gambling,24112,mobilespreads,false,false,32,32,0,1548,7477,3234,-34,6161,20.0,6141.0
gambling,24121,aaronparkinson,false,false,12282,11732,550,32656,3300,3227,-27,5561,2154.0,3407.0
gambling,24116,mobileodds,false,false,28,28,0,1258,7478,3199,1,7903,10.0,7893.0
gambling,24119,SportsBetNation,false,false,94,94,0,300,175,175,0,0,0.0,0.0
gambling,24118,bingoblog,false,false,101,101,0,477,756,798,-42,39,16.0,23.0
gambling,24117,DocsSports,false,false,327,327,0,934,395,419,-24,132,12.0,120.0
gambling,24114,NYJetLife,false,false,1834,1834,0,1345,4782,1570,1630,16790,35.0,16755.0
gambling,24120,Bad_Beat_Moth,false,false,786,786,0,500,438,482,-44,26145,0.0,26145.0
gambling,24123,mywinningbets,false,false,295,295,0,204,305,305,0,0,0.0,0.0
gambling,24122,skybingo,false,false,1165,1165,0,2218,3969,3228,-28,4416,376.0,4040.0
gambling,24124,betsmartmedia,false,false,44,44,0,301,419,425,-6,19246,105.0,19141.0
gambling,24126,bingobase,false,false,421,421,0,444,1060,1103,-43,4282,2.0,4280.0
gambling,24127,Casino_Links,false,false,272,272,0,1095,95,93,2,14,6.0,8.0
gambling,24129,puffaddering,false,false,19536,19476,60,17053,54569,2800,400,7,0.0,7.0
gambling,24128,PLBetExchange,false,false,411,411,0,438,32,32,0,0,0.0,0.0
gambling,24125,USCasinoFinder,false,false,1972,1972,0,1174,1996,1986,10,7355,66.0,7289.0
gambling,24107,zyngapoker,false,false,4251,4251,0,227983,2795,3015,-220,13433,9949.0,3484.0
gambling,24131,love2wager,false,false,113,113,0,374,1515,1520,-5,5717,39.0,5678.0
gambling,24110,SmokePoker,false,false,138,138,0,12435,6840,3197,3,2,2.0,0.0
gambling,24132,Gameon_Bingo,false,false,183,183,0,456,40,40,0,0,0.0,0.0
gambling,24130,antoifox,false,false,1985,1985,0,2255,485,486,-1,5958,11.0,5947.0
gambling,24133,casinotoday,false,false,533,533,0,508,92,92,0,0,0.0,0.0
gambling,24134,Gaming_Alerts,false,false,1059,1059,0,862,2062,2061,1,3,3.0,0.0
gambling,24137,G2GBET,false,false,263,263,0,439,386,384,2,443,72.0,371.0
gambling,24139,Straguzzi,false,false,468,468,0,460,1571,1761,-190,1961,9.0,1952.0
gambling,24138,Playoon,false,false,2000,2000,0,1126,1112,1262,-150,5,0.0,5.0
gambling,24136,CocoaCasino,false,false,990,990,0,1180,246,244,2,3,2.0,1.0
gambling,24141,goBookmaker,false,false,1695,1695,0,1345,375,370,5,0,0.0,0.0
gambling,24142,thesportswinner,false,false,802,802,0,444,24,24,0,1,1.0,0.0
gambling,24145,BetfairCanada,false,false,401,401,0,2030,3940,3212,-12,1022,190.0,832.0
gambling,24144,smtmsports,false,false,212,212,0,334,377,376,1,2,2.0,0.0
gambling,24143,Brisnet,false,false,412,412,0,2532,2358,2654,-296,1216,520.0,696.0
gambling,24149,damonroberts,false,false,427,427,0,422,15,15,0,10,0.0,10.0
gambling,24146,TwtPOKERdotcom,false,false,489,489,0,1154,331,326,5,118,14.0,104.0
gambling,24148,BettorFan,false,false,1623,1623,0,1013,839,838,1,0,0.0,0.0
gambling,24150,Gameon_Casino,false,false,826,826,0,1288,70,70,0,2,0.0,2.0
gambling,24140,pfake,false,false,5275,5275,0,4607,858,852,6,8281,15.0,8266.0
gambling,24115,vernonsnate,false,false,31820,31858,-38,29736,11533,3207,-7,157,78.0,79.0
gambling,24147,omalleypicks,false,false,2060,2060,0,1943,17938,3209,-9,5122,265.0,4857.0
gambling,24153,Turulillo,false,false,286,286,0,1234,607,620,-13,347,141.0,206.0
gambling,38255,vegasbedwards,false,false,715,715,0,3831,3395,3222,-22,30825,1126.0,29699.0
gambling,24108,point_spreads,false,false,26,26,0,1241,17022,3201,-1,3377,34.0,3343.0
gambling,24152,UGSportsconn,false,false,2002,2002,0,1420,4154,3222,-22,38232,218.0,38014.0
gambling,24050,Bodog,false,false,1829,1829,0,4843,5375,3188,12,855,259.0,596.0
gambling,24058,pokerworks,false,false,2752,2752,0,3107,4490,3213,-13,36,4.0,32.0
gambling,24065,ThePokerWord,false,false,1,1,0,3279,27655,3245,-45,142,135.0,7.0
gambling,24068,Betfinder,false,false,2107,2107,0,3750,3247,3243,-43,460,175.0,285.0
gambling,24070,pokerpulse,false,false,2745,2745,0,2370,856,856,0,56,12.0,44.0
gambling,803,markseif,false,false,99,99,0,4374,564,564,0,166,171688.0,-171522.0
gambling,24043,PrismCasino,false,false,2568,2568,0,5274,356,511,-155,5054,11.0,5043.0
gambling,24111,freemoneypoker,false,false,19932,19779,153,21153,13778,3233,-33,150,143.0,7.0
gambling,2903,PeterArceo,true,false,44486,0,44486,45535,12165,0,3200,0,0.0,0.0
gambling,24109,RaffleMansion,false,false,55654,0,55654,52392,112,114,-2,1167,13.0,1154.0
gambling,24089,oggs,false,false,807,807,0,1862,994,999,-5,16,1.0,15.0
outdoors_hiking,1922,BackpackerMag,false,false,1139,1139,0,18596,2055,2059,-4,2112,27565.0,-25453.0
outdoors_hiking,1945,HikingLady,false,false,5156,5156,0,6655,1840,1843,-3,779,369679.0,-368900.0
outdoors_hiking,1832,RDavidian,false,false,20385,19381,1004,18639,8214,3200,0,1315,50130.0,-48815.0
outdoors_hiking,1829,REI,false,false,1471,1471,0,118585,5631,3200,0,17700,11216.0,6484.0
outdoors_hiking,1930,thehikingcenter,false,false,17722,17902,-180,17538,22130,3325,-125,884,65950.0,-65066.0
outdoors_hiking,1828,adventurevida,false,false,47522,53120,-5598,48024,4273,3200,0,8443,18967.0,-10524.0
outdoors_hiking,1869,HikingTwits,false,false,6120,6120,0,5493,925,924,1,3600,145581.0,-141981.0
outdoors_hiking,1991,NaturalBornHike,false,false,758,758,0,2476,2468,2478,-10,114246,406177.0,-291931.0
outdoors_hiking,1940,dailyhiker,false,false,514,514,0,2867,1674,1679,-5,1379,357744.0,-356365.0
outdoors_hiking,12513,AmericanHiking,false,false,198,198,0,5681,236,289,-53,4737,634.0,4103.0
outdoors_hiking,1946,backpacking,false,false,47,47,0,6303,1148,1148,0,495,360435.0,-359940.0
outdoors_hiking,1951,thebackpackertv,false,false,3280,3280,0,3979,2313,2336,-23,18630,382142.0,-363512.0
outdoors_hiking,1953,modernhiker,false,false,108,108,0,2445,1480,1487,-7,504,379686.0,-379182.0
outdoors_hiking,1886,trimbleoutdoors,false,false,3810,3810,0,4947,2227,2228,-1,293,64314.0,-64021.0
outdoors_hiking,1865,campingblogger,false,false,6758,6758,0,7685,7920,3199,1,1474,20040.0,-18566.0
outdoors_hiking,1850,WalkingAwake,false,false,11488,12229,-741,11594,11924,3399,-199,4607,367773.0,-363166.0
outdoors_hiking,12514,CompassPtsMedia,false,false,411,411,0,1047,3044,3083,-39,455,189.0,266.0
outdoors_hiking,1927,backpacknews,false,false,35054,34900,154,34352,2896,2894,2,480,50595.0,-50115.0
outdoors_hiking,12516,WildBackpacker,false,false,640,640,0,2680,1545,1537,8,11623,235.0,11388.0
outdoors_hiking,12518,hikers_com,false,false,757,757,0,1517,4964,3198,2,123,116.0,7.0
outdoors_hiking,12517,superiorhiking,false,false,622,622,0,1251,280,286,-6,674,57.0,617.0
outdoors_hiking,1982,100peaks,false,false,396,396,0,881,3438,3260,-60,1077,402963.0,-401886.0
outdoors_hiking,12521,Active_Explorer,false,false,2909,2909,0,3167,5234,3246,-46,1639,560.0,1079.0
outdoors_hiking,12523,HikingGuide,false,false,2312,2312,0,2516,407,409,-2,605,84.0,521.0
outdoors_hiking,12520,tommangan,false,false,1882,1882,0,2224,5260,3230,-30,1467,929.0,538.0
outdoors_hiking,1936,usparkscom,false,false,5258,5258,0,5479,5478,3294,-94,7818,359018.0,-351200.0
outdoors_hiking,12515,smokieshiker,false,false,1201,1201,0,2395,2375,2431,-56,1325,275.0,1050.0
outdoors_hiking,12522,philipwerner,false,false,2648,2648,0,4167,3359,3215,-15,13039,864.0,12175.0
outdoors_hiking,1833,walkscotland,false,false,22833,22729,104,21867,14798,3200,0,10504,390812.0,-380308.0
outdoors_hiking,1934,leavenotrace,false,false,12179,12132,47,14293,1801,1801,0,1295,145572.0,-144277.0
outdoors_hiking,1929,ParksTraveler,false,false,1157,1157,0,5768,11581,3200,0,2723,78219.0,-75496.0
outdoors_hiking,1880,TrekLightGear,false,false,966,966,0,5774,6238,3255,-55,17577,48914.0,-31337.0
outdoors_hiking,12519,trailsauce,false,false,395,395,0,562,159,158,1,268,6.0,262.0
outdoors_hiking,1851,TheGearJunkie,false,false,7172,7172,0,12478,4322,3342,-142,2798,29556.0,-26758.0
outdoors_hiking,1919,tracksandtrails,false,false,2758,2758,0,2914,1520,1520,0,84,368711.0,-368627.0
outdoors_hiking,12524,LiveFreeAndHike,false,false,313,313,0,740,649,650,-1,143,97.0,46.0
outdoors_hiking,1971,Campmor,false,false,2470,2470,0,12097,5824,3200,0,3955,400451.0,-396496.0
outdoors_hiking,12525,CNYhiking,false,false,1683,1683,0,1380,6731,3223,-23,25348,397.0,24951.0
outdoors_hiking,1931,NPCA,false,false,36197,38414,-2217,32948,5983,3549,-349,20085,75700.0,-55615.0
outdoors_hiking,1925,GoParks,false,false,8956,8956,0,19045,5049,3346,-146,10749,108803.0,-98054.0
outdoors_hiking,12534,HikingHaven,false,false,728,728,0,3272,22820,3225,-25,1416,332.0,1084.0
outdoors_hiking,12526,artofbackpackin,false,false,8615,8615,0,11691,12996,3236,-36,1326,867.0,459.0
outdoors_hiking,12527,TrailSherpa,false,false,677,677,0,986,2210,2442,-232,2307,305.0,2002.0
outdoors_hiking,1983,HuskyHiker,false,false,453,453,0,1117,2905,2949,-44,2325,403312.0,-400987.0
outdoors_hiking,1978,TrailsofFreedom,false,false,1983,1983,0,1608,314,333,-19,55,402165.0,-402110.0
outdoors_hiking,12529,KevinGongHiking,false,false,10,10,0,249,178,177,1,23,19.0,4.0
outdoors_hiking,12528,rayhiker,false,false,380,380,0,534,342,363,-21,4653,9.0,4644.0
outdoors_hiking,12543,hikespace,false,false,1521,1521,0,2459,10613,3200,0,237,203.0,34.0
outdoors_hiking,12532,100hikes,false,false,70,70,0,343,378,376,2,19,14.0,5.0
outdoors_hiking,12530,thehikeguy,false,false,171,171,0,918,692,701,-9,10610,119.0,10491.0
outdoors_hiking,12531,besthike,false,false,56,56,0,567,976,981,-5,423,70.0,353.0
outdoors_hiking,1948,OutdoorGearTV,false,false,2149,2149,0,3069,4474,3249,-49,519,369053.0,-368534.0
outdoors_hiking,1939,merrelloutside,false,false,399,399,0,12535,4785,3198,2,3679,356198.0,-352519.0
outdoors_hiking,12533,hikingwithmybro,false,false,1213,1213,0,1240,217,221,-4,59,26.0,33.0
outdoors_hiking,1928,backcountrycom,false,false,217,217,0,16089,6831,3397,-197,6314,59470.0,-53156.0
outdoors_hiking,12535,TheSoCalHiker,false,false,805,805,0,930,1091,1126,-35,2570,135.0,2435.0
