Community,Person ID,Person Name,Private?,Deleted?,Friends Count,Friends_IDS,Delta Friends,Followers Count,Statuses Count,# Tweets,Delta Tweets,# Retweets stored in DB,# Retweets reported by Twitter,Delta Retweets
history,38684,HistoryMatters,false,false,2745,2745,0,4204,3592,3196,4,2573,406.0,2167.0
history,1803,myHNN,false,false,467,467,0,1570,11389,3200,0,782,284833.0,-284051.0
history,38685,historyscientis,false,false,2777,2777,0,2529,4863,2080,1120,9208,648.0,8560.0
history,38687,Amanda_Vickery,false,false,477,477,0,5091,9470,3215,-15,931299,2119.0,929180.0
history,1817,CanadasHistory,false,false,330,330,0,2586,3238,3200,0,1955,337817.0,-335862.0
history,1688,tenementmuseum,false,false,7234,7234,0,8708,1114,1122,-8,1264,300006.0,-298742.0
history,38775,MedievalWall,false,false,373,373,0,1483,42,42,0,91,35.0,56.0
history,38688,RoutledgeHist,false,false,1988,1988,0,3189,1403,1403,0,1400,701.0,699.0
history,1765,lexhistory,false,false,1940,1940,0,2654,2773,2770,3,744,150790.0,-150046.0
history,1779,VHStudio,false,false,2679,2679,0,3179,626,628,-2,438,245292.0,-244854.0
history,38689,History_Now,false,false,279,279,0,2927,85,85,0,129,37.0,92.0
history,39595,teachinghistory,false,false,25,25,0,2419,1475,1475,0,1379,1300.0,79.0
history,1824,historywebuk,false,false,761,761,0,1669,180,180,0,3,377784.0,-377781.0
history,1672,JustinPollard,false,false,8373,8373,0,11540,5591,3200,0,3534,339073.0,-335539.0
history,1784,Daily_History,false,false,127,127,0,976,123,122,1,4,258435.0,-258431.0
history,39596,AnneBoleynFiles,false,false,825,825,0,3880,3480,3239,-39,4165,2291.0,1874.0
history,39597,HistoryCenter,false,false,1372,1372,0,7335,1434,1433,1,1079,483.0,596.0
history,39598,HistoryNeedsYou,false,false,1729,1729,0,6969,70925,3220,-20,5225,3331.0,1894.0
history,39645,WomenOfHistory,false,false,142732,142373,359,261441,9126,3247,-47,931541,164105.0,767436.0
history,39606,History_Hub,false,false,428,428,0,1222,2926,2928,-2,970,919.0,51.0
history,39599,BibliOdyssey,false,false,119,119,0,7742,4127,3207,-7,34830,5756.0,29074.0
magazine,2767,ELLEmagazine,false,false,951,951,0,994778,5908,3559,-359,88565,62182.0,26383.0
magazine,2774,NylonMag,false,false,218,218,0,454490,11623,4084,-884,100001,33488.0,66513.0
magazine,2831,wallpapermag,false,false,2344,2344,0,614349,5976,3634,-434,25251,15139.0,10112.0
magazine,7636,DazedMagazine,false,false,12960,13482,-522,339488,6707,3641,-441,35372,24942.0,10430.0
magazine,7874,peoplemag,false,false,676,676,0,3505558,9517,3200,0,287172,106889.0,180283.0
magazine,2775,wmag,false,false,336,336,0,410141,3832,3527,-327,39358,23037.0,16321.0
magazine,32087,printmag,false,false,2130,2130,0,444055,5173,3206,-6,25551,12200.0,13351.0
magazine,7622,iD_magazine,false,false,305,305,0,380993,3739,3580,-380,25807,16517.0,9290.0
magazine,2796,VanityFair,false,false,803,803,0,476452,10061,4240,-1040,108970,52583.0,56387.0
magazine,1404,NewYorker,false,false,228,228,0,1401140,5375,4044,-844,200024,145305.0,54719.0
magazine,32089,Real_Simple,false,false,4678,4678,0,381303,4596,3231,-31,72724,42920.0,29804.0
magazine,2776,marieclaire,false,false,395,395,0,783096,9420,3954,-754,30676,23889.0,6787.0
magazine,32088,eyemagazine,false,false,2789,2789,0,438660,7362,3193,7,23732,11014.0,12718.0
magazine,32093,PasteMagazine,false,false,108899,112829,-3930,127248,18358,3354,-154,34822,29246.0,5576.0
magazine,2778,harpersbazaarus,false,false,470,470,0,371997,5329,3449,-249,37431,20633.0,16798.0
magazine,32147,BritishVogue,false,false,775,775,0,525955,14822,3299,-99,67765,45793.0,21972.0
magazine,2783,TeenVogue,false,false,2251,2251,0,1049527,11693,4330,-1130,71792,45457.0,26335.0
magazine,32085,RollingStone,false,false,303,303,0,1178060,11922,3377,-177,402566,183272.0,219294.0
magazine,2788,voguemagazine,false,false,235,235,0,1245557,1931,1996,-65,68464,40658.0,27806.0
magazine,7627,vmagazine,false,false,265,265,0,152309,2663,2682,-19,135496,12678.0,122818.0
magazine,21446,usweekly,false,false,1014,1014,0,666565,13042,3240,-40,93005,36830.0,56175.0
magazine,32144,InterviewMag,false,false,284,284,0,100316,4012,3211,-11,19308,12407.0,6901.0
magazine,32125,NumeroTOKYO,false,false,18619,19045,-426,20484,1710,1730,-20,5261,3174.0,2087.0
magazine,32146,papermagazine,false,false,1741,1741,0,73578,11966,3869,-669,64121,7579.0,56542.0
magazine,2785,LuckyMagazine,false,false,1080,1080,0,118914,17102,5247,-2047,50510,17141.0,33369.0
magazine,32099,thepop,false,false,534,534,0,55995,2708,2799,-91,59282,2279.0,57003.0
magazine,32145,O_Magazine,false,false,885,885,0,202136,4827,3200,0,29291,22386.0,6905.0
magazine,7615,ELLEUK,false,false,486,486,0,295681,9282,4832,-1632,39810,30049.0,9761.0
magazine,32162,AnOtherMagazine,false,false,1190,1190,0,64719,4544,3213,-13,8987,7579.0,1408.0
magazine,7652,THELOVEMAGAZINE,false,false,344,344,0,142482,3800,1220,1980,134637,1821.0,132816.0
magazine,32150,VICE,false,false,14250,14260,-10,146298,8447,3202,-2,52599,9572.0,43027.0
magazine,7657,Grazia_Live,false,false,965,965,0,101100,12329,4514,-1314,34626,17539.0,17087.0
magazine,37419,voguejp,false,false,130,130,0,93645,20271,3219,-19,42112,33560.0,8552.0
magazine,37420,glamourmag,false,false,341,341,0,172907,18556,3215,-15,34598,18760.0,15838.0
magazine,32153,Esquiremag,false,false,2474,2474,0,102251,10899,3241,-41,91432,22799.0,68633.0
magazine,8752,Allure_magazine,false,false,289,289,0,89029,3936,3508,-308,26285,14261.0,12024.0
magazine,32161,NYMag,false,false,860,860,0,114648,6559,3242,-42,25213,3934.0,21279.0
magazine,2669,FashionCanada,false,false,375,375,0,341055,9558,3940,-740,11248,8555.0,2693.0
magazine,32165,GQMagazine,false,false,149,149,0,158419,4251,3233,-33,48867,30343.0,18524.0
magazine,7644,VogueAmerica,false,false,1,1,0,61453,0,0,0,0,0.0,0.0
magazine,32166,seventeenmag,false,false,1192,1192,0,360689,19007,3200,0,81579,30819.0,50760.0
magazine,37421,Cosmopolitan,false,false,698,698,0,254778,8636,3230,-30,37756,23871.0,13885.0
magazine,32157,Harpers,false,false,20389,20364,25,51853,5966,3198,2,19390,16581.0,2809.0
magazine,22832,JuxtapozMag,false,false,273,273,0,64837,5573,3332,-132,35898,6703.0,29195.0
magazine,32116,grafikmag,false,false,350,350,0,34641,1457,1465,-8,4933,2040.0,2893.0
magazine,2837,TravelMagazine,false,false,168,168,0,384446,3261,3237,-37,10056,7230.0,2826.0
magazine,32173,InStyleMagazine,false,false,1,1,0,53403,1,1,0,7,5.0,2.0
magazine,32158,MaximMag,false,false,5615,5615,0,109289,4727,3176,24,25244,4148.0,21096.0
magazine,28656,MoreMag,false,false,19055,18068,987,19188,4385,3237,-37,3681,1891.0,1790.0
magazine,37423,Pen_magazine,false,false,4,4,0,33930,2959,3117,-158,15681,12564.0,3117.0
magazine,30633,HouseandHome,false,false,31109,34533,-3424,30062,7788,3217,-17,3676,3427.0,249.0
magazine,37425,NYTmag,false,false,40,40,0,47807,4456,3244,-44,7118,4630.0,2488.0
magazine,37424,ComputerArts,false,false,17042,17030,12,79739,4240,3205,-5,17740,10310.0,7430.0
magazine,32168,bust_magazine,false,false,286,286,0,26783,5002,3199,1,45054,6678.0,38376.0
magazine,37427,madameFIGARO_jp,false,false,86,86,0,18071,7988,3244,-44,9939,8508.0,1431.0
magazine,37426,OKMagazine,false,false,834,834,0,106414,33579,3216,-16,10313,1021.0,9292.0
magazine,37428,GlamourMagUK,false,false,6718,6718,0,86880,25430,3224,-24,10268,6939.0,3329.0
magazine,32122,walrusmagazine,false,false,1081,1081,0,24330,9300,3218,-18,68906,4933.0,63973.0
magazine,37431,SPUR_magazine,false,false,2,2,0,18945,1885,2011,-126,8803,4879.0,3924.0
magazine,37429,CasaBRUTUS,false,false,2,2,0,51180,4989,3228,-28,43878,36159.0,7719.0
magazine,37430,StylistMagazine,false,false,9183,9183,0,71473,12308,3242,-42,19190,12005.0,7185.0
magazine,37432,marieclaireuk,false,false,2637,2637,0,41800,23830,5609,-2409,12665,3898.0,8767.0
magazine,3976,essencemagazine,true,false,710,710,0,64447,4183,0,3200,0,0.0,0.0
magazine,32164,blackboxdessert,false,false,411,411,0,19480,6406,3223,-23,4146,722.0,3424.0
magazine,32108,factmagazine,false,false,369,369,0,36488,12462,3235,-35,16481,12777.0,3704.0
magazine,7196,SurfaceMag,false,false,567,567,0,14174,1342,1363,-21,3702,630.0,3072.0
magazine,32117,StyleAtHome,false,false,2257,2257,0,29409,3871,3239,-39,5996,5004.0,992.0
magazine,37433,IDOnline,false,false,352,352,0,23902,1424,1420,4,2076,1830.0,246.0
magazine,7900,EW,false,false,2284,2284,0,1984472,16348,4563,-1363,199897,93166.0,106731.0
magazine,39096,frankieMagazine,false,false,2023,2023,0,46279,1777,1845,-68,10635,5503.0,5132.0
magazine,39098,OK_Magazine,false,false,73331,73331,0,253837,51942,3207,-7,62649,22662.0,39987.0
magazine,9854,frieze_magazine,false,false,1629,1629,0,45749,4342,3221,-21,47428,22682.0,24746.0
magazine,39099,ELLEDECOR,false,false,642,642,0,52466,1697,1702,-5,4579,3859.0,720.0
magazine,39100,VibeMagazine,false,false,52166,52165,1,195415,38266,3225,-25,47894,26062.0,21832.0
magazine,9861,UtneReader,false,false,2838,2838,0,22097,4091,3230,-30,11521,6749.0,4772.0
magazine,32151,artnet,false,false,10094,10094,0,339949,15149,3237,-37,24911,21839.0,3072.0
magazine,39101,LulaMag,false,false,60,60,0,24724,413,411,2,1662,774.0,888.0
magazine,32090,Playboy,false,false,4229,4229,0,437167,18240,3215,-15,47981,2056.0,45925.0
magazine,39102,HouseBeautiful,false,false,2313,2313,0,53301,4425,3236,-36,8526,7539.0,987.0
magazine,39103,GINZA_magazine,false,false,80,80,0,21266,2580,2565,15,20311,9192.0,11119.0
magazine,39104,BazaarUK,false,false,374,374,0,55465,3992,3196,4,32887,2605.0,30282.0
magazine,39105,LonnyMag,false,false,18735,18735,0,31695,835,831,4,9109,2311.0,6798.0
magazine,25530,sciam,false,false,12396,12268,128,340437,19822,3552,-352,107641,67802.0,39839.0
magazine,32115,marie_claire_au,false,false,11089,11209,-120,27105,6730,3172,28,15796,2470.0,13326.0
magazine,9845,TheAtlantic,false,false,920,920,0,105094,22893,3196,4,54162,36973.0,17189.0
magazine,32114,bizarremagazine,false,false,895,895,0,25233,4115,3185,15,9571,3775.0,5796.0
magazine,39106,BRUTUS_mag,false,false,2,2,0,41475,4288,3224,-24,24596,20961.0,3635.0
magazine,39114,thewiremagazine,false,false,12,12,0,40847,4654,3223,-23,12655,3518.0,9137.0
magazine,39107,FLAREfashion,false,false,495,495,0,26197,22962,3223,-23,329625,3095.0,326530.0
magazine,39123,CosmopolitanUK,false,false,222,222,0,79673,16841,3236,-36,34409,7829.0,26580.0
magazine,32142,J14Magazine,false,false,866,866,0,134978,11871,3182,18,310295,29536.0,280759.0
magazine,39122,popstarmagazine,false,false,442,442,0,268015,9316,3207,-7,56012,32478.0,23534.0
magazine,32105,moremagazine,false,false,13740,13775,-35,45129,8484,3195,5,55924,5325.0,50599.0
magazine,39108,Livingetc,false,false,373,373,0,27903,7105,3213,-13,3469,3204.0,265.0
magazine,39109,ComplexMag,false,false,49332,49332,0,142294,70123,3221,-21,52650,38551.0,14099.0
magazine,9916,VICEUK,false,false,17119,9876,7243,59228,12506,3213,-13,21992,775.0,21217.0
magazine,39110,FlauntMagazine,false,false,182,182,0,15718,2401,2406,-5,28483,1575.0,26908.0
magazine,39111,Russh_Magazine,false,false,761,761,0,18393,2029,2030,-1,8090,1688.0,6402.0
magazine,39112,NewYorkMag,false,false,3,3,0,37085,3,3,0,8,8.0,0.0
magazine,39113,RueMagazine,false,false,2604,2604,0,30759,5177,3244,-44,2900,2428.0,472.0
magazine,39115,elle_online,false,false,130,130,0,18800,2867,2869,-2,7919,6226.0,1693.0
branding,10279,landor_dot_com,false,false,7482,7482,0,15838,2019,2025,-6,2787,2509.0,278.0
branding,7442,thebrandbuilder,false,false,14352,14588,-236,41846,86514,3361,-161,1684,1569.0,115.0
branding,7432,DanSchawbel,false,false,123660,126469,-2809,126015,21043,3456,-256,18828,9345.0,9483.0
branding,10309,movingbrands,false,false,1167,1167,0,12271,2918,2972,-54,11898,2337.0,9561.0
branding,10318,GraemeCrossley,false,false,9358,9358,0,11563,1673,1676,-3,378,359.0,19.0
branding,10278,Brandyourself,false,false,7156,7156,0,15706,14849,3205,-5,1874,1540.0,334.0
branding,10277,joanjimenez,false,false,3132,3132,0,14296,24955,3199,1,16284,1349.0,14935.0
branding,10317,louislouna,false,false,1505,1505,0,13550,5392,3220,-20,7332,2943.0,4389.0
branding,10319,SterlingBrands,false,false,433,433,0,3069,708,714,-6,1223,246.0,977.0
branding,7440,pramitjnathan,false,false,248604,246363,2241,244335,19192,3243,-43,5695,5279.0,416.0
branding,8630,RickBakas,false,false,29342,28946,396,71215,48004,4354,-1154,20471,1384.0,19087.0
branding,10244,jeffreypjacobs,false,false,38014,45886,-7872,62068,46813,3195,5,6543,566.0,5977.0
branding,8247,evoklarry,false,false,46349,54006,-7657,53195,9697,3200,0,30337,989.0,29348.0
branding,7492,pamdyer,false,false,54888,56386,-1498,56092,4467,3200,0,2173,1973.0,200.0
branding,3627,keithferrazzi,false,false,16218,16153,65,28232,7868,3203,-3,8172,7309.0,863.0
branding,10245,PuroMarketing,false,false,31445,31718,-273,105621,13572,3194,6,61334,48426.0,12908.0
branding,10321,thebrandingfarm,false,false,1245,1245,0,2698,1827,1869,-42,20279,278.0,20001.0
branding,10273,servantofchaos,false,false,27896,31772,-3876,25388,28367,3203,-3,2359,1211.0,1148.0
branding,10331,rockstarbrands,false,false,3070,3070,0,3601,8073,3200,0,23375,543.0,22832.0
branding,10323,BrandingAgency,false,false,108,108,0,2042,498,498,0,111,35.0,76.0
branding,7471,JamieCrager,false,false,78423,78579,-156,90602,27061,3200,0,956,901.0,55.0
branding,10262,upwardaction,false,false,18045,17964,81,20053,10996,3198,2,48076,561.0,47515.0
branding,5009,CFOCoach,false,false,8314,8314,0,7601,13203,3200,0,5257,777.0,4480.0
branding,7469,MagicSauceMedia,false,false,99441,99008,433,102719,7657,3210,-10,1708,1224.0,484.0
branding,10320,brandexpression,false,false,341,341,0,2813,12592,3200,0,18591,528.0,18063.0
branding,10336,BrandPoliceNYC,false,false,1548,1548,0,1192,239,239,0,5,3.0,2.0
branding,10351,C3Brandworks,false,false,1996,1996,0,1710,327,327,0,17,11.0,6.0
branding,10330,maryvandewiel,false,false,2875,2875,0,4144,2474,2509,-35,738,228.0,510.0
branding,10312,DenVan,false,false,9007,9007,0,8863,16008,3200,0,15715,522.0,15193.0
branding,10332,brandbison,false,false,1688,1688,0,1769,658,652,6,114,12.0,102.0
branding,15832,BrandOneCulture,false,false,724,724,0,2119,27788,3190,10,114757,288.0,114469.0
branding,10301,miketrap,false,false,2672,2672,0,9376,8160,3212,-12,20348,1190.0,19158.0
branding,10292,KathyHeasley,false,false,3357,3357,0,9543,3284,3235,-35,1659,770.0,889.0
branding,7474,AmyJoMartin,false,false,10688,11586,-898,1241026,12119,3284,-84,12178,10325.0,1853.0
branding,10256,SetUpMyBrand,false,false,25903,25795,108,25829,2047,2067,-20,174,143.0,31.0
branding,10325,stefanliute,false,false,687,687,0,2249,856,858,-2,1568,280.0,1288.0
branding,10281,JESS3,false,false,14987,16204,-1217,14988,8985,3195,5,161843,1847.0,159996.0
branding,10326,NealSchaffer,false,false,45281,49723,-4442,49707,37466,3200,0,1821,1795.0,26.0
branding,10333,jeremywaite,false,false,1003,1003,0,11211,7706,3199,1,33302,1090.0,32212.0
branding,5660,db,false,false,354,354,0,10906,46758,5145,-1945,178000,786.0,177214.0
branding,10324,martinjbishop,false,false,931,931,0,1026,1529,1536,-7,16193,135.0,16058.0
branding,9822,BillVick,false,false,12821,12968,-147,13621,7317,3559,-359,3432,2233.0,1199.0
branding,10346,tlloyd25,false,false,1122,1122,0,1471,2916,2955,-39,2991,189.0,2802.0
branding,10284,ubergio,false,false,10575,10301,274,9628,12980,4645,-1445,721699,0.0,721699.0
branding,10328,pworthington,false,false,499,499,0,1076,1311,1314,-3,12104,150.0,11954.0
branding,10340,darbydarnit,false,false,2906,2906,0,4904,7780,3200,0,8334,354.0,7980.0
branding,10259,socialmediamstr,false,false,25012,26290,-1278,22748,2585,2597,-12,4742,522.0,4220.0
branding,10349,PhyllisShabad,false,false,1302,1302,0,1337,113,114,-1,2,1.0,1.0
branding,39067,SpiroDavis,false,false,2896,2896,0,3850,1573,1572,1,673,67.0,606.0
branding,10337,MartinRoll,false,false,1425,1425,0,2103,2139,2233,-94,4507,135.0,4372.0
branding,10329,BrandRanter,false,false,4470,4470,0,5070,4614,3200,0,1616,595.0,1021.0
branding,10270,abcdesign_,false,false,429,429,0,17361,4264,3210,-10,9945,6939.0,3006.0
branding,39068,ChareeKlimek,false,false,4664,4664,0,7102,21504,3218,-18,2396,383.0,2013.0
branding,10289,Brandkarma,false,false,8362,8362,0,9627,8581,3200,0,840,393.0,447.0
branding,10322,acjandler,false,false,5966,5966,0,7294,6792,3200,0,895,251.0,644.0
branding,10327,LogoMotives,false,false,975,975,0,7906,12939,3198,2,37366,1259.0,36107.0
branding,10339,robertomazzoni,false,false,60448,60149,299,92533,47970,3200,0,470,456.0,14.0
branding,3603,williger,false,false,182026,179850,2176,337226,26144,3199,1,1026,640.0,386.0
branding,7060,TrustBranding,false,false,13279,13367,-88,13417,30157,3198,2,31111,65.0,31046.0
branding,10300,atommedia,false,false,9176,9176,0,8133,145,144,1,53,18.0,35.0
branding,10355,MarketLikeAChik,false,false,17506,17442,64,22303,7770,3200,0,905,708.0,197.0
branding,10358,jimantonopoulos,false,false,884,884,0,1330,4993,3194,6,22077,516.0,21561.0
branding,10311,peopledesign,false,false,7999,7999,0,7812,1605,1613,-8,2308,378.0,1930.0
branding,10353,juliasmola,false,false,68342,68092,250,61316,5321,3197,3,302,257.0,45.0
branding,10247,stevejankowski,false,false,43550,43382,168,38904,3466,3200,0,534,22.0,512.0
branding,10334,AddisCreson,false,false,592,592,0,783,1287,1291,-4,691,86.0,605.0
branding,10338,brandingdiva,false,false,11141,12116,-975,14639,4058,3189,11,42473,223.0,42250.0
branding,10352,MariusUrsache,false,false,42,42,0,933,411,413,-2,1418,68.0,1350.0
branding,10286,DarrenWMoody,false,false,10637,10596,41,9281,16332,3227,-27,10,10.0,0.0
branding,10348,AustralianBrand,false,false,10,10,0,683,25,25,0,6,6.0,0.0
branding,10357,AntHillMktg,false,false,1690,1690,0,1646,251,249,2,282,35.0,247.0
branding,10365,fionahumberston,false,false,1258,1258,0,3036,9559,3200,0,2391,493.0,1898.0
branding,10362,OKCreative,false,false,533,533,0,1115,1088,1084,4,182,18.0,164.0
branding,10267,gracesmith,false,false,3363,3363,0,17754,16031,3198,2,14560,1659.0,12901.0
branding,39069,ibranding,false,false,111,111,0,436,92,91,1,2,2.0,0.0
branding,10343,TheDavid_A,false,false,1279,1279,0,1399,700,700,0,41,37.0,4.0
branding,10344,BMAColorado,false,false,1903,1903,0,2150,2054,2059,-5,592,145.0,447.0
branding,10345,adwrighty,false,false,1033,1033,0,1445,2170,2186,-16,1693,160.0,1533.0
branding,10335,jefsmack,false,false,792,792,0,1611,4137,3304,-104,64762,205.0,64557.0
branding,10341,mironescu,false,false,2081,2081,0,2534,2313,2313,0,3999,339.0,3660.0
branding,10350,arronlock,false,false,304,304,0,2561,6840,3198,2,40430,147.0,40283.0
branding,39070,CristianSaracco,false,false,1401,1401,0,2480,16740,3201,-1,1479,167.0,1312.0
branding,10298,cubedweller,false,false,208,208,0,9967,8198,3230,-30,213506,715.0,212791.0
branding,10366,MarketYourself,false,false,1997,1997,0,8459,599,599,0,53,14.0,39.0
branding,10356,brandbucket,false,false,2963,2963,0,6711,3600,3198,2,1605,267.0,1338.0
branding,39071,lucasmelb,false,false,513,513,0,4777,2881,2878,3,13950,710.0,13240.0
branding,10342,RobertPfeifer,false,false,368,368,0,3489,11215,3198,2,89328,128.0,89200.0
branding,10369,Polledemaagt,false,false,2464,2464,0,7197,36442,3199,1,7943,782.0,7161.0
branding,10373,brant_kelsey,false,false,5656,5656,0,8329,4078,3198,2,49954,518.0,49436.0
branding,10384,sbwalsh,false,false,48269,48109,160,46734,1806,1806,0,365,305.0,60.0
branding,39072,BridgetAyers,false,false,30320,30320,0,29481,23808,3203,-3,551,527.0,24.0
branding,4335,AndrewMueller,false,false,6691,6691,0,7195,15716,3241,-41,3161,461.0,2700.0
branding,10381,chasl,false,false,66796,67034,-238,72013,3937,3200,0,10219,510.0,9709.0
branding,10368,kauf,false,false,38882,49261,-10379,160020,14655,3200,0,3931,3504.0,427.0
branding,39073,joegreenz,false,false,4805,4805,0,7157,24821,3246,-46,48031,725.0,47306.0
branding,10380,PeteHall,false,false,5166,5166,0,4656,2117,2121,-4,72,7.0,65.0
branding,39387,davequintana,false,false,3001,3001,0,3297,1306,1303,3,982,59.0,923.0
branding,39380,ThinkBusiness,false,false,46398,46399,-1,86064,8811,3202,-2,26427,1848.0,24579.0
branding,9914,colindrummond,false,false,6598,6598,0,7098,1328,1327,1,707,403.0,304.0
branding,39381,blancheagency,false,false,2132,2132,0,3573,1478,1476,2,152,97.0,55.0
branding,39382,Devoted2HR,false,false,3004,3004,0,5933,7210,3201,-1,2896,250.0,2646.0
racing,27798,DanicaPatrick,false,false,91,91,0,573819,1426,1478,-52,33344,19397.0,13947.0
racing,27882,jpmontoya,false,false,60,60,0,514048,4479,3215,-15,34686,12425.0,22261.0
racing,27799,TonyKanaan,false,false,866,866,0,469015,22193,3237,-37,27569,12991.0,14578.0
racing,27806,IndyCar,false,false,580,580,0,55057,13868,3221,-21,23189,11850.0,11339.0
racing,27801,NASCAR,false,false,263,263,0,536387,25494,3218,-18,51897,29266.0,22631.0
racing,27885,mw55,false,false,198,198,0,151638,13523,3228,-28,47401,10425.0,36976.0
racing,27884,kaseykahne,false,false,96,96,0,167249,2428,2579,-151,97406,16502.0,80904.0
racing,27809,maxpapis,false,false,592,592,0,37606,9289,3222,-22,67667,4269.0,63398.0
racing,27883,KevinHarvick,false,false,96,96,0,230641,5846,3220,-20,75616,20833.0,54783.0
racing,27889,SPEED,false,false,1047,1047,0,101204,20279,3231,-31,14945,4535.0,10410.0
racing,27888,KyleBusch,false,false,58,58,0,159673,4909,3218,-18,252516,10613.0,241903.0
racing,27886,dennyhamlin,false,false,164,164,0,135570,1917,1955,-38,27497,11869.0,15628.0
racing,6734,h3lio,false,false,131,131,0,53529,3537,3232,-32,7842,4280.0,3562.0
racing,27894,Elliott_Sadler,false,false,194,194,0,92502,4686,3212,-12,37541,8931.0,28610.0
racing,27891,AllWaltrip,false,false,130,130,0,154337,7757,3206,-6,25634,20395.0,5239.0
racing,27895,MarcoAndretti,false,false,318,318,0,41517,710,721,-11,36149,2565.0,33584.0
racing,27803,NASCARONFOX,false,false,4115,4115,0,119200,4193,3248,-48,22993,15909.0,7084.0
racing,27893,Kenny_Wallace,false,false,192,192,0,96678,23992,3228,-28,14038,8920.0,5118.0
racing,27808,JoeGibbsRacing,false,false,1460,1460,0,32712,26082,3223,-23,15992,4599.0,11393.0
racing,27896,RyanNewman39,false,false,151,151,0,88093,3268,3236,-36,9876,4480.0,5396.0
racing,27892,kylepetty,false,false,68,68,0,76255,11531,3207,-7,37402,2161.0,35241.0
racing,7540,JensonButton,false,false,65,65,0,819544,1424,1437,-13,85985,26796.0,59189.0
racing,27890,scottspeed,false,false,84,84,0,38707,4729,3208,-8,27096,4747.0,22349.0
racing,27898,jamiemcmurray,false,false,33,33,0,88966,770,789,-19,6357,1497.0,4860.0
racing,27899,GrahamRahal,false,false,149,149,0,24432,6385,3227,-27,30030,9071.0,20959.0
racing,27904,paultracy3,false,false,64,64,0,23038,3645,3242,-42,8251,5603.0,2648.0
racing,27897,Bobby_Labonte,false,false,107,107,0,59086,2226,2270,-44,3452,2661.0,791.0
racing,27887,penskeracing,false,false,170,170,0,26831,2902,3077,-175,10682,4989.0,5693.0
racing,27900,RyanHunterReay,false,false,215,215,0,20476,1457,1528,-71,19337,3420.0,15917.0
racing,27915,danwheldon,false,false,124,124,0,34385,2468,2458,10,12823,1535.0,11288.0
racing,27903,DeLanaHarvick,false,false,416,416,0,98049,14895,3208,-8,15180,10157.0,5023.0
racing,27902,MartySmithESPN,false,false,273,273,0,53262,19586,3201,-1,15664,12854.0,2810.0
racing,27907,SarahFisher,false,false,183,183,0,19555,2092,2084,8,4266,2035.0,2231.0
racing,27916,keselowski,false,false,84,84,0,257995,6224,3216,-16,92216,19205.0,73011.0
racing,27901,TeamHendrick,false,false,982,982,0,82859,8978,3194,6,35901,15517.0,20384.0
racing,34300,rubarrichello,false,false,245,245,0,1547454,14176,3206,-6,24589,14790.0,9799.0
racing,27905,NASCAR_NNS,false,false,383,383,0,47280,13786,3248,-48,8099,6062.0,2037.0
racing,27909,MartinTruexJr56,false,false,49,49,0,70952,1271,1322,-51,32851,2239.0,30612.0
racing,27923,jimmyvasser,false,false,90,90,0,12899,1365,1383,-18,12335,1384.0,10951.0
racing,27910,WendyVenturini,false,false,291,291,0,50335,8792,3233,-33,50447,1776.0,48671.0
racing,27906,BrianLVickers,false,false,169,169,0,52808,2604,2668,-64,5960,3500.0,2460.0
racing,27919,RickyCarmichael,false,false,153,153,0,117763,6354,3235,-35,21608,6368.0,15240.0
racing,27834,kvracing,false,false,155,155,0,12851,5387,3212,-12,11670,5968.0,5702.0
racing,27913,IMS,false,false,1054,1054,0,28662,8192,3237,-37,15860,6949.0,8911.0
racing,27815,jeff_gluck,false,false,302,302,0,25734,34418,3229,-29,27988,17299.0,10689.0
racing,27920,jayski_nascar,false,false,321,321,0,37670,5433,3216,-16,8625,4993.0,3632.0
racing,27917,HermieSadler,false,false,128,128,0,38287,5126,3233,-33,26439,2367.0,24072.0
racing,27908,RobbyGordon,false,false,377,377,0,43418,2268,2281,-13,4239,2616.0,1623.0
racing,27924,JeffGordonWeb,false,false,111,111,0,189854,9644,3213,-13,78334,40015.0,38319.0
racing,27922,AJDinger,false,false,2,2,0,55515,7312,3231,-31,6939,2954.0,3985.0
racing,27921,gbiffle,false,false,37,37,0,68521,957,1087,-130,2667,2195.0,472.0
racing,27914,JennaFryer,false,false,668,668,0,31745,24457,5516,-2316,31026,8025.0,23001.0
racing,27939,Tbayne21,false,false,85,85,0,119112,1005,1086,-81,30226,10823.0,19403.0
racing,27926,Ryan_Briscoe,false,false,162,162,0,21892,4566,3246,-46,7800,3053.0,4747.0
racing,36554,dariofranchitti,false,false,261,261,0,56565,1265,1321,-56,16546,6398.0,10148.0
racing,27824,worldofoutlaws,false,false,145,145,0,18053,7703,3203,-3,4606,3572.0,1034.0
racing,27912,SamHornish,false,false,108,108,0,17027,239,324,-85,404,94.0,310.0
racing,27918,MattYocum,false,false,311,311,0,39623,5664,3177,23,259041,1559.0,257482.0
racing,23441,RCR31JeffBurton,false,false,173,173,0,50203,9401,3198,2,6180,2805.0,3375.0
racing,27953,JimmieJohnson,false,false,135,135,0,205159,4640,3245,-45,126701,28018.0,98683.0
racing,27936,tomasscheckter,false,false,382,382,0,14529,10474,3205,-5,66216,2817.0,63399.0
racing,27933,justin_wilson,false,false,198,198,0,16809,2531,2634,-103,8076,1771.0,6305.0
racing,27925,bobpockrass,false,false,8772,8772,0,23591,28622,3224,-24,8701,6982.0,1719.0
