Project,Community,Person_ID,Place_on_list,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,anime,yenpress,14,0.555555555556,0.393939393939,0.161616161616,39.0,16.0,0.505102040816,0.0115841728574,0.309523809524,0.189473684211,0.105263157895,0.0842105263158,0.401479374111,0.00743269127441,0.285714285714,6.05555555556,0.197674418605,0.104651162791,66.0,43.0,59.0,29.0,61.0,34.0
584,anime,hosodamamoru,63,0.0909090909091,0.0909090909091,0.0,9.0,0,0.0,0.00546971815901,0.0,0.0105263157895,0.0,0.0105263157895,0.0157894736842,0.00187630934898,0.0,1.0,0.0232558139535,0.0,0,1.0,2.0,0,2.0,0
584,anime,Vertical_Ed,60,0.79797979798,0.373737373737,0.424242424242,37.0,42.0,0.622641509434,0.0124636679846,0.612244897959,0.536842105263,0.294736842105,0.242105263158,0.434349030471,0.0202139867537,0.5,10.7058823529,0.127906976744,0.174418604651,336.0,210.0,86.0,44.0,87.0,48.0
584,anime,andrea_chii,90,0.282828282828,0.161616161616,0.121212121212,16.0,12.0,0.497487437186,0.00554330462687,0.647058823529,0.157894736842,0.0947368421053,0.0631578947368,0.345458996328,0.00695000217407,0.5,10.6,0.0348837209302,0.0348837209302,95.0,64.0,12.0,16.0,12.0,16.0
584,anime,0takuPride,27,0.949494949495,0.373737373737,0.575757575758,37.0,57.0,0.702127659574,0.012800765567,0.566666666667,0.273684210526,0.0315789473684,0.242105263158,0.47308079115,0.00191103946666,0.0833333333333,2.38461538462,0.0116279069767,0.046511627907,4.0,58.0,1.0,4.0,1.0,4.0
584,anime,MangaUK,20,0.575757575758,0.252525252525,0.323232323232,25.0,32.0,0.57225433526,0.00808169220394,0.357142857143,0.210526315789,0.105263157895,0.105263157895,0.380890688259,0.00591153820761,0.25,3.5,0.0697674418605,0.174418604651,28.0,42.0,18.0,28.0,21.0,84.0
584,anime,predederva,79,1.0202020202,0.282828282828,0.737373737374,28.0,73.0,0.785714285714,0.00873578738246,0.364864864865,0.505263157895,0.368421052632,0.136842105263,0.401479374111,0.0250950320399,0.263157894737,24.6458333333,0.0,0.46511627907,1124.0,59.0,0,146.0,0,249.0
584,anime,edsizemore,77,0.757575757576,0.393939393939,0.363636363636,39.0,36.0,0.6,0.0140602140425,0.704545454545,0.694736842105,0.378947368421,0.315789473684,0.476113360324,0.0674446917157,0.609756097561,33.8787878788,0.127906976744,0.348837209302,1437.0,799.0,48.0,383.0,48.0,404.0
584,anime,seinime,74,0.424242424242,0.262626262626,0.161616161616,26.0,16.0,0.51832460733,0.00756008990047,0.615384615385,0.189473684211,0.0631578947368,0.126315789474,0.362310654685,0.0036831747524,0.2,3.38888888889,0.0,0.0,30.0,31.0,0,0,0,1.0
584,anime,CMXmanga,47,0.636363636364,0.363636363636,0.272727272727,36.0,27.0,0.5625,0.0125896219868,0.575,0.2,0.0421052631579,0.157894736842,0.412631578947,0.00194256859218,0.1875,4.94736842105,0.0348837209302,0.0,7.0,87.0,6.0,0,9.0,1.0
