Person ID,Person Name,Private?,Statuses Count,Number of Tweets,Number of Retweets,Retweet Count,Friends Count,Friends_IDS,Followers Count
2328,e_gardener,false,1268,1267,42942,754447,335,335,2012
2323,LifeOnTheBlcny,false,12331,3197,44178,755758,1708,1708,4768
2326,NCoastGardening,false,2242,2254,44638,756313,875,875,4363
2327,robstirling,false,130,129,44641,756317,949,949,1154
2330,jimjonescapo,false,10682,3157,51268,179867,454,454,2515541
2331,NipseyHussle,false,8440,3193,111269,403920,1274,1274,238475
2415,myfabolouslife,false,8090,3189,256451,1295470,801,801,1629509
2418,thegame,false,15519,3183,372066,1748945,31925,0,877510
2416,Ludacris,false,6857,3197,484163,2317842,180,180,4458015
2417,50cent,false,6903,3197,605408,2597385,4,4,6016937
2419,BusaBusss,false,15823,3200,663968,2703138,537,537,1036743
2332,Thee_LoLaMonroe,false,22981,3191,689298,2861661,994,994,126835
2420,NICKIMINAJ,false,10330,3196,966436,4705441,805,805,10158141
2354,RasKass,false,14866,3188,967519,4711623,591,591,23033
2422,Drake,false,922,916,1023319,7653670,485,485,6212249
2423,Raekwon,false,19626,3180,1045736,7714460,686,686,321535
2421,SnoopDogg,false,9275,3213,1152038,8162362,1815,1815,7031032
2424,Wale,false,27673,3189,1269771,8957356,792,792,1840092
2425,souljaboy,false,51991,3169,1324090,9087679,532,532,3425822
2426,LupeFiasco,false,6037,3166,1407774,9543962,820,820,1085794
2427,GhostfaceKillah,false,2532,2578,1440685,9627802,818,818,256099
2428,Eminem,false,177,179,1455470,9802779,0,0,9636780
2346,THAREALYUKMOUTH,false,24756,3163,1458791,9812713,7068,7068,24819
2429,JoeBudden,false,35397,3200,1537581,10080433,530,530,477313
2432,RealWizKhalifa,false,22579,3196,1692621,12393373,336,336,5066083
2431,BowWow,false,19610,3174,1822071,12663009,813,813,1919566
2434,kanyewest,false,1583,1555,1912918,14269513,5,5,6976491
2430,Tyga,false,5880,3170,2080182,15883252,3198,3198,2557810
2435,TalibKweli,false,26133,3182,2123046,16131223,1049,1049,464173
2436,slimthugga,false,54334,3153,2159407,16317706,954,954,275752
2334,Khleo_T,false,77347,3186,2185382,16350518,28690,0,86515
2336,TheFatBoys,false,32672,3198,2187753,16353371,4786,4786,38182
2439,JColeNC,false,1952,1951,2238404,17120455,331,331,2122445
2437,Royceda59,false,23042,3199,2296441,17218044,510,510,191954
2438,BigBoi,false,18113,3198,2357258,17393286,1195,1195,445271
2442,therealstylesp,false,21135,3198,2408312,17498033,345,345,204496
2440,QtipTheAbstract,false,4658,1233,2421088,17646969,1003,1003,343599
2441,iamdiddy,false,19517,3241,2581345,18749324,1451,1451,5032933
2444,LilTunechi,false,419,420,2615562,19766123,30,30,5875377
2445,gucci1017,false,1503,1531,2658232,19867083,103,103,764928
2446,common,false,4897,3199,2716413,19984777,270,270,1299175
2345,XplicitLyric,false,49176,3195,2727079,20041939,556,556,24060
2443,thejuelzsantana,false,5286,3092,2765758,20157151,2063,2063,653957
2391,Chali2na,false,8739,3191,2768392,20209058,480,480,13283
2447,noreaga,false,39856,3125,2777186,20268609,659,659,176500
2449,BigSean,false,12520,3178,2914051,21088794,1475,1475,1918870
2452,JoellOrtiz,false,12626,3174,2951462,21253786,280,281,126169
2450,TRINArockstarr,false,11599,3136,3016690,21963547,858,858,1065698
2448,paulwallbaby,false,21528,3188,3029782,22005554,4083,4083,184353
2453,RZA,false,1446,1457,3046601,22036504,382,382,179119
2451,asherroth,false,7278,3187,3101533,22198761,2223,2223,358326
2455,S_C_,false,31,30,3103912,22242970,11,11,1623145
2454,Tip,false,2498,2438,3151412,22473426,154,154,1917016
2335,jemstarmusic,false,44978,3194,3159746,22483497,25977,0,33775
2433,Therealkiss,false,4120,3195,3217598,22607939,851,851,511155
2457,rickyrozay,false,12611,3189,3314638,23618973,79,79,2047325
2456,llcoolj,false,10437,3202,3339777,23715847,3577,3577,2258378
2458,BIRDMAN5STAR,false,2761,2757,3414496,23956866,320,320,762913
2462,HOT__DOLLAR,false,74843,3132,3414809,23957507,10857,0,29874
2461,Nas,false,880,932,3449332,24100315,95,95,569821
2459,chamillionaire,false,13455,3200,3488493,24175371,831,831,875318
2460,Nelly_Mo,false,5208,3083,3534871,24385494,1026,1026,2228195
2464,PUSHA_T,false,4389,3196,3575417,24452209,249,249,200093
2465,DorroughMusic,false,17134,3171,3594977,24491197,750,750,157203
2463,WakaFlockaBSM,false,8842,3169,3695285,24974086,2896,2896,828414
2364,CrackBeatz,false,17807,3122,3695881,25058986,13598,0,13342
2466,bobatl,false,5564,3175,3757339,25176235,820,820,496755
2469,JayElectronica,false,20,19,3758287,25182654,195,195,211654
2467,LilJon,false,7372,3170,3793326,25309186,2141,2141,504767
2468,Lloydbanks,false,3216,3177,3845813,25424115,1973,1973,412255
2471,JOEYCRACKTS,false,6321,3152,3855923,25459217,674,674,191773
2472,SkillzVa,false,20134,3177,3860870,25465296,761,761,29615
2478,MCHammer,false,25213,3183,3879272,25606197,45502,0,2557326
2479,LilTwist,false,20590,3177,3974151,25815218,69538,0,1025183
2474,CrookedIntriago,false,20044,3197,4004199,25877947,1650,1650,67937
2473,MURS,false,10321,3188,4013526,25937686,1698,1698,69370
2477,201Ransom,false,8227,1014,4014331,25940021,422,422,5189
2480,BrotherAli,false,10331,3200,4026031,25966237,142,142,39224
2475,JAE_MILLZ,false,20493,3196,4089304,26063392,1221,1221,306871
2470,wyclef,false,21016,3086,4121870,26148175,7668,7668,2403291
2481,THEREALBANNER,false,30650,3192,4136289,26177475,1223,1223,233249
2482,IAMYUNGJOC,false,8876,3184,4142363,26285289,1304,1304,95741
2484,LILBTHEBASEDGOD,false,79084,3146,4192413,26535484,244840,0,399727
2389,KingDavid251,false,85900,3196,4193802,26538949,15398,0,21460
2476,E40,false,9893,3167,4234017,26644734,4907,4907,181415
2485,CurrenSy_Spitta,false,41020,3196,4335817,27198336,419,419,429415
2483,xzibit,false,4882,3171,4351478,27239841,2117,2117,148722
2487,pharoahemonch,false,17636,3197,4365634,27256372,551,551,62835
2489,jayrock,false,13141,3175,4376783,27296937,593,593,77336
2488,therealjuicyj,false,23109,3183,4526523,28008462,2111,2111,304557
2386,BabeHound,false,91212,3198,4527588,28209067,5472,5472,10242
2492,YoGottiKOM,false,6182,3196,4611046,28395705,398,398,374738
2490,diggy_simmons,false,6155,3183,4743691,28866251,1728,1728,1255422
2338,G5theJett,false,54715,3189,4749870,28878565,38505,0,40087
2491,PeteRock,false,18949,3198,4757697,28888578,1105,1105,66202
2493,CoryGunz,false,7558,3181,4799544,29045282,1185,1185,341613
2496,mackmaine,false,7640,3187,4888483,29448889,207,207,429099
2494,BunBTrillOG,false,21933,3191,4922186,29576883,1268,1268,408322
2495,IAmTravisPorter,false,98266,3156,4971200,29703467,3598,3598,385684
2497,JeanGreasy,false,68875,3200,4980991,29725824,1271,1271,66050
