golf,dance,5.0
golf,wedding,4.0
golf,etsy_handmade,30.0
golf,radio,73.0
golf,fishing,28.0
golf,skiing,59.0
golf,lawyer_legal,25.0
golf,children,38.0
golf,astrology,12.0
golf,climatechange,18.0
golf,pharma,4.0
golf,hunting,65.0
golf,writing,17.0
golf,humanrights_activism_justice,20.0
golf,hockey,174.0
golf,filmfestival,5.0
golf,ceo,115.0
golf,automotive,63.0
golf,horror,4.0
golf,jazz,9.0
golf,sport_football,390.0
golf,sailing,14.0
golf,publicrelations,73.0
golf,investor,35.0
golf,comedy_funny,150.0
golf,dating,17.0
golf,baking,14.0
golf,mobile_smartphone,17.0
golf,university,26.0
golf,rapper,66.0
golf,democrat,20.0
golf,jokes,68.0
golf,motorcycle,35.0
golf,gardening,25.0
golf,branding,99.0
golf,energy,44.0
golf,politics_news,157.0
golf,mac_iphone,28.0
golf,meditation,18.0
golf,college,113.0
golf,publishing_literature,10.0
golf,skateboarding,70.0
golf,agriculture,8.0
golf,insurance,139.0
golf,banking,75.0
golf,multimedia,7.0
golf,religion,19.0
golf,innovation,22.0
golf,developer,5.0
golf,racing,110.0
golf,highered,6.0
golf,nature,33.0
golf,marketing,148.0
golf,dental,7.0
golf,guitar,10.0
golf,management,30.0
golf,baseball,132.0
golf,drums,12.0
golf,realitytv,72.0
golf,rugby,182.0
golf,theatre_theater,1.0
golf,vegetarian,4.0
golf,running,26.0
golf,psychology_mentalhealth,12.0
golf,magazine,52.0
golf,anime,2.0
golf,hospitality,73.0
golf,documentary,8.0
golf,swimming,70.0
golf,cancer,67.0
golf,geography,10.0
golf,airlines_aviation,46.0
golf,fantasy,88.0
golf,weather,56.0
golf,neuroscience,1.0
golf,pregnancy,7.0
golf,sustainability_ecology,7.0
golf,basketball,301.0
golf,cycling,49.0
golf,tennis,238.0
golf,screenwriter,19.0
golf,beer,16.0
golf,exercise_fitness,110.0
golf,restaurant_dining,80.0
golf,nutrition,21.0
golf,jewish,11.0
golf,wrestling,21.0
golf,army_military_veteran,44.0
golf,construction,19.0
