name,keyword_found,centrality,retweets,all_retweets
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,2
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,1
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
Chem_Info,0,0.18,0,0
