tvshows_drama_actor_hollywood,220
tech,196
musician_singer,190
automotive,109
rapper,83
finance_economics,71
marketing,66
sport_football,65
ceo,64
politics_news,59
advertising,56
youtube,53
realitytv,52
beauty_fashion_shopping,46
comedy_funny,44
innovation,42
investor,37
airlines_aviation,37
blogs,36
mobile_smartphone,33
energy,32
tennis,32
magazine,28
racing,26
html,26
mac_iphone,24
publicrelations,22
restaurant_dining,22
peace,22
basketball,22
hockey,21
management,21
newspaper,19
democrat,19
gaming,18
humanrights_activism_justice,17
ipad,15
jokes,15
reporter,14
pharma,14
developer,13
skateboarding,12
director,11
branding,11
sustainability_ecology,11
cycling,11
climatechange,11
charity_philanthropy,10
photography,10
author,10
lesbian,9
astronomy_physics,9
skiing,8
buddhism,8
architecture,8
running,8
food_chef,8
chemistry,7
cinema,7
multimedia,6
banking,6
radio,6
trading,5
teaching,5
wrestling,5
golf,5
hospitality,5
geography,5
hacking,5
cancer,5
liberal,5
nature,5
flash,4
climbing,4
poverty,4
history,4
guitar,4
baseball,4
motorcycle,4
biology,3
philosophy,3
surfing,3
army_military_veteran,3
construction,3
wine,3
drums,3
exercise_fitness,3
baking,2
rugby,2
insurance,2
animation,2
jewish,2
nutrition,2
psychology_mentalhealth,2
publishing_literature,2
university,1
pregnancy,1
dance,1
filmfestival,1
poker,1
agriculture,1
realestate,1
etsy_handmade,1
engineering,1
neuroscience,1
documentary,1
islam,1
poetry,1
java,1
parenting,1
horror,1
astrology,1
comics,1
theatre_theater,1
magician,1
healthcare_medicine,1
jazz,1
career_employment,1
weather,1
