Name,Group1,Group2,Tie_number,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_volume_in,RT_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
shugairi,islam,investor,23.0,1,0.0298507462687,0.0149253731343,0.0149253731343,0.00967602463871,3.0,0,3.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.000796019900498,1.0,5.0,1.0,0,5.0,0,1.0,0,1.0,0,0,0
mkapor,islam,investor,23.0,1,0.363184079602,0.228855721393,0.134328358209,0.00132000936752,46.0,0,27.0,0,0.0995024875622,0.0547263681592,0.044776119403,0.000280653506774,18.0,14.0,18.0,0,14.0,0,41.0,3.0,41.0,0,3.0,0
DearMuslim,islam,investor,23.0,1,0.203980099502,0.0248756218905,0.179104477612,0.000800943652153,5.0,0,36.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
SunnahADay,islam,investor,23.0,1,0.0597014925373,0.0149253731343,0.044776119403,0.000152652969179,3.0,0,9.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,0,0,5.0,0
samiyusuf,islam,investor,23.0,1,0.0398009950249,0.0398009950249,0.0,0.0,8.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
fredwilson,islam,investor,23.0,2,0.532338308458,0.353233830846,0.179104477612,0.0759324600542,70.0,1.0,36.0,0,0.303482587065,0.203980099502,0.0995024875622,0.00600498784702,209.0,53.0,209.0,0,53.0,0,139.0,33.0,139.0,0,33.0,0
muslimvoices,islam,investor,23.0,2,0.248756218905,0.134328358209,0.114427860697,0.0137733397351,27.0,0,23.0,0,0.0348258706468,0.0298507462687,0.00497512437811,0.00359867330017,15.0,2.0,15.0,0,2.0,0,27.0,2.0,27.0,0,2.0,0
wili,islam,investor,23.0,1,0.0497512437811,0.0298507462687,0.0199004975124,0.00307271267399,5.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
FridayKhutbah,islam,investor,23.0,1,0.28855721393,0.0646766169154,0.223880597015,0.007764858514,13.0,0,45.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,12.0,0,0,12.0,0
SouthEastInvest,islam,investor,23.0,1,0.0248756218905,0.00995024875622,0.0149253731343,0.0,2.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
robhayes,islam,investor,23.0,1,0.388059701493,0.223880597015,0.164179104478,0.00152868867396,45.0,0,33.0,0,0.199004975124,0.0945273631841,0.10447761194,0.00105366636117,82.0,121.0,82.0,0,121.0,0,29.0,13.0,29.0,0,13.0,0
tazkirah,islam,investor,23.0,1,0.129353233831,0.0199004975124,0.109452736318,0.0572028996588,4.0,0,22.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
mattcohler,islam,investor,23.0,1,0.228855721393,0.189054726368,0.0398009950249,0.00207076982721,38.0,0,8.0,0,0.0248756218905,0.0149253731343,0.00995024875622,1.08485351023e-05,10.0,2.0,10.0,0,2.0,0,15.0,14.0,15.0,0,14.0,0
RTIslam,islam,investor,23.0,1,0.0199004975124,0.0199004975124,0.0,0.0,4.0,0,0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,1.0,6.0,1.0,0,6.0,0
msuster,islam,investor,23.0,1,0.52736318408,0.253731343284,0.273631840796,0.00541808452576,51.0,0,55.0,0,0.393034825871,0.233830845771,0.1592039801,0.0110236269454,302.0,126.0,302.0,0,126.0,0,42.0,12.0,42.0,0,12.0,0
annimaniac,islam,investor,23.0,1,0.308457711443,0.134328358209,0.174129353234,0.00106156493785,27.0,0,35.0,0,0.109452736318,0.0298507462687,0.0796019900498,0.000604891011162,7.0,35.0,7.0,0,35.0,0,23.0,18.0,23.0,0,18.0,0
GCTProperties,islam,investor,23.0,2,0.144278606965,0.0696517412935,0.0746268656716,0.0431106016897,10.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
dartthrowtrader,islam,investor,23.0,1,0.0348258706468,0.0149253731343,0.0199004975124,0.000165077100492,3.0,0,4.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
davidhornik,islam,investor,23.0,1,0.358208955224,0.233830845771,0.124378109453,0.019044971607,47.0,0,25.0,0,0.194029850746,0.089552238806,0.10447761194,0.00195115128566,48.0,53.0,48.0,0,53.0,0,14.0,1.0,14.0,0,1.0,0
hkanji,islam,investor,23.0,1,0.353233830846,0.044776119403,0.308457711443,0.00264356213247,9.0,0,62.0,0,0.0646766169154,0.0298507462687,0.0348258706468,6.77037851753e-05,20.0,11.0,20.0,0,11.0,0,5.0,112.0,5.0,0,112.0,0
AltMuslimah,islam,investor,23.0,1,0.154228855721,0.0746268656716,0.0796019900498,0.00099654376912,15.0,0,16.0,0,0.0248756218905,0.0149253731343,0.00995024875622,0.0018864013267,13.0,2.0,13.0,0,2.0,0,27.0,9.0,27.0,0,9.0,0
talkislam,islam,investor,23.0,1,0.089552238806,0.0796019900498,0.00995024875622,0.000227113840861,16.0,0,2.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.000974295190713,1.0,3.0,1.0,0,3.0,0,4.0,0,4.0,0,0,0
ceonyc,islam,investor,23.0,1,0.338308457711,0.174129353234,0.164179104478,0.00228388411265,35.0,0,33.0,0,0.243781094527,0.154228855721,0.089552238806,0.00261670204737,119.0,55.0,119.0,0,55.0,0,20.0,6.0,20.0,0,6.0,0
STEG343,islam,investor,23.0,1,0.0597014925373,0.0149253731343,0.044776119403,0.00356495744941,3.0,0,9.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
PerfectQuran,islam,investor,23.0,1,0.427860696517,0.044776119403,0.383084577114,0.0310790261461,9.0,0,77.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
karl,islam,investor,23.0,1,0.228855721393,0.0497512437811,0.179104477612,0.00263731690376,10.0,0,36.0,0,0.109452736318,0.0199004975124,0.089552238806,0.000310390544384,10.0,36.0,10.0,0,36.0,0,4.0,6.0,4.0,0,5.0,1.0
ayatquran,islam,investor,23.0,1,0.0199004975124,0.0199004975124,0.0,0.0,4.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,3.0,0,3.0,0,0,0,4.0,0,4.0,0,0,0
UmmahBuzz,islam,investor,23.0,1,0.164179104478,0.0945273631841,0.0696517412935,0.0100261512274,19.0,0,14.0,0,0.0199004975124,0.00497512437811,0.0149253731343,0.003407960199,2.0,3.0,2.0,0,3.0,0,10.0,0,10.0,0,0,0
assunnah,islam,investor,23.0,1,0.0248756218905,0.0149253731343,0.00995024875622,5.59701492537e-05,3.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
bhorowitz,islam,investor,23.0,1,0.194029850746,0.169154228856,0.0248756218905,9.69937502111e-05,34.0,0,5.0,0,0.044776119403,0.0398009950249,0.00497512437811,7.47472653567e-06,12.0,4.0,12.0,0,4.0,0,7.0,2.0,7.0,0,2.0,0
investinghead,islam,investor,23.0,1,0.0597014925373,0.0248756218905,0.0348258706468,0.00870714136065,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
wom_in_islam,islam,investor,23.0,1,0.248756218905,0.0796019900498,0.169154228856,0.00313884975669,16.0,0,34.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
altgate,islam,investor,23.0,1,0.223880597015,0.0646766169154,0.1592039801,0.00711273201101,12.0,1.0,32.0,0,0.134328358209,0.0248756218905,0.109452736318,0.000372513303839,11.0,121.0,11.0,0,121.0,0,15.0,28.0,15.0,0,28.0,0
BrinsJohn,islam,investor,23.0,1,0.0199004975124,0.00995024875622,0.00995024875622,2.48756218905e-05,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
KickAssRE,islam,investor,23.0,2,0.139303482587,0.0646766169154,0.0746268656716,0.078507107854,10.0,3.0,11.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
paulg,islam,investor,23.0,1,0.333333333333,0.278606965174,0.0547263681592,0.0061537163932,56.0,0,11.0,0,0.044776119403,0.044776119403,0.0,0.0,13.0,0,13.0,0,0,0,34.0,0,34.0,0,0,0
TheMuslimGuy,islam,investor,23.0,1,0.0597014925373,0.0547263681592,0.00497512437811,1.77683013504e-06,11.0,0,1.0,0,0.00995024875622,0.00995024875622,0.0,0.0,3.0,0,3.0,0,0,0,18.0,0,18.0,0,0,0
salman_alodah,islam,investor,23.0,1,0.0348258706468,0.0248756218905,0.00995024875622,0.00500567243517,5.0,0,2.0,0,0.0199004975124,0.0199004975124,0.0,0.0,5.0,0,5.0,0,0,0,7.0,0,7.0,0,0,0
jihadwatchRS,islam,investor,23.0,1,0.00995024875622,0.0,0.00995024875622,0.0,0,0,2.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.00166666666667,6.0,24.0,6.0,0,24.0,0,0,0,0,0,0,0
TeladanRasul,islam,investor,23.0,1,0.044776119403,0.00995024875622,0.0348258706468,0.000187383494913,2.0,0,7.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,1.0,0,0,1.0,0
HighlandCapital,islam,investor,23.0,1,0.0298507462687,0.0298507462687,0.0,0.0,6.0,0,0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,2.0,0,2.0,0,0,0
firstround,islam,investor,23.0,1,0.189054726368,0.1592039801,0.0298507462687,0.00797146988516,32.0,0,6.0,0,0.089552238806,0.0696517412935,0.0199004975124,4.8521476776e-05,130.0,9.0,130.0,0,9.0,0,60.0,36.0,60.0,0,36.0,0
Borthwick,islam,investor,23.0,2,0.363184079602,0.223880597015,0.139303482587,0.0173882932938,45.0,0,28.0,0,0.0995024875622,0.0298507462687,0.0696517412935,0.00187485957156,11.0,26.0,11.0,0,26.0,0,41.0,7.0,41.0,0,7.0,0
GreylockVC,islam,investor,23.0,1,0.208955223881,0.0646766169154,0.144278606965,0.000290038306143,13.0,0,29.0,0,0.0199004975124,0.00497512437811,0.0149253731343,8.29187396352e-06,1.0,31.0,1.0,0,31.0,0,19.0,18.0,19.0,0,18.0,0
MuslimCharacter,islam,investor,23.0,1,0.213930348259,0.044776119403,0.169154228856,0.00945178315007,9.0,0,34.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,0,3.0,0,0,0
CaraMuhammad,islam,investor,23.0,1,0.0149253731343,0.00497512437811,0.00995024875622,0.00117179452879,1.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
daslee,islam,investor,23.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.10447761194,0.10447761194,0.0,0.0,75.0,0,75.0,0,0,0,0,0,0,0,0,0
muslimgirls,islam,investor,23.0,1,0.194029850746,0.0398009950249,0.154228855721,0.00404719813026,8.0,0,31.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,4.0,0,0,4.0,0
robgo,islam,investor,23.0,1,0.323383084577,0.134328358209,0.189054726368,0.000711562205051,27.0,0,38.0,0,0.273631840796,0.124378109453,0.149253731343,0.00494781986443,70.0,228.0,70.0,0,228.0,0,40.0,63.0,40.0,0,63.0,0
ummahfilms,islam,investor,23.0,1,0.154228855721,0.154228855721,0.0,0.0,31.0,0,0,0,0.0149253731343,0.00995024875622,0.00497512437811,0.00370646766169,3.0,1.0,3.0,0,1.0,0,8.0,0,8.0,0,0,0
rabois,islam,investor,23.0,1,0.323383084577,0.199004975124,0.124378109453,0.00202203676838,40.0,0,25.0,0,0.228855721393,0.129353233831,0.0995024875622,0.00797517164742,174.0,91.0,174.0,0,91.0,0,11.0,224.0,11.0,0,224.0,0
ycombinator,islam,investor,23.0,1,0.1592039801,0.139303482587,0.0199004975124,8.49582009235e-05,28.0,0,4.0,0,0.044776119403,0.044776119403,0.0,0.0,13.0,0,13.0,0,0,0,11.0,6.0,11.0,0,6.0,0
sacca,islam,investor,23.0,2,0.442786069652,0.298507462687,0.144278606965,0.0295970848541,56.0,4.0,29.0,0,0.303482587065,0.199004975124,0.10447761194,0.00533532083231,311.0,120.0,311.0,0,120.0,0,50.0,60.0,50.0,0,60.0,0
bryce,islam,investor,23.0,1,0.422885572139,0.233830845771,0.189054726368,0.00166918181248,47.0,0,38.0,0,0.333333333333,0.169154228856,0.164179104478,0.00736919599138,206.0,156.0,206.0,0,156.0,0,77.0,6.0,77.0,0,6.0,0
ManuKumar,islam,investor,23.0,1,0.402985074627,0.119402985075,0.283582089552,0.00621413471181,24.0,0,57.0,0,0.238805970149,0.0796019900498,0.1592039801,0.00573866084255,33.0,112.0,33.0,0,112.0,0,28.0,41.0,28.0,0,41.0,0
joshuahamm,islam,investor,23.0,1,0.0497512437811,0.0248756218905,0.0248756218905,0.00676305793301,5.0,0,5.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
sahabatalaqsha,islam,investor,23.0,1,0.0149253731343,0.00995024875622,0.00497512437811,0.00143859319943,2.0,0,1.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
bgurley,islam,investor,23.0,1,0.313432835821,0.243781094527,0.0696517412935,0.00364005781297,49.0,0,14.0,0,0.119402985075,0.0845771144279,0.0348258706468,0.00249381264679,28.0,11.0,28.0,0,11.0,0,66.0,51.0,66.0,0,51.0,0
MuslimAdNetwork,islam,investor,23.0,1,0.333333333333,0.129353233831,0.203980099502,0.0954291573754,25.0,1.0,38.0,3.0,0.0199004975124,0.00497512437811,0.0149253731343,0.000431177446103,1.0,3.0,1.0,0,3.0,0,0,3.0,0,0,3.0,0
DailyHadith,islam,investor,23.0,1,0.0597014925373,0.0597014925373,0.0,0.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
alanwarms,islam,investor,23.0,1,0.218905472637,0.0348258706468,0.18407960199,0.019534868807,7.0,0,37.0,0,0.0945273631841,0.0248756218905,0.0696517412935,0.000168873734646,7.0,103.0,7.0,0,103.0,0,2.0,23.0,2.0,0,23.0,0
MaherZain,islam,investor,23.0,1,0.0845771144279,0.0398009950249,0.044776119403,0.0158206454079,8.0,0,9.0,0,0.0248756218905,0.0248756218905,0.0,0.0,9.0,0,9.0,0,0,0,5.0,2.0,5.0,0,2.0,0
quixotic,islam,investor,23.0,2,0.442786069652,0.273631840796,0.169154228856,0.00328885837351,55.0,0,34.0,0,0.044776119403,0.044776119403,0.0,0.0,41.0,0,41.0,0,0,0,25.0,14.0,25.0,0,14.0,0
FarazRabbani,islam,investor,23.0,1,0.273631840796,0.119402985075,0.154228855721,0.0460532725008,24.0,0,31.0,0,0.0248756218905,0.00995024875622,0.0149253731343,0.0010447761194,2.0,5.0,2.0,0,5.0,0,7.0,90.0,7.0,0,90.0,0
ryanspoon,islam,investor,23.0,1,0.412935323383,0.089552238806,0.323383084577,0.0361324697036,17.0,1.0,65.0,0,0.149253731343,0.0547263681592,0.0945273631841,0.000426731293553,75.0,143.0,75.0,0,143.0,0,28.0,11.0,28.0,0,11.0,0
altmuslim,islam,investor,23.0,2,0.0746268656716,0.0746268656716,0.0,0.0,15.0,0,0,0,0.0199004975124,0.0199004975124,0.0,0.0,15.0,0,15.0,0,0,0,14.0,0,14.0,0,0,0
grubstreetny,food_chef,insurance,24.0,2,0.625,0.245,0.38,0.013340858735,49.0,0,76.0,0,0.095,0.075,0.02,0.000787864623574,20.0,4.0,20.0,0,4.0,0,59.0,13.0,59.0,0,13.0,0
FriendsEAT,food_chef,insurance,24.0,1,0.3,0.085,0.215,0.0156255222053,14.0,3.0,40.0,3.0,0.095,0.005,0.09,0.000270912503716,2.0,59.0,2.0,0,59.0,0,1.0,4.0,1.0,0,4.0,0
hmriskgroup,food_chef,insurance,24.0,1,0.575,0.25,0.325,0.00719267999785,50.0,0,65.0,0,0.22,0.095,0.125,0.0193468029528,121.0,151.0,121.0,0,151.0,0,8.0,30.0,8.0,0,30.0,0
PCIAA,food_chef,insurance,24.0,1,0.31,0.205,0.105,0.00247742354846,41.0,0,21.0,0,0.01,0.01,0.0,0.0,2.0,0,2.0,0,0,0,4.0,10.0,4.0,0,10.0,0
Safecoinsurance,food_chef,insurance,24.0,1,0.13,0.095,0.035,0.000111940396605,19.0,0,7.0,0,0.01,0.005,0.005,0.0,1.0,2.0,1.0,0,2.0,0,1.0,1.0,1.0,0,1.0,0
ClearRisk,food_chef,insurance,24.0,1,0.71,0.23,0.48,0.0137950154637,46.0,0,96.0,0,0.105,0.06,0.045,0.00280030095347,44.0,49.0,44.0,0,49.0,0,13.0,51.0,13.0,0,51.0,0
FrankBruni,food_chef,insurance,24.0,1,0.315,0.255,0.06,0.000307144345523,51.0,0,12.0,0,0.115,0.07,0.045,0.00191140937292,20.0,16.0,20.0,0,16.0,0,34.0,7.0,34.0,0,7.0,0
McMahonAgency,food_chef,insurance,24.0,1,0.38,0.165,0.215,0.00310448359528,33.0,0,43.0,0,0.06,0.03,0.03,0.0104595462866,17.0,26.0,17.0,0,26.0,0,4.0,7.0,4.0,0,7.0,0
PostOnline,food_chef,insurance,24.0,1,0.125,0.11,0.015,0.00498927498579,22.0,0,3.0,0,0.01,0.01,0.0,0.0,2.0,0,2.0,0,0,0,3.0,0,3.0,0,0,0
reinsurancegirl,food_chef,insurance,24.0,1,0.71,0.295,0.415,0.00824473963152,59.0,0,83.0,0,0.245,0.095,0.15,0.0525834677576,184.0,217.0,184.0,0,217.0,0,106.0,76.0,106.0,0,76.0,0
HuffPostFood,food_chef,insurance,24.0,1,0.515,0.165,0.35,0.0050046518957,32.0,1.0,70.0,0,0.08,0.03,0.05,0.00469409332419,11.0,15.0,11.0,0,15.0,0,59.0,33.0,59.0,0,33.0,0
LexingtonInsure,food_chef,insurance,24.0,1,0.34,0.15,0.19,0.00176750107059,30.0,0,37.0,1.0,0.01,0.0,0.01,0.0,0,5.0,0,0,5.0,0,1.0,5.0,1.0,0,5.0,0
eatocracy,food_chef,insurance,24.0,1,0.585,0.215,0.37,0.00572433717387,43.0,0,74.0,0,0.14,0.04,0.1,0.00356086236321,11.0,24.0,11.0,0,24.0,0,44.0,6.0,44.0,0,6.0,0
LAWeeklyFood,food_chef,insurance,24.0,1,0.39,0.145,0.245,0.00119338375259,29.0,0,49.0,0,0.05,0.035,0.015,0.000248622464955,18.0,4.0,18.0,0,4.0,0,44.0,4.0,44.0,0,4.0,0
edlevine,food_chef,insurance,24.0,1,0.26,0.225,0.035,0.00029527445957,45.0,0,7.0,0,0.075,0.045,0.03,0.000354697848299,38.0,8.0,38.0,0,8.0,0,2.0,1.0,2.0,0,1.0,0
TRV_Insurance,food_chef,insurance,24.0,1,0.25,0.205,0.045,0.000387923362586,41.0,0,9.0,0,0.04,0.025,0.015,0.00279943247543,5.0,3.0,5.0,0,3.0,0,6.0,3.0,6.0,0,3.0,0
slashfood,food_chef,insurance,24.0,2,0.685,0.22,0.465,0.0121211967366,44.0,0,93.0,0,0.085,0.025,0.06,0.00108331336606,5.0,16.0,5.0,0,16.0,0,25.0,23.0,25.0,0,23.0,0
InsuranceMHQ,food_chef,insurance,24.0,1,0.6,0.2,0.4,0.0082261256296,40.0,0,79.0,1.0,0.2,0.07,0.13,0.0301178927248,67.0,150.0,67.0,0,150.0,0,10.0,24.0,10.0,0,24.0,0
Rick_Bayless,food_chef,insurance,24.0,3,0.37,0.28,0.09,0.00290792880833,56.0,0,18.0,0,0.1,0.095,0.005,0.000682976559447,35.0,1.0,35.0,0,1.0,0,19.0,2.0,19.0,0,2.0,0
Mariobatali,food_chef,insurance,24.0,1,0.435,0.255,0.18,0.00402845305677,50.0,1.0,36.0,0,0.195,0.125,0.07,0.0365407545385,139.0,26.0,138.0,1.0,26.0,0,20.0,16.0,20.0,0,16.0,0
GEICO,food_chef,insurance,24.0,1,0.11,0.085,0.025,5.07721569831e-05,17.0,0,5.0,0,0.015,0.01,0.005,8.37520938023e-06,2.0,1.0,2.0,0,1.0,0,2.0,0,2.0,0,0,0
GaelGreene,food_chef,insurance,24.0,1,0.315,0.23,0.085,0.000461569846812,46.0,0,17.0,0,0.075,0.03,0.045,0.000934373762386,6.0,18.0,6.0,0,18.0,0,20.0,21.0,20.0,0,21.0,0
MyLastBite,food_chef,insurance,24.0,1,0.35,0.2,0.15,0.00346845987018,40.0,0,30.0,0,0.195,0.075,0.12,0.00684880002212,66.0,65.0,66.0,0,65.0,0,10.0,215.0,10.0,0,215.0,0
StateFarm,food_chef,insurance,24.0,1,0.345,0.235,0.11,0.0110774661797,45.0,2.0,22.0,0,0.05,0.045,0.005,0.00155778894472,33.0,1.0,33.0,0,1.0,0,4.0,17.0,4.0,0,17.0,0
TheBentonAgency,food_chef,insurance,24.0,1,0.175,0.095,0.08,0.000254911206248,19.0,0,16.0,0,0.015,0.005,0.01,0.0,1.0,6.0,1.0,0,6.0,0,0,0,0,0,0,0
MCIns,food_chef,insurance,24.0,1,0.375,0.135,0.24,0.00226842399549,27.0,0,48.0,0,0.095,0.035,0.06,0.0112318277762,13.0,27.0,13.0,0,27.0,0,2.0,3.0,2.0,0,3.0,0
MarcusCooks,food_chef,insurance,24.0,1,0.35,0.18,0.17,0.00101464565845,36.0,0,34.0,0,0.18,0.095,0.085,0.00483644439681,52.0,40.0,52.0,0,40.0,0,31.0,6.0,31.0,0,6.0,0
norecipes,food_chef,insurance,24.0,1,0.275,0.13,0.145,0.0147648935116,25.0,1.0,28.0,1.0,0.08,0.015,0.065,0.000302625801335,6.0,45.0,6.0,0,45.0,0,3.0,3.0,3.0,0,3.0,0
WestfieldIns,food_chef,insurance,24.0,1,0.31,0.165,0.145,0.000627297930368,33.0,0,29.0,0,0.025,0.02,0.005,1.6152189519e-05,5.0,2.0,5.0,0,2.0,0,13.0,0,13.0,0,0,0
Progressive,food_chef,insurance,24.0,1,0.46,0.24,0.22,0.0543177688796,46.0,2.0,41.0,3.0,0.025,0.015,0.01,0.00601968174204,3.0,2.0,3.0,0,2.0,0,1.0,1.0,1.0,0,1.0,0
thefoodnetwork,food_chef,insurance,24.0,1,0.145,0.115,0.03,0.00030095528562,23.0,0,6.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
UKInsurance,food_chef,insurance,24.0,1,0.205,0.125,0.08,0.000428131418272,25.0,0,16.0,0,0.02,0.015,0.005,1.88442211055e-05,8.0,1.0,8.0,0,1.0,0,2.0,0,2.0,0,0,0
ChopTedAllen,food_chef,insurance,24.0,1,0.215,0.145,0.07,0.000199813008711,29.0,0,14.0,0,0.05,0.02,0.03,7.80114985517e-05,8.0,7.0,8.0,0,7.0,0,13.0,0,13.0,0,0,0
ruthreichl,food_chef,insurance,24.0,1,0.455,0.335,0.12,0.0016474488627,67.0,0,24.0,0,0.22,0.12,0.1,0.00735013879586,59.0,74.0,59.0,0,74.0,0,77.0,10.0,77.0,0,10.0,0
EatonCompliance,food_chef,insurance,24.0,1,0.485,0.255,0.23,0.00347945832342,51.0,0,46.0,0,0.045,0.01,0.035,0.00175972591717,9.0,19.0,9.0,0,19.0,0,2.0,2.0,2.0,0,2.0,0
fandw,food_chef,insurance,24.0,4,0.53,0.26,0.27,0.0111961565156,51.0,1.0,54.0,0,0.15,0.105,0.045,0.0042752694434,69.0,15.0,69.0,0,15.0,0,82.0,89.0,82.0,0,89.0,0
InsHeadlines,food_chef,insurance,24.0,1,0.35,0.16,0.19,0.00121398570787,32.0,0,38.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
RachaelRayShow,food_chef,insurance,24.0,1,0.185,0.08,0.105,0.00104857575672,16.0,0,21.0,0,0.06,0.025,0.035,0.000669116554943,8.0,47.0,8.0,0,47.0,0,12.0,271.0,12.0,0,271.0,0
RyanHanley_Com,food_chef,insurance,24.0,1,0.545,0.26,0.285,0.00537838913662,52.0,0,57.0,0,0.055,0.02,0.035,0.038691276993,10.0,25.0,10.0,0,24.0,1.0,11.0,10.0,11.0,0,10.0,0
NJ_Insurance,food_chef,insurance,24.0,1,0.165,0.115,0.05,0.000420235617755,23.0,0,10.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
bittman,food_chef,insurance,24.0,3,0.3,0.3,0.0,0.0,59.0,1.0,0,0,0.115,0.1,0.015,0.00105607250978,48.0,7.0,48.0,0,7.0,0,36.0,1.0,36.0,0,1.0,0
PadmaLakshmi,food_chef,insurance,24.0,2,0.2,0.16,0.04,0.000343632631429,31.0,1.0,8.0,0,0.045,0.03,0.015,0.000152166068505,16.0,3.0,16.0,0,3.0,0,13.0,7.0,13.0,0,7.0,0
foodgawker,food_chef,insurance,24.0,1,0.21,0.09,0.12,0.000364882660721,18.0,0,24.0,0,0.04,0.02,0.02,0.000122998760499,6.0,8.0,6.0,0,8.0,0,1.0,0,1.0,0,0,0
bayareabites,food_chef,insurance,24.0,1,0.61,0.135,0.475,0.00518202144217,27.0,0,95.0,0,0.065,0.015,0.05,0.000296990202404,3.0,18.0,3.0,0,18.0,0,14.0,19.0,14.0,0,19.0,0
guarnaschelli,food_chef,insurance,24.0,1,0.145,0.11,0.035,0.00020640206753,22.0,0,7.0,0,0.135,0.075,0.06,0.00620382948213,144.0,145.0,144.0,0,145.0,0,10.0,27.0,10.0,0,27.0,0
LloydsofLondon,food_chef,insurance,24.0,1,0.29,0.13,0.16,0.000636964545866,26.0,0,32.0,0,0.035,0.03,0.005,0.00449748743719,11.0,1.0,11.0,0,1.0,0,42.0,7.0,42.0,0,7.0,0
WhiteOnRice,food_chef,insurance,24.0,1,0.225,0.135,0.09,0.000359122557997,27.0,0,18.0,0,0.155,0.065,0.09,0.00574505228536,64.0,92.0,64.0,0,92.0,0,8.0,1.0,8.0,0,1.0,0
reactionsnet,food_chef,insurance,24.0,1,0.575,0.23,0.345,0.00755309641105,46.0,0,69.0,0,0.15,0.055,0.095,0.00516142915971,72.0,64.0,72.0,0,64.0,0,25.0,196.0,25.0,0,196.0,0
CookingChannel,food_chef,insurance,24.0,1,0.305,0.155,0.15,0.00140678187142,31.0,0,30.0,0,0.08,0.035,0.045,0.00158256955926,22.0,14.0,22.0,0,14.0,0,148.0,28.0,148.0,0,28.0,0
InsurancePaper,food_chef,insurance,24.0,1,0.335,0.18,0.155,0.00147252800638,36.0,0,31.0,0,0.06,0.015,0.045,0.000412821684178,5.0,23.0,5.0,0,23.0,0,2.0,0,2.0,0,0,0
kogibbq,food_chef,insurance,24.0,2,0.1,0.08,0.02,0.000496832903607,15.0,1.0,4.0,0,0.025,0.02,0.005,1.48338991452e-05,4.0,2.0,4.0,0,2.0,0,0,0,0,0,0,0
SweetTartelette,food_chef,insurance,24.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.02,0.02,0.0,0.0,21.0,0,21.0,0,0,0,0,0,0,0,0,0
