Name,Group1,Group2,Tie_number,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_volume_in,RT_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
pjhyett,musician_singer,ruby,3.0,1,0.422885572139,0.268656716418,0.154228855721,0.00142139165144,54.0,0,31.0,0,0.373134328358,0.174129353234,0.199004975124,0.00131127368285,146.0,208.0,146.0,0,208.0,0,20.0,4.0,20.0,0,4.0,0
defunkt,musician_singer,ruby,3.0,3,0.756218905473,0.338308457711,0.417910447761,0.0233309001746,68.0,0,83.0,1.0,0.452736318408,0.238805970149,0.213930348259,0.00259144815172,414.0,218.0,414.0,0,218.0,0,95.0,30.0,95.0,0,30.0,0
qrush,musician_singer,ruby,3.0,1,0.671641791045,0.283582089552,0.388059701493,0.0142183764578,57.0,0,78.0,0,0.587064676617,0.303482587065,0.283582089552,0.00866052813419,462.0,283.0,462.0,0,283.0,0,46.0,77.0,46.0,0,77.0,0
aslak_hellesoy,musician_singer,ruby,3.0,1,0.363184079602,0.189054726368,0.174129353234,0.00206869536749,38.0,0,35.0,0,0.283582089552,0.0945273631841,0.189054726368,0.000690031771585,47.0,88.0,47.0,0,88.0,0,15.0,4.0,15.0,0,4.0,0
thelittleidiot,musician_singer,ruby,3.0,1,0.0348258706468,0.0348258706468,0.0,0.0,6.0,1.0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0
30SECONDSTOMARS,musician_singer,ruby,3.0,1,0.0199004975124,0.00995024875622,0.00995024875622,0.000239592635115,2.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,27.0,0,27.0,0,0,0
bryanl,musician_singer,ruby,3.0,1,0.606965174129,0.213930348259,0.393034825871,0.00872641078005,43.0,0,79.0,0,0.502487562189,0.243781094527,0.258706467662,0.00369039849818,376.0,290.0,376.0,0,290.0,0,35.0,30.0,35.0,0,30.0,0
evanphx,musician_singer,ruby,3.0,1,0.522388059701,0.283582089552,0.238805970149,0.00586570702142,57.0,0,48.0,0,0.587064676617,0.303482587065,0.283582089552,0.00820406302715,616.0,921.0,616.0,0,921.0,0,40.0,26.0,40.0,0,26.0,0
ricky_martin,musician_singer,ruby,3.0,1,0.0547263681592,0.0298507462687,0.0248756218905,0.00190520423977,6.0,0,5.0,0,0.0149253731343,0.0,0.0149253731343,0.0,0,3.0,0,0,3.0,0,0,0,0,0,0,0
MariahCarey,musician_singer,ruby,3.0,1,0.0497512437811,0.0348258706468,0.0149253731343,0.00082227730626,7.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
svenfuchs,musician_singer,ruby,3.0,1,0.487562189055,0.1592039801,0.328358208955,0.00566817836996,32.0,0,65.0,1.0,0.417910447761,0.174129353234,0.243781094527,0.00393452543817,149.0,332.0,149.0,0,332.0,0,26.0,21.0,26.0,0,21.0,0
collective_soul,musician_singer,ruby,3.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
jonforeman,musician_singer,ruby,3.0,1,0.0696517412935,0.0199004975124,0.0497512437811,0.00488969504057,4.0,0,10.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,5.0,0,0,5.0,0,28.0,10.0,28.0,0,10.0,0
IndianGuru,musician_singer,ruby,3.0,1,0.477611940299,0.0696517412935,0.407960199005,0.00284857187089,14.0,0,82.0,0,0.134328358209,0.0547263681592,0.0796019900498,0.00336464602944,24.0,52.0,24.0,0,52.0,0,17.0,6.0,17.0,0,6.0,0
Billy,musician_singer,ruby,3.0,1,0.0248756218905,0.0199004975124,0.00497512437811,0.000609930780535,4.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
hcatlin,musician_singer,ruby,3.0,1,0.278606965174,0.129353233831,0.149253731343,0.000481232683549,26.0,0,30.0,0,0.189054726368,0.0746268656716,0.114427860697,0.000288861436115,60.0,118.0,60.0,0,118.0,0,15.0,10.0,15.0,0,10.0,0
okgo,musician_singer,ruby,3.0,1,0.0248756218905,0.0199004975124,0.00497512437811,2.93830396486e-05,3.0,1.0,1.0,0,0.00995024875622,0.00995024875622,0.0,0.0,9.0,0,2.0,7.0,0,0,0,0,0,0,0,0
petewentz,musician_singer,ruby,3.0,1,0.154228855721,0.0746268656716,0.0796019900498,0.033286113301,15.0,0,16.0,0,0.0497512437811,0.0497512437811,0.0,0.0,56.0,0,56.0,0,0,0,0,7.0,0,0,7.0,0
tenderlove,musician_singer,ruby,3.0,1,0.547263681592,0.318407960199,0.228855721393,0.00416046023318,64.0,0,46.0,0,0.592039800995,0.353233830846,0.238805970149,0.00451246164777,1344.0,415.0,1344.0,0,415.0,0,69.0,75.0,69.0,0,75.0,0
ThisIsRobThomas,musician_singer,ruby,3.0,1,0.114427860697,0.0547263681592,0.0597014925373,0.0131470323161,11.0,0,12.0,0,0.0348258706468,0.0298507462687,0.00497512437811,0.00399286421776,13.0,2.0,13.0,0,2.0,0,1.0,0,1.0,0,0,0
macournoyer,musician_singer,ruby,3.0,1,0.338308457711,0.1592039801,0.179104477612,0.00115767308766,32.0,0,36.0,0,0.233830845771,0.0995024875622,0.134328358209,0.0006454775727,75.0,154.0,75.0,0,154.0,0,25.0,9.0,25.0,0,9.0,0
katyperry,musician_singer,ruby,3.0,2,0.139303482587,0.0945273631841,0.044776119403,0.013201387981,19.0,0,9.0,0,0.0398009950249,0.0348258706468,0.00497512437811,0.000199004975124,12.0,1.0,12.0,0,1.0,0,0,0,0,0,0,0
arcadefire,musician_singer,ruby,3.0,1,0.0248756218905,0.0248756218905,0.0,0.0,4.0,1.0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0
adamlambert,musician_singer,ruby,3.0,2,0.174129353234,0.0547263681592,0.119402985075,0.0249713883301,11.0,0,24.0,0,0.0149253731343,0.00995024875622,0.00497512437811,2.48756218905e-05,2.0,1.0,2.0,0,1.0,0,1.0,0,1.0,0,0,0
topfunky,musician_singer,ruby,3.0,1,0.820895522388,0.373134328358,0.44776119403,0.0215643550482,75.0,0,90.0,0,0.562189054726,0.248756218905,0.313432835821,0.0043745151197,167.0,269.0,167.0,0,269.0,0,80.0,6.0,80.0,0,6.0,0
adamlevine,musician_singer,ruby,3.0,1,0.169154228856,0.0497512437811,0.119402985075,0.0167471379366,10.0,0,24.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.0,3.0,5.0,0,3.0,0
ladyantebellum,musician_singer,ruby,3.0,1,0.10447761194,0.0497512437811,0.0547263681592,0.0104963695784,10.0,0,11.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,3.0,0,0,3.0,0,0,0,0,0,0,0
ultrasaurus,musician_singer,ruby,3.0,1,0.268656716418,0.134328358209,0.134328358209,0.0010205795215,27.0,0,27.0,0,0.28855721393,0.114427860697,0.174129353234,0.00219627931676,71.0,166.0,71.0,0,165.0,1.0,40.0,33.0,40.0,0,33.0,0
patmaddox,musician_singer,ruby,3.0,1,0.363184079602,0.1592039801,0.203980099502,0.000798041575828,32.0,0,41.0,0,0.358208955224,0.174129353234,0.18407960199,0.00132633185085,199.0,304.0,199.0,0,304.0,0,33.0,5.0,33.0,0,5.0,0
BenFolds,musician_singer,ruby,3.0,2,0.0646766169154,0.0497512437811,0.0149253731343,0.0176945922329,8.0,2.0,3.0,0,0.0497512437811,0.0199004975124,0.0298507462687,0.0395914392258,12.0,31.0,8.0,4.0,31.0,0,9.0,6.0,9.0,0,6.0,0
trohman,musician_singer,ruby,3.0,1,0.0298507462687,0.0149253731343,0.0149253731343,0.00681397618834,3.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
mtodd,musician_singer,ruby,3.0,1,0.582089552239,0.144278606965,0.437810945274,0.0301557937286,29.0,0,85.0,3.0,0.303482587065,0.0995024875622,0.203980099502,0.00368513403455,79.0,177.0,79.0,0,176.0,1.0,7.0,127.0,7.0,0,127.0,0
DaveJMatthews,musician_singer,ruby,3.0,1,0.0298507462687,0.0298507462687,0.0,0.0,6.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
mathie,musician_singer,ruby,3.0,1,0.363184079602,0.109452736318,0.253731343284,0.00183508481326,22.0,0,51.0,0,0.149253731343,0.10447761194,0.044776119403,0.000179667209981,80.0,15.0,80.0,0,15.0,0,0,11.0,0,0,11.0,0
thesonicyouth,musician_singer,ruby,3.0,1,0.00995024875622,0.00497512437811,0.00497512437811,9.01741293532e-05,1.0,0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
bmizerany,musician_singer,ruby,3.0,1,0.467661691542,0.199004975124,0.268656716418,0.00646904666781,40.0,0,54.0,0,0.373134328358,0.179104477612,0.194029850746,0.0047957159187,125.0,430.0,125.0,0,430.0,0,30.0,37.0,30.0,0,37.0,0
michellebranch,musician_singer,ruby,3.0,1,0.144278606965,0.0298507462687,0.114427860697,0.00733998377856,6.0,0,23.0,0,0.0497512437811,0.0199004975124,0.0298507462687,0.0221265387673,9.0,8.0,9.0,0,8.0,0,1.0,10.0,1.0,0,10.0,0
rubyconf,musician_singer,ruby,3.0,1,0.258706467662,0.213930348259,0.044776119403,0.000526259561464,43.0,0,9.0,0,0.0597014925373,0.0497512437811,0.00995024875622,2.22139763953e-05,14.0,2.0,14.0,0,2.0,0,77.0,3.0,77.0,0,3.0,0
rubinius,musician_singer,ruby,3.0,1,0.303482587065,0.10447761194,0.199004975124,0.000767188180826,21.0,0,40.0,0,0.119402985075,0.0597014925373,0.0597014925373,3.93688201854e-05,58.0,26.0,58.0,0,26.0,0,69.0,26.0,69.0,0,26.0,0
chacon,musician_singer,ruby,3.0,1,0.487562189055,0.26368159204,0.223880597015,0.00597170767248,53.0,0,45.0,0,0.278606965174,0.144278606965,0.134328358209,0.0005511002122,106.0,75.0,106.0,0,75.0,0,22.0,1.0,22.0,0,1.0,0
PaulMcCartney,musician_singer,ruby,3.0,1,0.0248756218905,0.0248756218905,0.0,0.0,4.0,1.0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
joedamato,musician_singer,ruby,3.0,1,0.208955223881,0.119402985075,0.089552238806,0.000349350711091,24.0,0,18.0,0,0.228855721393,0.124378109453,0.10447761194,0.000321505522066,324.0,211.0,324.0,0,211.0,0,26.0,34.0,26.0,0,34.0,0
thoughtbot,musician_singer,ruby,3.0,1,0.328358208955,0.0995024875622,0.228855721393,0.000572427388682,20.0,0,46.0,0,0.154228855721,0.0796019900498,0.0746268656716,0.000291205150189,30.0,26.0,30.0,0,26.0,0,62.0,5.0,62.0,0,5.0,0
joshpeek,musician_singer,ruby,3.0,1,0.278606965174,0.208955223881,0.0696517412935,0.0402034719885,41.0,1.0,14.0,0,0.328358208955,0.149253731343,0.179104477612,0.00158930933767,124.0,195.0,124.0,0,195.0,0,9.0,2.0,9.0,0,2.0,0
foofighters,musician_singer,ruby,3.0,1,0.0547263681592,0.044776119403,0.00995024875622,0.046887854941,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
jseifer,musician_singer,ruby,3.0,1,0.462686567164,0.194029850746,0.268656716418,0.0021070721042,39.0,0,54.0,0,0.348258706468,0.10447761194,0.243781094527,0.000838443267011,87.0,380.0,87.0,0,380.0,0,17.0,0,17.0,0,0,0
radiohead,musician_singer,ruby,3.0,1,0.0149253731343,0.0149253731343,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
chriscornell,musician_singer,ruby,3.0,1,0.109452736318,0.0597014925373,0.0497512437811,0.0380613222252,12.0,0,10.0,0,0.0149253731343,0.0,0.0149253731343,0.0,0,11.0,0,0,11.0,0,1.0,0,1.0,0,0,0
shakira,musician_singer,ruby,3.0,1,0.0348258706468,0.0199004975124,0.0149253731343,0.000493546079132,4.0,0,3.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,1.0,0,1.0,0,0,0
jeweljk,musician_singer,ruby,3.0,1,0.0845771144279,0.0199004975124,0.0646766169154,0.00828663713396,4.0,0,13.0,0,0.0199004975124,0.0149253731343,0.00497512437811,0.000360696517413,7.0,4.0,7.0,0,4.0,0,2.0,1.0,2.0,0,1.0,0
markhoppus,musician_singer,ruby,3.0,1,0.0497512437811,0.044776119403,0.00497512437811,0.000456117020765,9.0,0,1.0,0,0.0149253731343,0.00995024875622,0.00497512437811,1.24378109453e-05,2.0,30.0,2.0,0,30.0,0,3.0,0,3.0,0,0,0
joshgroban,musician_singer,ruby,3.0,1,0.0845771144279,0.044776119403,0.0398009950249,0.0414197137325,9.0,0,8.0,0,0.0248756218905,0.00497512437811,0.0199004975124,0.00273756218905,6.0,13.0,6.0,0,13.0,0,3.0,1.0,3.0,0,1.0,0
jimmyeatworld,musician_singer,ruby,3.0,1,0.0497512437811,0.0348258706468,0.0149253731343,0.00250301932303,7.0,0,3.0,0,0.0248756218905,0.00497512437811,0.0199004975124,0.000149253731343,2.0,5.0,2.0,0,5.0,0,0,0,0,0,0,0
maroon5,musician_singer,ruby,3.0,1,0.0547263681592,0.0149253731343,0.0398009950249,0.00107769893505,3.0,0,8.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.0,3.0,3.0,0,3.0,0
ashleesimpson,musician_singer,ruby,3.0,1,0.0796019900498,0.0398009950249,0.0398009950249,0.00995202495142,8.0,0,8.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
taylorswift13,musician_singer,ruby,3.0,2,0.18407960199,0.124378109453,0.0597014925373,0.116823104277,23.0,2.0,12.0,0,0.0149253731343,0.0149253731343,0.0,0.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0
thedavidcook,musician_singer,ruby,3.0,1,0.129353233831,0.0398009950249,0.089552238806,0.0106252802416,8.0,0,18.0,0,0.0298507462687,0.00995024875622,0.0199004975124,0.000572139303483,2.0,6.0,2.0,0,6.0,0,0,1.0,0,0,1.0,0
OneRepublic,musician_singer,ruby,3.0,1,0.203980099502,0.0497512437811,0.154228855721,0.0159595207759,10.0,0,31.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
RubyInside,musician_singer,ruby,3.0,1,0.119402985075,0.0845771144279,0.0348258706468,8.75921940312e-05,17.0,0,7.0,0,0.0149253731343,0.00995024875622,0.00497512437811,1.00687040986e-05,2.0,1.0,2.0,0,1.0,0,56.0,4.0,56.0,0,4.0,0
thekillers,musician_singer,ruby,3.0,1,0.0298507462687,0.0298507462687,0.0,0.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
lifehousemusic,musician_singer,ruby,3.0,1,0.154228855721,0.0298507462687,0.124378109453,0.00403762173386,6.0,0,25.0,0,0.0298507462687,0.00995024875622,0.0199004975124,0.0101793858893,3.0,9.0,3.0,0,9.0,0,2.0,7.0,2.0,0,7.0,0
bryanadams,musician_singer,ruby,3.0,1,0.169154228856,0.00995024875622,0.1592039801,0.00304960910663,2.0,0,32.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
MrsLRCooper,musician_singer,ruby,3.0,1,0.0746268656716,0.0497512437811,0.0248756218905,0.0172367395258,9.0,1.0,5.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0
hashrocket,musician_singer,ruby,3.0,1,0.169154228856,0.0646766169154,0.10447761194,0.000514152117436,13.0,0,21.0,0,0.0497512437811,0.0199004975124,0.0298507462687,1.95434393941e-05,11.0,10.0,11.0,0,10.0,0,69.0,1.0,69.0,0,1.0,0
jason_mraz,musician_singer,ruby,3.0,1,0.0398009950249,0.0398009950249,0.0,0.0,8.0,0,0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
mbleigh,musician_singer,ruby,3.0,1,0.348258706468,0.154228855721,0.194029850746,0.00695742510434,31.0,0,37.0,2.0,0.363184079602,0.134328358209,0.228855721393,0.0418436913362,132.0,309.0,132.0,0,298.0,11.0,32.0,11.0,32.0,0,11.0,0
beck,musician_singer,ruby,3.0,1,0.0199004975124,0.0199004975124,0.0,0.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
aliciakeys,musician_singer,ruby,3.0,1,0.10447761194,0.0696517412935,0.0348258706468,0.00605012227378,14.0,0,7.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,4.0,0,0,4.0,0,2.0,0,2.0,0,0,0
trent_reznor,musician_singer,ruby,3.0,1,0.0646766169154,0.0597014925373,0.00497512437811,0.00343074835612,9.0,3.0,1.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,3.0,0,0,3.0,0,1.0,0,1.0,0,0,0
imogenheap,musician_singer,ruby,3.0,1,0.0945273631841,0.0348258706468,0.0597014925373,0.146285606122,7.0,0,10.0,2.0,0.0248756218905,0.0149253731343,0.00995024875622,0.00660710751418,5.0,7.0,4.0,1.0,7.0,0,1.0,0,1.0,0,0,0
Weezer,musician_singer,ruby,3.0,1,0.0497512437811,0.00995024875622,0.0398009950249,0.00691636144935,2.0,0,8.0,0,0.0248756218905,0.0,0.0248756218905,0.0,0,7.0,0,0,7.0,0,12.0,37.0,12.0,0,37.0,0
kelly_clarkson,musician_singer,ruby,3.0,1,0.0796019900498,0.0597014925373,0.0199004975124,0.000944615391157,12.0,0,4.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0
depechemode,musician_singer,ruby,3.0,1,0.0248756218905,0.0199004975124,0.00497512437811,0.000186567164179,4.0,0,1.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
wycats,musician_singer,ruby,3.0,3,0.502487562189,0.308457711443,0.194029850746,0.004535570183,62.0,0,39.0,0,0.582089552239,0.353233830846,0.228855721393,0.0086893097585,726.0,533.0,726.0,0,533.0,0,33.0,35.0,33.0,0,35.0,0
kylieminogue,musician_singer,ruby,3.0,1,0.0547263681592,0.0199004975124,0.0348258706468,0.000289740051757,4.0,0,7.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0,1.0,0
WeAreTheUsed,musician_singer,ruby,3.0,1,0.303482587065,0.00497512437811,0.298507462687,0.0117863883917,1.0,0,60.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,2.0,0,0,2.0,0,0,0,0,0,0,0
rails_bookmarks,musician_singer,ruby,3.0,1,0.243781094527,0.0199004975124,0.223880597015,4.99716712192e-05,4.0,0,45.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
NellyFurtado,musician_singer,ruby,3.0,1,0.144278606965,0.0348258706468,0.109452736318,0.0271873962155,7.0,0,22.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0
MikeG1,musician_singer,ruby,3.0,1,0.208955223881,0.114427860697,0.0945273631841,0.000509885644785,23.0,0,19.0,0,0.179104477612,0.0945273631841,0.0845771144279,0.000905699981507,110.0,110.0,110.0,0,110.0,0,17.0,0,17.0,0,0,0
jm,musician_singer,ruby,3.0,1,0.532338308458,0.243781094527,0.28855721393,0.00398622534327,49.0,0,58.0,0,0.55223880597,0.308457711443,0.243781094527,0.00531035082983,613.0,458.0,613.0,0,458.0,0,33.0,108.0,33.0,0,108.0,0
ruby_news,musician_singer,ruby,3.0,1,0.149253731343,0.114427860697,0.0348258706468,0.000125865970499,23.0,0,7.0,0,0.0149253731343,0.00995024875622,0.00497512437811,0.0,2.0,4.0,2.0,0,4.0,0,44.0,0,44.0,0,0,0
gilesgoatboy,musician_singer,ruby,3.0,1,0.233830845771,0.129353233831,0.10447761194,0.00194393093804,26.0,0,21.0,0,0.36815920398,0.203980099502,0.164179104478,0.00225465880296,477.0,387.0,477.0,0,387.0,0,3.0,279.0,3.0,0,279.0,0
rufuswainwright,musician_singer,ruby,3.0,1,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0
technoweenie,musician_singer,ruby,3.0,1,0.432835820896,0.283582089552,0.149253731343,0.00602727212839,57.0,0,29.0,1.0,0.512437810945,0.278606965174,0.233830845771,0.0032931392444,468.0,305.0,468.0,0,305.0,0,33.0,16.0,33.0,0,16.0,0
ddlovato,musician_singer,ruby,3.0,2,0.129353233831,0.0646766169154,0.0646766169154,0.0173030226276,13.0,0,13.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
KrisAllen,musician_singer,ruby,3.0,2,0.119402985075,0.0646766169154,0.0547263681592,0.00436780054723,13.0,0,11.0,0,0.0199004975124,0.0,0.0199004975124,0.0,0,8.0,0,0,8.0,0,2.0,2.0,2.0,0,2.0,0
AnoopDoggDesai,musician_singer,ruby,3.0,1,0.0398009950249,0.00995024875622,0.0298507462687,2.88438758588e-05,2.0,0,6.0,0,0.0149253731343,0.00497512437811,0.00995024875622,4.97512437811e-05,5.0,2.0,5.0,0,2.0,0,0,2.0,0,0,2.0,0
johnlegend,musician_singer,ruby,3.0,1,0.0646766169154,0.044776119403,0.0199004975124,0.010389101277,8.0,1.0,4.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,1.0,2.0,1.0,0,2.0,0
UsherRaymondIV,musician_singer,ruby,3.0,1,0.0995024875622,0.0398009950249,0.0597014925373,0.00191624418883,8.0,0,12.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
drbrain,musician_singer,ruby,3.0,1,0.213930348259,0.1592039801,0.0547263681592,0.000162501896787,32.0,0,11.0,0,0.353233830846,0.169154228856,0.18407960199,0.00109608461445,299.0,495.0,299.0,0,495.0,0,66.0,19.0,66.0,0,19.0,0
Dolly_Parton,musician_singer,ruby,3.0,1,0.044776119403,0.0348258706468,0.00995024875622,0.00170902038437,7.0,0,2.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
olabini,musician_singer,ruby,3.0,2,0.218905472637,0.124378109453,0.0945273631841,0.00151907593474,25.0,0,18.0,1.0,0.154228855721,0.0746268656716,0.0796019900498,0.000233944752365,73.0,113.0,73.0,0,113.0,0,6.0,1.0,6.0,0,1.0,0
jruby,musician_singer,ruby,3.0,1,0.0796019900498,0.0646766169154,0.0149253731343,5.9223503727e-06,13.0,0,3.0,0,0.109452736318,0.044776119403,0.0646766169154,3.56139530462e-05,28.0,48.0,28.0,0,48.0,0,153.0,87.0,153.0,0,87.0,0
engineyard,musician_singer,ruby,3.0,1,0.542288557214,0.144278606965,0.398009950249,0.0115105846681,29.0,0,80.0,0,0.238805970149,0.0945273631841,0.144278606965,0.000961710606627,104.0,119.0,104.0,0,119.0,0,353.0,77.0,353.0,0,77.0,0
pragdave,musician_singer,ruby,3.0,2,0.338308457711,0.28855721393,0.0497512437811,0.000382465490493,58.0,0,10.0,0,0.313432835821,0.154228855721,0.1592039801,0.000870835382112,132.0,232.0,132.0,0,232.0,0,77.0,0,77.0,0,0,0
bjork,musician_singer,ruby,3.0,1,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
noradio,musician_singer,ruby,3.0,1,0.34328358209,0.213930348259,0.129353233831,0.00107193172579,43.0,0,26.0,0,0.248756218905,0.129353233831,0.119402985075,0.000585095023413,163.0,172.0,163.0,0,172.0,0,24.0,5.0,24.0,0,5.0,0
railsconf,musician_singer,ruby,3.0,1,0.398009950249,0.18407960199,0.213930348259,0.00479321517547,37.0,0,43.0,0,0.18407960199,0.0746268656716,0.109452736318,0.000986397660598,35.0,32.0,35.0,0,32.0,0,80.0,0,80.0,0,0,0
railsbridge,musician_singer,ruby,3.0,1,0.044776119403,0.0398009950249,0.00497512437811,4.68144673588e-06,8.0,0,1.0,0,0.0398009950249,0.0199004975124,0.0199004975124,1.02097757971e-05,5.0,8.0,5.0,0,8.0,0,10.0,12.0,10.0,0,12.0,0
ezmobius,musician_singer,ruby,3.0,1,0.641791044776,0.273631840796,0.36815920398,0.0075198235859,55.0,0,74.0,0,0.437810945274,0.179104477612,0.258706467662,0.00200637725997,109.0,200.0,109.0,0,200.0,0,35.0,1.0,35.0,0,1.0,0
rails,musician_singer,ruby,3.0,1,0.253731343284,0.18407960199,0.0696517412935,0.0002722003294,37.0,0,14.0,0,0.0398009950249,0.0199004975124,0.0199004975124,5.02296211251e-06,5.0,5.0,5.0,0,5.0,0,37.0,13.0,37.0,0,13.0,0
heroku,musician_singer,ruby,3.0,1,0.149253731343,0.124378109453,0.0248756218905,0.000236876613221,25.0,0,5.0,0,0.208955223881,0.164179104478,0.044776119403,0.000418176757879,126.0,14.0,126.0,0,14.0,0,36.0,4.0,36.0,0,4.0,0
coldplay,musician_singer,ruby,3.0,1,0.0746268656716,0.0497512437811,0.0248756218905,0.00407049517575,10.0,0,5.0,0,0.0199004975124,0.0199004975124,0.0,0.0,6.0,0,6.0,0,0,0,0,0,0,0,0,0
britneyspears,musician_singer,ruby,3.0,2,0.134328358209,0.0746268656716,0.0597014925373,0.0125631556504,15.0,0,12.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
ntalbott,musician_singer,ruby,3.0,1,0.223880597015,0.149253731343,0.0746268656716,0.000453955535031,30.0,0,15.0,0,0.268656716418,0.0995024875622,0.169154228856,0.00159913561549,51.0,204.0,51.0,0,204.0,0,6.0,4.0,6.0,0,4.0,0
CHRIS_Daughtry,musician_singer,ruby,3.0,1,0.124378109453,0.0597014925373,0.0646766169154,0.0155160897202,12.0,0,13.0,0,0.0248756218905,0.0149253731343,0.00995024875622,0.00230657846527,8.0,3.0,8.0,0,3.0,0,5.0,1.0,5.0,0,1.0,0
josevalim,musician_singer,ruby,3.0,1,0.36815920398,0.174129353234,0.194029850746,0.00978610799904,35.0,0,38.0,1.0,0.417910447761,0.18407960199,0.233830845771,0.00329864652451,328.0,443.0,328.0,0,443.0,0,26.0,171.0,26.0,0,171.0,0
JordinSparks,musician_singer,ruby,3.0,1,0.203980099502,0.0646766169154,0.139303482587,0.0684597067327,13.0,0,28.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,0,0,0,0,0
jtimberlake,musician_singer,ruby,3.0,2,0.0746268656716,0.0746268656716,0.0,0.0,15.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
aeden,musician_singer,ruby,3.0,1,0.482587064677,0.208955223881,0.273631840796,0.00296829237687,42.0,0,55.0,0,0.452736318408,0.233830845771,0.218905472637,0.00346355379826,498.0,400.0,498.0,0,400.0,0,25.0,6.0,25.0,0,6.0,0
