Name,Group1,Group2,Number_between_ties,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_bin_betweeness,FF_own_group_in_volume,FF_other_group_in_volume,FF_own_group_out_volume,FF_other_group_out_volume,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_volume_in,AT_volume_out,AT_own_group_in_volume,AT_other_group_in_volume,AT_own_group_out_volume,AT_other_group_out_volume,RT_total_volume_in,RT_total_volume_out,RT_own_group_in_volume,RT_other_group_in_volume,RT_own_group_out_volume,RT_other_group_out_volume
BucknellU,college,philosophy,25.0,1,0.0995024875622,0.0746268656716,0.0248756218905,1.21136867872e-05,15.0,0,5.0,0,0.0298507462687,0.0149253731343,0.0149253731343,0.00128381614159,3.0,3.0,3.0,0,3.0,0,0,0,0,0,0,0
gjarnling,college,philosophy,25.0,1,0.0149253731343,0.0149253731343,0.0,0.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
jichikawa,college,philosophy,25.0,1,0.278606965174,0.144278606965,0.134328358209,0.003195198927,29.0,0,27.0,0,0.223880597015,0.109452736318,0.114427860697,0.0041883311923,538.0,302.0,538.0,0,302.0,0,45.0,11.0,45.0,0,11.0,0
PhilGeek,college,philosophy,25.0,1,0.34328358209,0.174129353234,0.169154228856,0.00732443440059,35.0,0,34.0,0,0.243781094527,0.10447761194,0.139303482587,0.00631249441428,132.0,556.0,132.0,0,556.0,0,33.0,11.0,33.0,0,11.0,0
BFeldmanCBS,college,philosophy,25.0,1,0.213930348259,0.124378109453,0.089552238806,0.00882401656379,24.0,1.0,18.0,0,0.0298507462687,0.0149253731343,0.0149253731343,0.0268449419569,9.0,3.0,9.0,0,3.0,0,21.0,15.0,21.0,0,15.0,0
UnknownPhilosop,college,philosophy,25.0,1,0.10447761194,0.0547263681592,0.0497512437811,0.00502356950212,11.0,0,10.0,0,0.0149253731343,0.00497512437811,0.00995024875622,0.00139303482587,5.0,3.0,5.0,0,3.0,0,268.0,2.0,268.0,0,2.0,0
CollegeChat,college,philosophy,25.0,2,0.378109452736,0.139303482587,0.238805970149,0.00503572424509,28.0,0,48.0,0,0.0796019900498,0.0398009950249,0.0398009950249,0.0020282397197,37.0,64.0,37.0,0,64.0,0,22.0,65.0,22.0,0,65.0,0
TheGodLight,college,philosophy,25.0,2,0.0796019900498,0.0398009950249,0.0398009950249,0.00746277672257,8.0,0,8.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,12.0,0,12.0,0,0,0
Pixelation,college,philosophy,25.0,1,0.0995024875622,0.0597014925373,0.0398009950249,0.00131300633383,12.0,0,8.0,0,0.0547263681592,0.0348258706468,0.0199004975124,0.000183649824716,20.0,8.0,20.0,0,8.0,0,20.0,0,20.0,0,0,0
Macalester,college,philosophy,25.0,1,0.253731343284,0.089552238806,0.164179104478,0.000685059712635,18.0,0,33.0,0,0.0149253731343,0.00995024875622,0.00497512437811,0.0,3.0,3.0,3.0,0,3.0,0,2.0,0,2.0,0,0,0
gpendergraft,college,philosophy,25.0,1,0.149253731343,0.0746268656716,0.0746268656716,0.0342284776696,15.0,0,11.0,4.0,0.0497512437811,0.00497512437811,0.044776119403,4.14593698176e-06,1.0,30.0,1.0,0,30.0,0,3.0,1.0,3.0,0,0,1.0
Big12Conference,college,philosophy,25.0,1,0.114427860697,0.0646766169154,0.0497512437811,0.000911454245331,13.0,0,10.0,0,0.00497512437811,0.0,0.00497512437811,0.0,0,1.0,0,0,1.0,0,0,4.0,0,0,4.0,0
thebestsophist,college,philosophy,25.0,1,0.353233830846,0.119402985075,0.233830845771,0.00891411821302,24.0,0,47.0,0,0.164179104478,0.0845771144279,0.0796019900498,0.00611835582339,99.0,123.0,99.0,0,123.0,0,36.0,59.0,36.0,0,59.0,0
finebaum,college,philosophy,25.0,1,0.144278606965,0.0845771144279,0.0597014925373,0.000117789969624,17.0,0,12.0,0,0.044776119403,0.0149253731343,0.0298507462687,0.0162470978441,6.0,17.0,6.0,0,17.0,0,24.0,3.0,24.0,0,3.0,0
BigTenNetwork,college,philosophy,25.0,1,0.258706467662,0.0845771144279,0.174129353234,0.107972947903,17.0,0,34.0,1.0,0.0248756218905,0.0199004975124,0.00497512437811,0.00179104477612,8.0,3.0,8.0,0,3.0,0,1.0,18.0,1.0,0,18.0,0
nytimescollege,college,philosophy,25.0,2,0.328358208955,0.144278606965,0.18407960199,0.0108327792885,29.0,0,37.0,0,0.0199004975124,0.0199004975124,0.0,0.0,4.0,0,4.0,0,0,0,35.0,0,35.0,0,0,0
Jimbo_Samps,college,philosophy,25.0,1,0.0646766169154,0.0199004975124,0.044776119403,0.0403137807883,3.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
PhilosophyFeeds,college,philosophy,25.0,1,0.0845771144279,0.0845771144279,0.0,0.0,17.0,0,0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,32.0,0,32.0,0,0,0
PhilosophyExp,college,philosophy,25.0,1,0.0845771144279,0.0696517412935,0.0149253731343,1.8704730876e-05,14.0,0,3.0,0,0.0646766169154,0.0248756218905,0.0398009950249,0.00298169954294,22.0,53.0,22.0,0,53.0,0,223.0,22.0,223.0,0,22.0,0
LSUCoachMiles,college,philosophy,25.0,1,0.0746268656716,0.0746268656716,0.0,0.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0,0,8.0,0,0,0
NCStateNews,college,philosophy,25.0,1,0.0696517412935,0.044776119403,0.0248756218905,6.38270075623e-06,9.0,0,5.0,0,0.0497512437811,0.0248756218905,0.0248756218905,0.0367978365351,22.0,23.0,22.0,0,23.0,0,8.0,4.0,8.0,0,4.0,0
oohlah,college,philosophy,25.0,1,0.208955223881,0.0746268656716,0.134328358209,0.00146032569069,15.0,0,27.0,0,0.0248756218905,0.00995024875622,0.0149253731343,0.0,3.0,5.0,3.0,0,5.0,0,2.0,10.0,2.0,0,10.0,0
jascharohr,college,philosophy,25.0,1,0.0398009950249,0.0248756218905,0.0149253731343,0.000640255237263,5.0,0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Philosophy_Now,college,philosophy,25.0,1,0.0199004975124,0.0199004975124,0.0,0.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
philosophyfound,college,philosophy,25.0,1,0.258706467662,0.0845771144279,0.174129353234,0.00695786932706,17.0,0,35.0,0,0.0696517412935,0.0,0.0696517412935,0.0,0,37.0,0,0,37.0,0,52.0,17.0,52.0,0,17.0,0
AlllThatIs,college,philosophy,25.0,1,0.0398009950249,0.0199004975124,0.0199004975124,0.00936796469284,4.0,0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
NorthwesternU,college,philosophy,25.0,2,0.144278606965,0.10447761194,0.0398009950249,0.00280882313583,21.0,0,8.0,0,0.0248756218905,0.0199004975124,0.00497512437811,0.00110395585944,5.0,2.0,5.0,0,2.0,0,2.0,1.0,2.0,0,1.0,0
CriterionGames,gaming,surfing,26.0,1,0.089552238806,0.089552238806,0.0,0.0,18.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.0,0,5.0,0,0,0
IrrationalGames,gaming,surfing,26.0,1,0.47263681592,0.164179104478,0.308457711443,0.0039936465022,33.0,0,62.0,0,0.089552238806,0.0298507462687,0.0597014925373,0.00702570490282,6.0,19.0,6.0,0,19.0,0,28.0,32.0,28.0,0,32.0,0
HurleyLive,gaming,surfing,26.0,1,0.119402985075,0.10447761194,0.0149253731343,2.56945464309e-05,21.0,0,3.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0
bethanyhamilton,gaming,surfing,26.0,1,0.383084577114,0.1592039801,0.223880597015,0.00203522948382,32.0,0,45.0,0,0.0995024875622,0.0547263681592,0.044776119403,0.00438278782667,25.0,11.0,25.0,0,11.0,0,56.0,25.0,56.0,0,25.0,0
kekoabacalso,gaming,surfing,26.0,1,0.686567164179,0.268656716418,0.417910447761,0.0670706204167,54.0,0,82.0,2.0,0.223880597015,0.114427860697,0.109452736318,0.00107187580103,74.0,59.0,74.0,0,59.0,0,14.0,18.0,14.0,0,18.0,0
teamoneill,gaming,surfing,26.0,1,0.666666666667,0.179104477612,0.487562189055,0.0027416623641,36.0,0,98.0,0,0.0995024875622,0.0497512437811,0.0497512437811,0.000317107136534,62.0,38.0,62.0,0,38.0,0,19.0,19.0,19.0,0,19.0,0
masseffect,gaming,surfing,26.0,1,0.223880597015,0.144278606965,0.0796019900498,0.00421302352023,29.0,0,16.0,0,0.044776119403,0.0348258706468,0.00995024875622,0.0169510974446,17.0,9.0,17.0,0,9.0,0,14.0,29.0,14.0,0,29.0,0
lauralollipop,gaming,surfing,26.0,1,0.124378109453,0.0995024875622,0.0248756218905,5.71062671382e-05,20.0,0,5.0,0,0.0646766169154,0.0298507462687,0.0348258706468,0.00464964617293,64.0,172.0,64.0,0,172.0,0,20.0,3.0,20.0,0,3.0,0
SEGA,gaming,surfing,26.0,2,0.422885572139,0.208955223881,0.213930348259,0.112819265746,40.0,2.0,40.0,3.0,0.0646766169154,0.0248756218905,0.0398009950249,0.0152557957124,8.0,17.0,8.0,0,17.0,0,3.0,29.0,3.0,0,29.0,0
MGABEIRA,gaming,surfing,26.0,1,0.228855721393,0.139303482587,0.089552238806,0.000271533029308,28.0,0,18.0,0,0.134328358209,0.0547263681592,0.0796019900498,0.00110928144061,30.0,57.0,30.0,0,57.0,0,13.0,39.0,13.0,0,39.0,0
FUELTV,gaming,surfing,26.0,2,0.621890547264,0.218905472637,0.402985074627,0.0312275492541,44.0,0,79.0,2.0,0.144278606965,0.0547263681592,0.089552238806,0.199253624563,13.0,37.0,12.0,1.0,37.0,0,21.0,46.0,21.0,0,46.0,0
julian_wilson,gaming,surfing,26.0,1,0.502487562189,0.318407960199,0.18407960199,0.00129002003504,64.0,0,37.0,0,0.353233830846,0.199004975124,0.154228855721,0.0735056672098,292.0,164.0,292.0,0,164.0,0,84.0,19.0,84.0,0,19.0,0
clairebevo,gaming,surfing,26.0,1,0.437810945274,0.18407960199,0.253731343284,0.00134889948952,37.0,0,51.0,0,0.154228855721,0.0696517412935,0.0845771144279,0.000794991576121,51.0,48.0,51.0,0,48.0,0,20.0,10.0,20.0,0,10.0,0
Stabmagazine,gaming,surfing,26.0,1,0.34328358209,0.233830845771,0.109452736318,0.00110960079671,47.0,0,22.0,0,0.0746268656716,0.044776119403,0.0298507462687,5.15285059098e-05,13.0,12.0,13.0,0,12.0,0,17.0,0,17.0,0,0,0
PlayStation,gaming,surfing,26.0,2,0.537313432836,0.253731343284,0.283582089552,0.0546977467188,50.0,1.0,57.0,0,0.0497512437811,0.0497512437811,0.0,0.0,19.0,0,19.0,0,0,0,62.0,150.0,62.0,0,150.0,0
Battlefield,gaming,surfing,26.0,1,0.139303482587,0.134328358209,0.00497512437811,5.76092406186e-06,27.0,0,1.0,0,0.0298507462687,0.0298507462687,0.0,0.0,10.0,0,10.0,0,0,0,0,15.0,0,0,15.0,0
PlanetXbox360,gaming,surfing,26.0,1,0.283582089552,0.139303482587,0.144278606965,0.0224249857713,26.0,2.0,29.0,0,0.0945273631841,0.0199004975124,0.0746268656716,0.0144130452768,4.0,28.0,4.0,0,28.0,0,7.0,16.0,7.0,0,16.0,0
USOpenofSurfing,gaming,surfing,26.0,1,0.363184079602,0.124378109453,0.238805970149,0.00121272872045,25.0,0,48.0,0,0.0149253731343,0.00995024875622,0.00497512437811,8.11249873084e-06,2.0,1.0,2.0,0,1.0,0,0,0,0,0,0,0
Diablo,gaming,surfing,26.0,1,0.089552238806,0.0796019900498,0.00995024875622,5.44324260448e-05,16.0,0,2.0,0,0.00995024875622,0.00995024875622,0.0,0.0,6.0,0,6.0,0,0,0,17.0,10.0,17.0,0,10.0,0
GameStop,gaming,surfing,26.0,1,0.149253731343,0.129353233831,0.0199004975124,8.66471308542e-05,26.0,0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0,6.0,8.0,0,6.0,0
TimOfLegend,gaming,surfing,26.0,2,0.36815920398,0.238805970149,0.129353233831,0.00629913297914,48.0,0,26.0,0,0.1592039801,0.0945273631841,0.0646766169154,0.0526049552371,39.0,24.0,39.0,0,24.0,0,13.0,5.0,13.0,0,5.0,0
Steph_gilmore,gaming,surfing,26.0,1,0.363184079602,0.28855721393,0.0746268656716,0.000781277885001,58.0,0,15.0,0,0.144278606965,0.0845771144279,0.0597014925373,0.00121848733197,47.0,44.0,47.0,0,44.0,0,31.0,10.0,31.0,0,10.0,0
raczilla,gaming,surfing,26.0,1,0.532338308458,0.199004975124,0.333333333333,0.171320211834,36.0,4.0,64.0,3.0,0.0597014925373,0.0348258706468,0.0248756218905,0.00717781238587,25.0,31.0,25.0,0,31.0,0,8.0,73.0,8.0,0,73.0,0
GarnettLee,gaming,surfing,26.0,1,0.268656716418,0.149253731343,0.119402985075,0.00577641020368,30.0,0,24.0,0,0.154228855721,0.0597014925373,0.0945273631841,0.0293005557923,53.0,98.0,53.0,0,98.0,0,4.0,4.0,4.0,0,4.0,0
Kotaku,gaming,surfing,26.0,2,0.218905472637,0.213930348259,0.00497512437811,7.15279435049e-05,43.0,0,1.0,0,0.0597014925373,0.0497512437811,0.00995024875622,0.00211808035309,11.0,2.0,11.0,0,2.0,0,24.0,1.0,24.0,0,1.0,0
vanssurf,gaming,surfing,26.0,1,0.293532338308,0.169154228856,0.124378109453,0.00118589651847,34.0,0,25.0,0,0.119402985075,0.0646766169154,0.0547263681592,0.00498645812356,76.0,83.0,76.0,0,83.0,0,29.0,41.0,29.0,0,41.0,0
gameinformer,gaming,surfing,26.0,1,0.621890547264,0.179104477612,0.442786069652,0.0129969783512,36.0,0,89.0,0,0.0348258706468,0.0348258706468,0.0,0.0,10.0,0,10.0,0,0,0,24.0,0,24.0,0,0,0
surfnews,gaming,surfing,26.0,1,0.348258706468,0.144278606965,0.203980099502,0.000937455685788,29.0,0,41.0,0,0.0199004975124,0.00497512437811,0.0149253731343,1.75787728027e-05,1.0,3.0,1.0,0,3.0,0,1.0,0,1.0,0,0,0
Naughty_Dog,gaming,surfing,26.0,2,0.681592039801,0.223880597015,0.457711442786,0.0131513946541,45.0,0,92.0,0,0.0995024875622,0.0199004975124,0.0796019900498,0.0168971255357,5.0,34.0,5.0,0,34.0,0,37.0,36.0,37.0,0,36.0,0
magicseaweed,gaming,surfing,26.0,1,0.577114427861,0.164179104478,0.412935323383,0.00185011055972,33.0,0,83.0,0,0.044776119403,0.00995024875622,0.0348258706468,1.18024123327e-05,10.0,11.0,10.0,0,11.0,0,6.0,10.0,6.0,0,10.0,0
Raptr,gaming,surfing,26.0,1,0.432835820896,0.0746268656716,0.358208955224,0.00166424092742,15.0,0,72.0,0,0.0149253731343,0.0,0.0149253731343,0.0,0,3.0,0,0,3.0,0,6.0,0,6.0,0,0,0
Capcom_Unity,gaming,surfing,26.0,2,0.218905472637,0.208955223881,0.00995024875622,4.50795961075e-05,42.0,0,2.0,0,0.0497512437811,0.044776119403,0.00497512437811,0.0015903814262,19.0,1.0,19.0,0,1.0,0,23.0,8.0,23.0,0,8.0,0
timmycurran,gaming,surfing,26.0,1,0.293532338308,0.228855721393,0.0646766169154,0.000228142587889,46.0,0,13.0,0,0.0547263681592,0.044776119403,0.00995024875622,0.000102434403322,23.0,2.0,23.0,0,2.0,0,38.0,0,38.0,0,0,0
bioware,gaming,surfing,26.0,1,0.278606965174,0.194029850746,0.0845771144279,0.00637241901634,39.0,0,17.0,0,0.0398009950249,0.0248756218905,0.0149253731343,0.0250383297258,14.0,8.0,14.0,0,8.0,0,31.0,39.0,31.0,0,39.0,0
idSoftware,gaming,surfing,26.0,1,0.149253731343,0.0845771144279,0.0646766169154,0.000138764103916,17.0,0,13.0,0,0.00995024875622,0.0,0.00995024875622,0.0,0,3.0,0,0,3.0,0,62.0,48.0,62.0,0,48.0,0
g4tv,gaming,surfing,26.0,2,0.427860696517,0.189054726368,0.238805970149,0.0349192368782,36.0,2.0,48.0,0,0.0646766169154,0.0497512437811,0.0149253731343,0.00310865093309,18.0,7.0,18.0,0,7.0,0,35.0,6.0,35.0,0,6.0,0
kierenperrow,gaming,surfing,26.0,1,0.358208955224,0.248756218905,0.109452736318,0.000172134381202,50.0,0,22.0,0,0.1592039801,0.0945273631841,0.0646766169154,0.000323882608064,51.0,23.0,51.0,0,23.0,0,12.0,2.0,12.0,0,2.0,0
lucasartsgames,gaming,surfing,26.0,2,0.208955223881,0.154228855721,0.0547263681592,0.000550597414757,31.0,0,11.0,0,0.0746268656716,0.0149253731343,0.0597014925373,0.0180836527276,8.0,16.0,8.0,0,16.0,0,9.0,0,9.0,0,0,0
fourzerotwo,gaming,surfing,26.0,1,0.721393034826,0.268656716418,0.452736318408,0.0286462562207,54.0,0,91.0,0,0.0995024875622,0.0696517412935,0.0298507462687,0.00959407337447,46.0,10.0,46.0,0,10.0,0,15.0,15.0,15.0,0,15.0,0
SURFER_Magazine,gaming,surfing,26.0,1,0.761194029851,0.36815920398,0.393034825871,0.00820979262713,74.0,0,79.0,0,0.313432835821,0.1592039801,0.154228855721,0.00775415406007,112.0,162.0,112.0,0,162.0,0,315.0,318.0,315.0,0,318.0,0
CarveMag,gaming,surfing,26.0,1,0.393034825871,0.119402985075,0.273631840796,0.000930585206578,24.0,0,55.0,0,0.174129353234,0.0597014925373,0.114427860697,0.00259141308726,21.0,122.0,21.0,0,122.0,0,9.0,171.0,9.0,0,171.0,0
mesurf,gaming,surfing,26.0,1,0.348258706468,0.129353233831,0.218905472637,0.000758798645823,26.0,0,44.0,0,0.174129353234,0.0199004975124,0.154228855721,0.00292438442473,4.0,452.0,4.0,0,452.0,0,9.0,3.0,9.0,0,3.0,0
billabong1973,gaming,surfing,26.0,1,0.34328358209,0.238805970149,0.10447761194,0.000850878321578,48.0,0,21.0,0,0.134328358209,0.0796019900498,0.0547263681592,0.0180185197365,126.0,41.0,126.0,0,41.0,0,127.0,8.0,127.0,0,8.0,0
sleds,gaming,surfing,26.0,1,0.522388059701,0.199004975124,0.323383084577,0.00356607578379,40.0,0,65.0,0,0.0796019900498,0.0497512437811,0.0298507462687,0.00310023258564,32.0,14.0,32.0,0,14.0,0,39.0,11.0,39.0,0,11.0,0
GamesRadar,gaming,surfing,26.0,1,0.378109452736,0.0945273631841,0.283582089552,0.00228580560105,19.0,0,57.0,0,0.0248756218905,0.0199004975124,0.00497512437811,0.00487797125484,8.0,1.0,8.0,0,1.0,0,18.0,2.0,18.0,0,2.0,0
XboxSupport,gaming,surfing,26.0,1,0.378109452736,0.129353233831,0.248756218905,0.0385959195357,26.0,0,49.0,1.0,0.0945273631841,0.0796019900498,0.0149253731343,0.00189114024693,49.0,6.0,49.0,0,6.0,0,0,4.0,0,0,4.0,0
HIDEO_KOJIMA_EN,gaming,surfing,26.0,1,0.134328358209,0.129353233831,0.00497512437811,1.55440365328e-05,26.0,0,1.0,0,0.00995024875622,0.00995024875622,0.0,0.0,2.0,0,2.0,0,0,0,24.0,6.0,24.0,0,6.0,0
telltalegames,gaming,surfing,26.0,2,0.253731343284,0.10447761194,0.149253731343,0.00217483018282,21.0,0,30.0,0,0.0597014925373,0.00995024875622,0.0497512437811,0.00188835647825,3.0,19.0,3.0,0,19.0,0,8.0,20.0,8.0,0,20.0,0
Warcraft,gaming,surfing,26.0,1,0.0696517412935,0.0597014925373,0.00995024875622,9.32835820896e-06,12.0,0,2.0,0,0.0199004975124,0.00995024875622,0.00995024875622,0.00342386931613,3.0,6.0,3.0,0,6.0,0,16.0,12.0,16.0,0,12.0,0
poorspecimen,gaming,surfing,26.0,1,0.44776119403,0.258706467662,0.189054726368,0.000865385930906,52.0,0,38.0,0,0.139303482587,0.0646766169154,0.0746268656716,0.0185979501892,22.0,29.0,22.0,0,29.0,0,15.0,10.0,15.0,0,10.0,0
ronjons,gaming,surfing,26.0,1,0.492537313433,0.119402985075,0.373134328358,0.00198964282616,24.0,0,75.0,0,0.0199004975124,0.00995024875622,0.00995024875622,2.11299203837e-05,4.0,2.0,4.0,0,2.0,0,4.0,11.0,4.0,0,11.0,0
KalaniRobb,gaming,surfing,26.0,1,0.283582089552,0.18407960199,0.0995024875622,0.000284475602151,37.0,0,20.0,0,0.124378109453,0.0398009950249,0.0845771144279,0.000532368664534,28.0,59.0,28.0,0,59.0,0,4.0,4.0,4.0,0,4.0,0
AceyBongos,gaming,surfing,26.0,1,0.383084577114,0.10447761194,0.278606965174,0.00206709735719,21.0,0,56.0,0,0.0945273631841,0.0348258706468,0.0597014925373,0.0098494824271,12.0,41.0,12.0,0,41.0,0,0,29.0,0,0,29.0,0
RockstarGames,gaming,surfing,26.0,2,0.213930348259,0.203980099502,0.00995024875622,0.000108783856899,41.0,0,2.0,0,0.0348258706468,0.0149253731343,0.0199004975124,0.000441363984274,4.0,6.0,4.0,0,6.0,0,19.0,67.0,19.0,0,67.0,0
surfingstoke,gaming,surfing,26.0,1,0.641791044776,0.149253731343,0.492537313433,0.00698200459927,30.0,0,98.0,1.0,0.139303482587,0.0497512437811,0.089552238806,0.201995625242,14.0,96.0,14.0,0,95.0,1.0,9.0,67.0,9.0,0,67.0,0
TheFeed,gaming,surfing,26.0,1,0.18407960199,0.109452736318,0.0746268656716,0.000850769503658,22.0,0,15.0,0,0.00497512437811,0.00497512437811,0.0,0.0,1.0,0,1.0,0,0,0,2.0,4.0,2.0,0,4.0,0
InsideGaming,gaming,surfing,26.0,1,0.0945273631841,0.089552238806,0.00497512437811,2.05968283176e-05,18.0,0,1.0,0,0.0348258706468,0.00995024875622,0.0248756218905,0.00586644532773,9.0,9.0,9.0,0,9.0,0,21.0,32.0,21.0,0,32.0,0
SURFINGRulebook,gaming,surfing,26.0,1,0.268656716418,0.0845771144279,0.18407960199,0.000189029949141,17.0,0,37.0,0,0.0199004975124,0.0199004975124,0.0,0.0,11.0,0,11.0,0,0,0,15.0,0,15.0,0,0,0
Dtoid,gaming,surfing,26.0,1,0.55223880597,0.139303482587,0.412935323383,0.00933787791599,28.0,0,83.0,0,0.0149253731343,0.00995024875622,0.00497512437811,5.33452865542e-05,2.0,1.0,2.0,0,1.0,0,7.0,8.0,7.0,0,8.0,0
MLG,gaming,surfing,26.0,1,0.169154228856,0.0796019900498,0.089552238806,0.00907624057098,16.0,0,18.0,0,0.0298507462687,0.0199004975124,0.00995024875622,0.0244169629939,6.0,3.0,6.0,0,3.0,0,42.0,9.0,42.0,0,9.0,0
insomniacgames,gaming,surfing,26.0,2,0.641791044776,0.203980099502,0.437810945274,0.00992524674113,41.0,0,88.0,0,0.0547263681592,0.0348258706468,0.0199004975124,0.00575528425986,15.0,4.0,15.0,0,4.0,0,18.0,10.0,18.0,0,10.0,0
hobgoods,gaming,surfing,26.0,1,0.661691542289,0.373134328358,0.28855721393,0.00628114908172,75.0,0,58.0,0,0.407960199005,0.243781094527,0.164179104478,0.0230194590276,297.0,132.0,297.0,0,132.0,0,89.0,10.0,89.0,0,10.0,0
