Project,Community,Person_ID,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_vol_in,FF_vol_out,FF_groups_in,FF_groups_out,FF_rec,FF_bin_betweeness,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_vol_in,AT_vol_out,AT_groups_in,AT_groups_out,AT_rec,AT_bin_betweeness,AT_avg_tie_strength,AT_strength_centrality_in,RT_bin_in_degree,RT_bin_out_degree,RT_vol_in,RT_vol_out
584,accounting,MACPA,1,0.0052211486527,0.00216047530457,0.00306067334814,36.0,51.0,17,20,0.641509433962,0.000146756023577,0.00252055452199,6.00132029046e-05,0.00246054131909,1.0,195.0,1,14,0.0,1.82145115871e-05,4.66666666667,0.01,0.0,0.000120026405809,0,2.0
584,accounting,MichelleLongCPA,1,0.00318069975395,0.00108023765228,0.00210046210166,18.0,35.0,13,21,0.472222222222,2.94047291887e-06,0.000540118826142,0.0,0.000540118826142,0,18.0,0,7,0.0,7.00023350834e-05,2.0,0,0.0,0.0,0,0
584,accounting,BillSheridan,1,0.0114625217548,0.00342075256556,0.00804176918922,57.0,134.0,31,47,0.354609929078,0.000293087599378,0.00336073936266,0.000300066014523,0.00306067334814,8.0,234.0,5,24,0.0769230769231,0.000123233800669,4.32142857143,2.84555555556,6.00132029046e-05,0.00102022444938,1.0,27.0
584,accounting,TheDullCPA,1,0.0051611354498,0.00120026405809,0.00396087139171,20.0,66.0,18,31,0.30303030303,3.31418304916e-05,0.000120026405809,0.0,0.000120026405809,0,3.0,0,2,0.0,3.3401224157e-06,1.5,0,0.0,6.00132029046e-05,0,1.0
584,accounting,rogercpa,1,0.0145231951029,0.00684150513113,0.00768168997179,114.0,128.0,51,55,0.861538461538,0.000372110131288,0.000480105623237,6.00132029046e-05,0.000420092420332,1.0,8.0,1,4,0.142857142857,1.74678235253e-05,1.125,0.68,0.0,0.0,0,0
584,accounting,bftcpa,1,0.00738162395727,0.001260277261,0.00612134669627,21.0,102.0,14,27,0.160377358491,3.51054764029e-05,0.00300066014523,0.000240052811619,0.00276060733361,4.0,179.0,4,16,0.063829787234,0.000228631635109,3.66,1.62484848485,0.0,0.000720158434856,0,15.0
584,accounting,cpapracadvisor,1,0.000840184840665,0.000720158434856,0.000120026405809,12.0,2.0,10,2,0.0,2.78401139356e-06,6.00132029046e-05,0.0,6.00132029046e-05,0,1.0,0,1,0.0,1.96831409481e-06,1.0,0,0.0,0.0,0,0
584,accounting,AICPA_Insiders,1,0.000540118826142,0.000360079217428,0.000180039608714,6.0,3.0,6,3,0.285714285714,3.05985109353e-06,6.00132029046e-05,0.0,6.00132029046e-05,0,2.0,0,1,0.0,5.47084047667e-05,2.0,0,0.0,0.0,0,0
584,accounting,going_concern,1,0.00150033007262,0.00114025085519,0.000360079217428,19.0,6.0,11,4,0.25,1.72441618767e-05,0.000840184840665,0.000120026405809,0.000720158434856,2.0,15.0,1,8,0.0769230769231,5.74752219274e-06,1.21428571429,1.07,0.000120026405809,0.000540118826142,2.0,17.0
584,accounting,FICPA,1,0.00180039608714,0.000660145231951,0.00114025085519,11.0,19.0,10,13,0.25,4.37695646858e-05,0.000840184840665,0.000120026405809,0.000720158434856,3.0,15.0,2,8,0.0,0.000148434946378,1.28571428571,0.84,0.0,0.000180039608714,0,3.0
584,accounting,TheTaxCPA,1,0.00078017163776,0.000300066014523,0.000480105623237,5.0,8.0,5,5,0.0833333333333,1.2098225923e-05,0.000240052811619,0.0,0.000240052811619,0,17.0,0,4,0.0,2.34989388362e-05,4.25,0,0.0,0.0,0,0
584,accounting,OmahaCPA,1,0.00660145231951,0.00204044889876,0.00456100342075,34.0,76.0,19,32,0.447368421053,0.000183356453318,0.00078017163776,0.000180039608714,0.000600132029046,4.0,48.0,1,5,0.181818181818,6.6625538923e-05,4.0,2.53,0.0,0.0,0,0
584,accounting,TheTaxAdviser,1,0.000420092420332,0.000420092420332,0.0,7.0,0,6,0,0.0,3.24556977459e-08,6.00132029046e-05,6.00132029046e-05,0.0,1.0,0,1,0,0.0,1.20919197109e-05,1.0,0.73,0.0,0.0,0,0
584,accounting,IFRSAdvantage,1,0.0243053471764,0.011942627378,0.0123627197984,199.0,206.0,73,74,0.910377358491,2.4347317253e-05,6.00132029046e-05,0.0,6.00132029046e-05,0,1.0,0,1,0.0,4.30168504354e-06,1.0,0,0.0,0.0,0,0
584,accounting,ATomorrow,1,0.00156034327552,0.000600132029046,0.000960211246474,10.0,16.0,6,12,0.130434782609,2.82632244806e-05,0.000420092420332,6.00132029046e-05,0.000360079217428,8.0,11.0,1,5,0.166666666667,1.84940920395e-06,2.71428571429,5.6,0.0,0.000120026405809,0,3.0
584,accounting,LinkedCPA,1,0.00090019804357,0.000240052811619,0.000660145231951,4.0,11.0,3,8,0.363636363636,1.47820473711e-05,0.000300066014523,0.0,0.000300066014523,0,6.0,0,3,0.0,8.30900633818e-06,1.2,0,0.0,0.0,0,0
584,accounting,CPA_mom,1,0.0152433535378,0.00546120146432,0.00978215207346,91.0,163.0,31,43,0.494117647059,3.04317901055e-05,0.00192042249295,0.000300066014523,0.00162035647843,6.0,60.0,4,14,0.185185185185,0.000289271145348,2.0625,2.97,0.000120026405809,0.000240052811619,3.0,4.0
