Project,Community,Person_ID,Competing_lists,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_vol_in,FF_vol_out,FF_groups_in,FF_groups_out,FF_rec,FF_bin_betweeness,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_vol_in,AT_vol_out,AT_groups_in,AT_groups_out,AT_rec,AT_bin_betweeness,AT_avg_tie_strength,AT_strength_centrality_in,RT_bin_in_degree,RT_bin_out_degree,RT_vol_in,RT_vol_out
584,blogs,JustJared,1,0.0219648322631,0.0117625877693,0.0102022444938,196.0,170.0,72,23,0.0639534883721,7.34646159382e-06,0.00498109584109,0.00372081858009,0.001260277261,114.0,28.0,31,9,0.0641025641026,1.03204849523e-05,1.71084337349,25.9244794888,0.000360079217428,0.000480105623237,10.0,8.0
584,blogs,gorillavsbear,1,0.0436896117146,0.00576126747885,0.0379283442357,96.0,632.0,48,93,0.118279569892,0.000203746196958,0.00354077897137,0.000840184840665,0.00270059413071,17.0,63.0,11,16,0.0350877192982,0.000116782732112,1.35593220339,4.23889919604,0.000180039608714,0.000300066014523,4.0,5.0
584,blogs,brooklynvegan,1,0.0131428914361,0.0114625217548,0.00168036968133,191.0,28.0,67,15,0.140625,4.13610693353e-05,0.00324071295685,0.00204044889876,0.00120026405809,73.0,26.0,21,11,0.0588235294118,0.000151883474126,1.83333333333,29.3683034426,0.00144031686971,0.0,31.0,0
584,blogs,inagaki,1,0.00204044889876,0.00186040929004,0.000180039608714,31.0,3.0,17,1,0.0967741935484,8.64665095126e-05,0.000840184840665,0.000360079217428,0.000480105623237,8.0,10.0,4,5,0.0769230769231,0.000268555219465,1.28571428571,2.14,0.0,6.00132029046e-05,0,1.0
584,blogs,naosalvo,1,0.00120026405809,0.000840184840665,0.000360079217428,14.0,6.0,9,6,0.0526315789474,8.19728730825e-05,0.000360079217428,0.000360079217428,0.0,13.0,0,3,0,0.0,9.00005190659e-05,2.16666666667,0.8,0.0,0.0,0,0
584,blogs,Gizmodo,4,0.0273660205245,0.0271259677129,0.000240052811619,452.0,4.0,124,3,0.00440528634361,1.02558240806e-06,0.0350477104963,0.0325271559743,0.00252055452199,1118.0,93.0,131,22,0.0263620386643,0.00269004282875,2.07363013699,394.853732252,0.00474104302947,0.000300066014523,200.0,5.0
584,blogs,creativenerds,1,0.0240052811619,0.0143431554942,0.00966212566765,239.0,161.0,89,77,0.632653061224,3.16191573293e-05,0.00090019804357,0.000540118826142,0.000360079217428,27.0,22.0,7,4,0.153846153846,1.79897852784e-05,3.26666666667,5.81585858586,0.000540118826142,6.00132029046e-05,9.0,1.0
584,blogs,jbanguela,1,0.00156034327552,0.000480105623237,0.00108023765228,8.0,18.0,6,5,0.0833333333333,1.88096251828e-05,0.000540118826142,6.00132029046e-05,0.000480105623237,1.0,28.0,1,6,0.0,1.7645271339e-05,3.22222222222,0.24,0.0,0.0,0,0
584,blogs,TheMusicSlut,1,0.0392486346996,0.0164436175959,0.0228050171038,274.0,380.0,87,102,0.681233933162,0.000400391624575,0.00108023765228,0.000420092420332,0.000660145231951,10.0,19.0,6,7,0.0588235294118,1.1941711333e-05,1.61111111111,3.93535353535,0.0,0.0,0,0
584,blogs,blogTO,1,0.0125427594071,0.00618135989918,0.00636139950789,103.0,106.0,62,64,0.366013071895,6.98971866194e-05,0.00282062053652,0.00246054131909,0.000360079217428,70.0,8.0,31,6,0.0444444444444,7.97470451107e-05,1.65957446809,22.0993733251,0.000480105623237,0.0,18.0,0
584,blogs,LibertyLndnGirl,2,0.0121826801896,0.00714157114565,0.00504110904399,119.0,84.0,37,20,0.215568862275,1.17900061898e-05,0.00534117505851,0.00282062053652,0.00252055452199,138.0,103.0,20,14,0.186666666667,0.000559590707479,2.70786516854,51.734040404,0.000540118826142,0.00108023765228,13.0,24.0
584,blogs,bobagento,1,0.000300066014523,0.000120026405809,0.000180039608714,2.0,3.0,1,3,0.0,1.04826899216e-06,0.000180039608714,6.00132029046e-05,0.000120026405809,1.0,2.0,1,2,0.0,2.10574665809e-05,1.0,0.14,0.0,0.000180039608714,0,4.0
584,blogs,DesignerDepot,2,0.0584528596291,0.0567124767449,0.00174038288423,945.0,29.0,144,12,0.0103734439834,7.81408553389e-05,0.00300066014523,0.00246054131909,0.000540118826142,84.0,12.0,22,5,0.0416666666667,7.74705415473e-05,1.92,20.2988806432,0.000480105623237,0.0,17.0,0
584,blogs,thefader,2,0.00978215207346,0.0078017163776,0.00198043569585,130.0,33.0,54,11,0.0866666666667,8.33025346382e-06,0.00966212566765,0.00240052811619,0.00726159755146,139.0,578.0,26,25,0.0805369127517,0.000750917658224,4.45341614907,41.3020408163,0.00186040929004,0.000480105623237,65.0,11.0
584,blogs,jovemnerd,1,0.00120026405809,0.00090019804357,0.000300066014523,15.0,5.0,6,5,0.111111111111,6.12953251443e-06,0.00102022444938,0.000600132029046,0.000420092420332,93.0,70.0,7,6,0.214285714286,0.000163907173974,9.58823529412,28.48,0.0,6.00132029046e-05,0,3.0
584,blogs,hypem,1,0.00396087139171,0.00396087139171,0.0,66.0,0,45,0,0.0,5.92363511465e-06,0.00540118826142,0.00420092420332,0.00120026405809,269.0,41.0,50,15,0.0843373493976,0.000373617206744,3.44444444444,66.9728901257,0.00108023765228,0.000360079217428,23.0,6.0
584,blogs,aquadrunkard,1,0.00306067334814,0.00192042249295,0.00114025085519,32.0,19.0,25,13,0.0625,3.47703164437e-07,0.00162035647843,0.000600132029046,0.00102022444938,10.0,23.0,10,12,0.08,3.90871183499e-05,1.22222222222,3.58797979798,0.000120026405809,0.000240052811619,2.0,4.0
584,blogs,abduzeedo,1,0.0115825481606,0.00744163716018,0.00414091100042,124.0,69.0,53,27,0.090395480226,2.33924246332e-05,0.00348076576847,0.0026405809278,0.000840184840665,209.0,22.0,24,11,0.0740740740741,3.77359058954e-05,3.98275862069,58.0502020202,0.000540118826142,0.00198043569585,12.0,80.0
584,blogs,uncrate,1,0.0111024425374,0.0111024425374,0.0,185.0,0,85,0,0.0,0.0,0.00276060733361,0.00270059413071,6.00132029046e-05,60.0,2.0,31,1,0.0222222222222,3.04193588056e-08,1.34782608696,17.8962626263,0.00114025085519,6.00132029046e-05,26.0,1.0
584,blogs,largeheartedboy,1,0.0196843305527,0.0111624557403,0.00852187481246,186.0,142.0,59,30,0.322580645161,0.0001054817104,0.0138030366681,0.00444097701494,0.00936205965312,287.0,329.0,22,51,0.138613861386,0.000350239854741,2.67826086957,147.798585859,0.00168036968133,0.00600132029046,48.0,255.0
584,blogs,EverywhereTrip,2,0.0451299285843,0.0441097041349,0.00102022444938,735.0,17.0,143,9,0.0217391304348,3.40316122625e-05,0.00630138630499,0.00372081858009,0.0025805677249,208.0,112.0,30,18,0.235294117647,0.000289710580793,3.04761904762,70.953283859,0.000420092420332,0.000240052811619,8.0,6.0
584,blogs,SPINmagazine,2,0.0183640400888,0.0103222708996,0.00804176918922,172.0,134.0,70,20,0.0774647887324,4.49099547037e-05,0.0110424293345,0.00444097701494,0.00660145231951,135.0,272.0,45,32,0.101796407186,0.000647808785654,2.21195652174,34.8887631416,0.00234051491328,0.000120026405809,57.0,2.0
584,blogs,bluebusbr,1,0.00078017163776,0.000660145231951,0.000120026405809,11.0,2.0,5,1,0.0,1.10510310546e-06,0.000300066014523,0.000240052811619,6.00132029046e-05,7.0,2.0,2,1,0.0,2.28478154912e-08,1.8,2.09,0.0,0.000120026405809,0,2.0
584,blogs,hipsterrunoff,1,0.0121826801896,0.00474104302947,0.00744163716018,79.0,124.0,45,38,0.134078212291,2.56776084385e-05,0.00102022444938,0.000960211246474,6.00132029046e-05,19.0,1.0,12,1,0.0625,1.11423558889e-06,1.17647058824,4.69619047619,0.000420092420332,0.0,8.0,0
584,blogs,cmerigo,1,0.00960211246474,0.00186040929004,0.0077417031747,31.0,129.0,10,27,0.12676056338,0.000213117680536,0.00150033007262,0.000420092420332,0.00108023765228,11.0,43.0,4,11,0.0,0.000109545473902,2.16,3.4,6.00132029046e-05,0.000120026405809,1.0,2.0
584,blogs,interney,1,0.0146432215087,0.0136830102623,0.000960211246474,228.0,16.0,95,10,0.0701754385965,0.000365856550547,0.000420092420332,0.000300066014523,0.000120026405809,6.0,2.0,4,2,0.166666666667,8.70693274734e-05,1.14285714286,2.60787878788,0.0,0.0,0,0
584,blogs,daytrotter,1,0.0106223369141,0.00228050171038,0.00834183520374,38.0,139.0,28,40,0.0727272727273,2.17751352499e-05,0.00276060733361,0.00150033007262,0.001260277261,63.0,79.0,20,12,0.15,0.000144032555566,3.08695652174,10.8274747475,0.000540118826142,0.000660145231951,15.0,22.0
584,blogs,arrington,3,0.0428494268739,0.0315069315249,0.011342495349,525.0,189.0,110,41,0.188019966722,0.00145011222633,0.0177038948569,0.0130828782332,0.00462101662366,672.0,1065.0,56,20,0.147859922179,0.000399797642651,5.88813559322,221.110399918,0.00582128068175,0.00438096381204,336.0,159.0
584,blogs,brogui,1,0.000120026405809,0.000120026405809,0.0,2.0,0,2,0,0.0,6.76220788116e-07,0.000120026405809,0.0,0.000120026405809,0,12.0,0,2,0.0,2.03255165524e-06,6.0,0,0.0,0.0,0,0
584,blogs,MacMagazine,1,0.000300066014523,0.000300066014523,0.0,5.0,0,4,0,0.0,2.71406285996e-07,0.000180039608714,6.00132029046e-05,0.000120026405809,2.0,6.0,1,1,0.0,1.66244410765e-07,2.66666666667,0.08,0.0,6.00132029046e-05,0,1.0
584,blogs,OCriador,1,0.00198043569585,0.0013202904639,0.000660145231951,22.0,11.0,13,10,0.137931034483,5.18369761829e-05,0.000480105623237,0.000180039608714,0.000300066014523,4.0,13.0,3,4,0.142857142857,2.30470656432e-05,2.125,1.14,6.00132029046e-05,0.0,4.0,0
584,blogs,PerezHilton,1,0.0558722919042,0.0505311168457,0.00534117505851,842.0,89.0,130,17,0.0701149425287,0.000107669571027,0.0355878293225,0.0278461261478,0.0077417031747,1565.0,563.0,96,30,0.144787644788,0.00104484168664,3.58853288364,346.158890376,0.00090019804357,0.00378083178299,18.0,95.0
584,blogs,postsecret,1,0.0177639080598,0.0150033007262,0.00276060733361,250.0,46.0,107,26,0.0171821305842,7.20356916202e-06,0.00552121466723,0.00396087139171,0.00156034327552,107.0,48.0,48,17,0.0952380952381,0.000213374825116,1.6847826087,38.3257575758,0.00234051491328,0.000600132029046,51.0,15.0
584,blogs,papodehomem,1,0.00324071295685,0.000660145231951,0.0025805677249,11.0,43.0,7,25,0.0384615384615,0.000204386758133,0.000360079217428,6.00132029046e-05,0.000300066014523,1.0,8.0,1,5,0.2,5.57427006597e-05,1.5,0.0,6.00132029046e-05,6.00132029046e-05,1.0,1.0
584,blogs,Doutor_Pepper,1,0.000240052811619,0.000120026405809,0.000120026405809,2.0,2.0,2,2,0.0,3.57036523019e-06,0.000300066014523,0.000120026405809,0.000180039608714,3.0,7.0,2,3,0.0,1.01540832922e-05,2.0,0.88,0.0,0.0,0,0
584,blogs,FILTERmagazine,2,0.0151833403349,0.00762167676889,0.00756166356598,127.0,126.0,58,47,0.222222222222,4.83822430322e-05,0.00528116185561,0.00102022444938,0.00426093740623,78.0,258.0,11,28,0.0602409638554,0.000137379829514,3.81818181818,22.0134817563,0.000420092420332,0.000480105623237,17.0,15.0
584,blogs,Frankwatching,1,0.00606133349337,0.00270059413071,0.00336073936266,45.0,56.0,29,33,0.803571428571,1.26463968287e-06,0.000360079217428,0.000300066014523,6.00132029046e-05,5.0,1.0,5,1,0.0,2.11138634695e-06,1.0,1.92494949495,6.00132029046e-05,0.0,1.0,0
584,blogs,comunicadores,1,0.000960211246474,0.000960211246474,0.0,16.0,0,12,0,0.0,0.0,0.000240052811619,0.000120026405809,0.000120026405809,5.0,2.0,2,2,0.0,0.0,1.75,0.3,0.000180039608714,0.0,3.0,0
584,blogs,TheYBF,1,0.0191442117266,0.00306067334814,0.0160835383784,51.0,268.0,27,33,0.0962199312715,5.84075087484e-05,0.00108023765228,0.000840184840665,0.000240052811619,16.0,5.0,10,4,0.0588235294118,8.76593286652e-07,1.16666666667,4.52223665224,0.000420092420332,0.000240052811619,11.0,4.0
584,blogs,BoingBoing,1,0.0376882914241,0.0375082518154,0.000180039608714,625.0,3.0,131,3,0.0048,1.71054332603e-06,0.0310868391046,0.0296465222349,0.00144031686971,1063.0,28.0,123,17,0.00974658869396,0.000983661665188,2.10617760618,387.589814471,0.00618135989918,0.0013202904639,209.0,27.0
584,blogs,inspiredmag,2,0.0390685950909,0.0204044889876,0.0186641061033,340.0,311.0,108,99,0.639798488665,0.000140070255345,0.00180039608714,0.0013202904639,0.000480105623237,34.0,11.0,14,6,0.0344827586207,3.22814544049e-06,1.5,10.3497443826,0.000180039608714,0.000240052811619,4.0,4.0
584,blogs,RapUp,1,0.00654143911661,0.00192042249295,0.00462101662366,32.0,77.0,15,13,0.09,1.34151505959e-06,0.0013202904639,0.000660145231951,0.000660145231951,13.0,18.0,7,2,0.1,1.36430442971e-07,1.40909090909,4.630430839,0.000720158434856,0.0,24.0,0
584,blogs,Cardoso,1,0.000720158434856,0.000480105623237,0.000240052811619,8.0,4.0,6,4,0.0,8.28580469273e-07,0.000600132029046,0.000360079217428,0.000240052811619,10.0,9.0,5,4,0.0,0.000122455076214,1.9,2.27191919192,0.0,0.00138030366681,0,38.0
584,blogs,edutestosterona,1,0.000300066014523,0.000180039608714,0.000120026405809,3.0,2.0,2,2,0.0,8.81931849132e-07,0.000240052811619,0.000120026405809,0.000120026405809,6.0,8.0,2,2,0.0,1.83099213686e-05,3.5,1.01,0.0,0.0,0,0
584,blogs,designsponge,2,0.0262257696693,0.0219648322631,0.00426093740623,366.0,71.0,81,26,0.0355450236967,4.41107452144e-05,0.0114625217548,0.00894196723279,0.00252055452199,502.0,81.0,35,21,0.123529411765,0.000338937214515,3.05235602094,238.752465471,0.00102022444938,0.00210046210166,20.0,50.0
584,blogs,elbows,1,0.00240052811619,0.00240052811619,0.0,40.0,0,27,0,0.0,2.51992195631e-06,0.000540118826142,0.000300066014523,0.000240052811619,5.0,20.0,5,4,0.0,1.10225418969e-06,2.77777777778,1.19343434343,0.000120026405809,0.0,2.0,0
584,blogs,allsongs,1,0.0134429574506,0.0106223369141,0.00282062053652,177.0,47.0,72,19,0.0467289719626,2.81792112207e-05,0.00312068655104,0.00168036968133,0.00144031686971,59.0,52.0,22,11,0.0196078431373,3.61138379661e-05,2.13461538462,24.5421212121,0.00192042249295,0.000120026405809,53.0,3.0
584,blogs,dutchcowboys,1,0.0364280141631,0.0161435515813,0.0202844625818,269.0,338.0,91,94,0.686111111111,0.000104371972961,0.000480105623237,0.000180039608714,0.000300066014523,3.0,6.0,3,4,0.0,1.63013362293e-07,1.125,0.630404040404,0.000240052811619,6.00132029046e-05,4.0,1.0
584,blogs,anderssauro,1,0.00090019804357,0.000840184840665,6.00132029046e-05,14.0,1.0,13,1,0.0714285714286,2.95652246844e-05,0.000180039608714,6.00132029046e-05,0.000120026405809,24.0,15.0,1,2,0.5,5.56450380343e-06,13.0,3.12,0.0,0.000180039608714,0,3.0
584,blogs,treta,1,0.000120026405809,0.000120026405809,0.0,2.0,0,2,0,0.0,4.36616677595e-07,0.000120026405809,0.0,0.000120026405809,0,2.0,0,2,0.0,1.38701422831e-06,1.0,0,0.0,0.0,0,0
584,blogs,DodgeMOKB,1,0.0137430234652,0.00204044889876,0.0117025745664,34.0,195.0,22,54,0.128078817734,4.8529597188e-05,0.00144031686971,0.000120026405809,0.0013202904639,3.0,87.0,2,16,0.0434782608696,1.5668336744e-05,3.75,0.97,0.000120026405809,0.000600132029046,3.0,11.0
584,blogs,morroida,1,0.00090019804357,6.00132029046e-05,0.000840184840665,1.0,14.0,1,7,0.0,4.68280438692e-06,0.000420092420332,0.000180039608714,0.000240052811619,4.0,7.0,1,4,0.166666666667,3.21853876346e-05,1.57142857143,1.17,0.0,0.000480105623237,0,35.0
584,blogs,tinymixtapes,1,0.00594130708756,0.00378083178299,0.00216047530457,63.0,36.0,39,16,0.222222222222,2.12813583908e-05,0.00228050171038,0.000480105623237,0.00180039608714,19.0,53.0,7,12,0.0857142857143,1.17426424018e-05,1.89473684211,8.28464646465,0.000240052811619,6.00132029046e-05,15.0,1.0
584,blogs,BrilliantTips,1,0.0532317109764,0.0301266278581,0.0231050831183,502.0,385.0,117,106,0.664165103189,7.74565639429e-05,0.0013202904639,0.000660145231951,0.000660145231951,24.0,23.0,8,7,0.0,2.70354274472e-06,2.13636363636,10.6178787879,0.000180039608714,0.000180039608714,9.0,4.0
584,blogs,LAist,1,0.0292264298146,0.0122426933925,0.016983736422,204.0,283.0,91,73,0.167865707434,6.26136140849e-05,0.00684150513113,0.00492108263818,0.00192042249295,119.0,56.0,56,25,0.0961538461538,0.000426279301042,1.5350877193,49.0961389404,0.00102022444938,0.0,30.0,0
584,blogs,Popjustice,1,0.00684150513113,0.00396087139171,0.00288063373942,66.0,48.0,36,21,0.117647058824,9.10995221993e-06,0.00282062053652,0.0013202904639,0.00150033007262,93.0,73.0,13,9,0.236842105263,0.000109291761138,3.53191489362,9.55550814265,0.000180039608714,0.0,5.0,0
584,blogs,prefixmag,1,0.0217247794515,0.00864190121827,0.0130828782332,144.0,218.0,73,73,0.376425855513,0.00013920816788,0.00708155794275,0.000960211246474,0.00612134669627,20.0,355.0,14,21,0.0350877192982,0.000130719252487,3.17796610169,6.75516388374,0.000720158434856,0.000240052811619,18.0,4.0
584,blogs,olhardigital,1,0.00972213887055,0.00138030366681,0.00834183520374,23.0,139.0,11,30,0.0657894736842,6.23684958404e-05,0.000240052811619,0.000240052811619,0.0,11.0,0,3,0,0.0,0.0,2.75,0.95,0.0,0.0,0,0
584,blogs,pmablog,1,0.0107423633199,0.00120026405809,0.00954209926184,20.0,159.0,17,35,0.046783625731,1.5029293178e-05,0.00078017163776,0.000300066014523,0.000480105623237,11.0,9.0,5,5,0.0,6.11549379294e-06,1.53846153846,1.28046176046,0.0,0.000180039608714,0,4.0
584,blogs,tecnoblog,1,0.000240052811619,0.000240052811619,0.0,4.0,0,4,0,0.0,5.09760004215e-09,0.000360079217428,0.000180039608714,0.000180039608714,5.0,3.0,2,3,0.0,2.30946662274e-06,1.33333333333,0.08,0.0,0.0,0,0
584,blogs,oButeco,1,0.000240052811619,0.000120026405809,0.000120026405809,2.0,2.0,1,2,0.333333333333,1.56004077442e-07,0.000120026405809,6.00132029046e-05,6.00132029046e-05,2.0,8.0,1,1,0.0,9.49992475729e-06,5.0,0.34,0.0,6.00132029046e-05,0,1.0
584,blogs,Bloggeries,1,0.046570245454,0.0390685950909,0.00750165036308,651.0,125.0,136,57,0.113342898135,0.000118850615027,0.00486106943528,0.00270059413071,0.00216047530457,87.0,137.0,26,22,0.208955223881,0.000224797546872,2.76543209877,26.2285302,6.00132029046e-05,0.000420092420332,5.0,13.0
584,blogs,ConcreteLoop,1,0.0064814259137,0.00168036968133,0.00480105623237,28.0,80.0,16,13,0.113402061856,8.94179424748e-07,0.00180039608714,0.000420092420332,0.00138030366681,7.0,32.0,4,11,0.0344827586207,1.67314253969e-06,1.3,2.22121624407,0.000300066014523,6.00132029046e-05,5.0,1.0
584,blogs,Alltop,1,0.0370881593951,0.0218448058573,0.0152433535378,364.0,254.0,109,95,0.503649635036,5.98278675224e-05,0.00468102982656,0.00468102982656,0.0,156.0,0,52,0,0.0,0.0,2.0,60.5659534117,0.000660145231951,0.0,13.0,0
584,blogs,felipeneto,1,0.00078017163776,0.000660145231951,0.000120026405809,11.0,2.0,7,1,0.181818181818,1.68033590915e-05,0.000420092420332,0.000120026405809,0.000300066014523,6.0,102.0,1,2,0.4,9.06514806475e-05,15.4285714286,4.0,6.00132029046e-05,6.00132029046e-05,1.0,1.0
584,blogs,tedouumdado,1,0.0,0.0,0.0,0,0,0,0,0,0.0,6.00132029046e-05,0.0,6.00132029046e-05,0,1.0,0,1,0.0,0.0,1.0,0,0.0,0.0,0,0
584,blogs,flavorpill,1,0.0407489647722,0.0203444757847,0.0204044889876,339.0,340.0,86,80,0.195422535211,0.000159716518955,0.0144031686971,0.0107423633199,0.00366080537718,769.0,164.0,58,26,0.0859728506787,0.000276845286574,3.8875,365.282914863,0.00180039608714,0.00108023765228,73.0,18.0
584,blogs,guardianmusic,1,0.00954209926184,0.00654143911661,0.00300066014523,109.0,50.0,49,16,0.0258064516129,0.000115101269468,0.00294064694233,0.00198043569585,0.000960211246474,79.0,28.0,23,8,0.0888888888889,2.9210487066e-05,2.18367346939,19.7479880437,0.000960211246474,0.000360079217428,38.0,11.0
584,blogs,alteredzones,1,0.00216047530457,0.000960211246474,0.00120026405809,16.0,20.0,11,12,0.0,1.25499161269e-06,0.00078017163776,0.000180039608714,0.000600132029046,3.0,32.0,3,7,0.0,1.21802257691e-06,2.69230769231,0.763131313131,0.000300066014523,0.000240052811619,26.0,5.0
584,blogs,theQuietus,1,0.00504110904399,0.00234051491328,0.00270059413071,39.0,45.0,28,24,0.12,6.45737387957e-06,0.00240052811619,0.0013202904639,0.00108023765228,39.0,47.0,15,13,0.212121212121,4.46236795587e-05,2.15,8.7852690167,0.000480105623237,0.000960211246474,17.0,31.0
584,blogs,bqeg,1,0.000420092420332,0.000300066014523,0.000120026405809,5.0,2.0,4,2,0.0,1.82226827496e-06,0.000180039608714,0.000120026405809,6.00132029046e-05,17.0,3.0,2,1,0.0,1.9411021234e-05,6.66666666667,3.68,0.0,0.000240052811619,0,5.0
584,blogs,sedentario_org,1,0.000300066014523,0.000300066014523,0.0,5.0,0,2,0,0.0,8.20484461428e-06,0.000240052811619,0.000120026405809,0.000120026405809,3.0,3.0,1,2,0.333333333333,7.7442533728e-05,1.5,0.72,6.00132029046e-05,0.0,1.0,0
584,blogs,NYArtBeat,1,0.0149432875233,0.00804176918922,0.00690151833403,134.0,115.0,52,47,0.226600985222,4.08673011055e-05,0.00294064694233,0.000420092420332,0.00252055452199,11.0,271.0,6,25,0.0652173913043,2.22636430928e-05,5.75510204082,4.93575757576,0.000840184840665,0.000300066014523,28.0,12.0
584,blogs,swissmiss,1,0.025145532017,0.0198043569585,0.00534117505851,330.0,89.0,88,34,0.114361702128,1.79999426985e-05,0.0130828782332,0.00918202004441,0.0039008581888,465.0,170.0,63,33,0.197802197802,0.000328633532158,2.9128440367,185.995910122,0.0013202904639,0.00138030366681,37.0,43.0
584,blogs,Chicagoist,1,0.0222048850747,0.0111624557403,0.0110424293345,186.0,184.0,79,78,0.522633744856,5.03497585633e-05,0.00786172958051,0.00402088459461,0.0038408449859,164.0,126.0,40,37,0.0916666666667,0.000127812526258,2.21374045802,66.5974994846,0.000720158434856,0.000240052811619,23.0,4.0
584,blogs,bloggersblog,1,0.0991418111985,0.0397887535258,0.0593530576727,663.0,989.0,137,142,0.452946350044,0.000732790905877,0.0052211486527,0.000660145231951,0.00456100342075,31.0,192.0,11,36,0.0740740740741,2.70351540495e-05,2.5632183908,6.71551020408,0.000180039608714,0.000480105623237,3.0,30.0
584,blogs,rcrdlbl,1,0.00324071295685,0.0025805677249,0.000660145231951,43.0,11.0,30,4,0.0588235294118,6.54526354894e-07,0.00534117505851,0.000840184840665,0.00450099021785,27.0,190.0,11,13,0.0229885057471,8.80123208875e-05,2.43820224719,7.73678004535,0.000540118826142,0.000180039608714,9.0,3.0
584,blogs,muzzleofbees,1,0.00498109584109,0.00108023765228,0.0039008581888,18.0,65.0,15,26,0.0921052631579,1.22886214764e-05,0.00162035647843,0.000120026405809,0.00150033007262,2.0,51.0,2,17,0.0384615384615,1.99016761489e-06,1.96296296296,0.74,6.00132029046e-05,0.000720158434856,1.0,13.0
584,blogs,Danosse,1,0.000600132029046,0.000300066014523,0.000300066014523,5.0,5.0,5,4,0.111111111111,5.41333089516e-06,0.000120026405809,6.00132029046e-05,6.00132029046e-05,1.0,2.0,1,1,0.0,0.000469259667087,1.5,0.42,0.0,0.0,0,0
584,blogs,pecesiqueira,1,0.00150033007262,0.000420092420332,0.00108023765228,7.0,18.0,5,11,0.0416666666667,6.69564795843e-06,0.000480105623237,0.000240052811619,0.000240052811619,11.0,8.0,4,3,0.142857142857,3.52497076175e-05,2.375,6.32,0.0,0.000300066014523,0,9.0
584,blogs,earfarm,1,0.0243653603793,0.00312068655104,0.0212446738282,52.0,354.0,33,76,0.112328767123,7.87452971778e-05,0.00330072615976,6.00132029046e-05,0.00324071295685,1.0,83.0,1,26,0.0185185185185,4.49442157152e-06,1.52727272727,0.06,0.0,0.00120026405809,0,23.0
584,blogs,garotasemfio,1,0.00240052811619,0.00102022444938,0.00138030366681,17.0,23.0,11,7,0.0810810810811,1.17729352598e-05,0.000360079217428,0.000120026405809,0.000240052811619,5.0,7.0,2,4,0.0,4.11327569214e-05,2.0,0.28,0.0,0.000180039608714,0,3.0
584,blogs,Techland,1,0.0129628518274,0.00690151833403,0.00606133349337,115.0,101.0,66,21,0.0588235294118,2.47228004347e-05,0.0064814259137,0.00612134669627,0.000360079217428,369.0,10.0,61,5,0.0285714285714,5.31860864701e-05,3.50925925926,131.151016285,0.00174038288423,0.000600132029046,64.0,19.0
584,blogs,malvados,1,0.00120026405809,0.000720158434856,0.000480105623237,12.0,8.0,6,8,0.0526315789474,1.3966061195e-05,0.000960211246474,6.00132029046e-05,0.00090019804357,2.0,19.0,1,15,0.0,2.73639922796e-07,1.3125,0.46,6.00132029046e-05,0.000360079217428,4.0,7.0
584,blogs,Booooooom,1,0.0090619936386,0.0064214127108,0.0026405809278,107.0,44.0,45,24,0.237704918033,8.40260531653e-05,0.0025805677249,0.00138030366681,0.00120026405809,36.0,26.0,17,14,0.0487804878049,5.24044575483e-05,1.44186046512,13.05,0.000660145231951,0.0,14.0,0
584,blogs,themusicninja,1,0.00300066014523,0.00114025085519,0.00186040929004,19.0,31.0,12,16,0.0416666666667,6.11174061853e-06,0.000720158434856,6.00132029046e-05,0.000660145231951,1.0,14.0,1,8,0.0,1.43457619385e-07,1.25,0.505050505051,6.00132029046e-05,0.0,1.0,0
584,blogs,mattpicasso,1,0.00732161075437,0.000960211246474,0.00636139950789,16.0,106.0,15,22,0.042735042735,1.13050069277e-05,0.00276060733361,0.000300066014523,0.00246054131909,5.0,90.0,5,16,0.0222222222222,1.5722727691e-05,2.0652173913,1.30767676768,6.00132029046e-05,0.00102022444938,1.0,24.0
584,blogs,haznos,1,0.000300066014523,0.000120026405809,0.000180039608714,2.0,3.0,2,3,0.0,1.52749909197e-06,0.000180039608714,6.00132029046e-05,0.000120026405809,2.0,46.0,1,1,0.0,8.15502082925e-06,16.0,0.48,0.0,0.0,0,0
584,blogs,thedailyswarm,1,0.0219048190602,0.00576126747885,0.0161435515813,96.0,269.0,52,74,0.147798742138,0.000124974394014,0.000300066014523,0.000180039608714,0.000120026405809,7.0,2.0,2,2,0.0,1.20657162925e-08,1.8,2.92,0.000240052811619,0.000660145231951,4.0,12.0
584,branding,landor_dot_com,1,0.0133829442477,0.00654143911661,0.00684150513113,109.0,114.0,40,39,0.604316546763,1.88802065775e-05,0.00198043569585,0.000660145231951,0.0013202904639,43.0,40.0,9,14,0.137931034483,0.000153026696227,2.51515151515,13.54,0.000360079217428,0.0,11.0,0
584,branding,thebrandbuilder,3,0.0597131368901,0.0291664166117,0.0305467202785,486.0,509.0,102,103,0.446220930233,0.000595516337178,0.0126627858129,0.00942207285603,0.00324071295685,841.0,205.0,44,24,0.172222222222,0.000478444651454,4.95734597156,369.422663368,0.000960211246474,0.000120026405809,18.0,2.0
584,branding,DanSchawbel,4,0.145411990638,0.0783172297906,0.0670947608474,1305.0,1118.0,146,147,0.690858339149,0.00162208907683,0.0167436836104,0.00960211246474,0.00714157114565,578.0,545.0,50,39,0.111553784861,0.00362652782234,4.02508960573,318.700886415,0.00270059413071,0.000600132029046,230.0,11.0
