Project,Name,Member_count,Competing_Lists,Shared_Language,Shared_Language_Ratio,FF_Nodes,AT_Nodes,RT_Nodes,FF_Edges,AT_Edges,RT_Edges,FF_bin_density,AT_density,FF_bin_avg_path_length,AT_bin_avg_path_length,FF_bin_clustering,AT_bin_clustering,FF_reciprocity,AT_reciprocity,FF_bin_transitivity,AT_bin_transitivity,RT_density,RT_total_volume
584,radio,42945,109,7609,0.142410631,101,101,101,543,320,140,0.053762376,0.644356436,2.934225578,0.901147723,0.524138505,0.406812332,0.516759777,0.488372093,0.394822006,0.632366274,0.084851485,857
584,rapper,4565,112,864,0.41221374,101,101,101,3735,1725,574,0.36980198,0.644257426,1.557722772,1.994653465,0.658827179,0.403770087,0.437091189,0.318807339,0.428118091,0.299134699,0.161089109,1627
584,realestate,14435,105,493,18.25925926,101,101,101,4940,764,176,0.489108911,0.797722772,1.463636364,2.523666211,0.708452713,0.420577643,0.771244174,0.414814815,0.623754477,0.537050106,0.07970297,805
584,realitytv,1618,112,1,0.071428571,101,101,101,1178,972,246,0.116633663,0.886930693,2.457722772,2.687722772,0.496467349,0.432276186,0.320627803,0.357541899,0.295544327,0.355610973,0.063861386,645
584,recipes_cooking,11231,147,7666,0.35599517,101,101,101,3461,689,150,0.342673267,0.475148515,1.592376238,2.101498127,0.641509647,0.313949697,0.618045816,0.319923372,0.480940536,0.360842627,0.044554455,450
584,religion,10708,105,5363,0.707519789,101,101,101,3264,829,552,0.323168317,0.42,1.54009901,1.954870608,0.691783041,0.408922458,0.447450111,0.254160363,0.449323013,0.248240138,0.387425743,3913
584,reporter,7501,127,565,0.061520035,101,101,101,1517,655,483,0.15019802,0.355544554,1.744752475,2.12342216,0.722811094,0.524288049,0.535425101,0.353305785,0.562798635,0.414164491,0.252079208,2546
584,restaurant_dining,24293,122,2485,0.341815681,101,101,101,1247,352,68,0.123465347,0.102178218,1.879207921,2.316885965,0.51106207,0.295734237,0.504221954,0.189189189,0.228822174,0.079603138,0.016831683,170
584,romance,2348,121,5933,0.900576806,101,101,101,4322,3578,1588,0.427920792,4.576633663,1.561287129,1.626534653,0.688891529,0.605884788,0.551328069,0.534305317,0.512730076,0.522638887,0.66049505,6671
584,ruby,6055,110,7543,1.328460726,101,101,101,3751,3561,1317,0.371386139,2.839207921,1.583737374,1.582222222,0.709831365,0.638114961,0.467527387,0.543563069,0.487028692,0.534937517,0.393366337,3973
584,rugby,5948,101,14793,4.39483066,101,101,101,2330,1460,577,0.230693069,1.241782178,1.85990099,2.088888889,0.639956924,0.469326484,0.347599769,0.512953368,0.297120846,0.376213592,0.167623762,1693
584,running,11091,109,14092,0.187251684,101,101,101,3051,1301,595,0.302079208,0.722673267,1.679090909,2.101881188,0.677061611,0.428460076,0.458413002,0.254580521,0.414144525,0.256084853,0.456732673,4613
584,sailing,3531,102,15178,8.064824655,101,101,101,4636,523,377,0.459009901,0.19019802,1.52029703,1.674390827,0.758732374,0.345666278,0.508623495,0.210648148,0.534348619,0.157710908,0.426534653,4308
584,screenwriter,2342,124,1009,1.421126761,101,101,101,3581,1562,694,0.354554455,1.585544554,1.766534653,1.906930693,0.634887238,0.47973534,0.606550022,0.348877375,0.51176065,0.368123293,0.315742574,3189
584,skateboarding,1322,111,2061,3.384236453,101,101,101,3357,2044,1034,0.332376238,1.735940594,1.614653465,1.867029703,0.684306391,0.534021977,0.386044591,0.35453943,0.42407835,0.412243645,0.474257426,4790
584,skiing,2226,101,6572,2.15052356,101,101,101,4870,2208,909,0.482178218,1.696336634,1.533366337,1.720882292,0.776171606,0.553246087,0.540164453,0.383458647,0.556480778,0.360389785,0.272376238,2751
584,sociology,1691,105,3841,6.020376176,101,101,101,3417,978,801,0.338316832,0.516831683,1.520594059,1.95813315,0.715793685,0.449625369,0.474115617,0.362116992,0.456573705,0.305087424,0.300693069,3037
584,sport_football,79051,114,4919,0.107472143,101,101,101,1740,1060,345,0.172277228,0.678514851,2.385445545,2.866294972,0.646937721,0.48565311,0.337432744,0.335012594,0.372401403,0.35201669,0.183366337,1852
584,storage,3758,102,13571,1.209967903,101,101,101,5689,2806,865,0.563267327,3.738613861,1.441188119,1.723131313,0.791381013,0.649107524,0.648030127,0.50617284,0.659908274,0.591141224,0.259405941,2620
584,surfing,2204,104,5554,1.655439642,101,101,101,4401,2412,1106,0.435742574,1.946039604,1.568383838,1.762935477,0.784590673,0.647389428,0.373595506,0.394219653,0.508227199,0.456875546,0.476336634,4811
584,sustainability_ecology,20634,134,64,0.052287582,100,100,100,5106,1659,670,0.515757576,1.230707071,1.461142033,1.87010101,0.757234082,0.46779099,0.561945549,0.266412214,0.573698473,0.323999186,0.266767677,2641
584,swimming,1811,102,7875,1.273859592,101,101,101,3019,2054,974,0.298910891,1.860693069,1.776336634,1.927231499,0.715725849,0.607615069,0.437619048,0.493818182,0.447528952,0.497961495,0.36009901,3637
584,teaching,4521,148,6658,0.223445313,101,101,101,3648,1067,721,0.361188119,0.94950495,1.553267327,2.265792759,0.677386935,0.50238344,0.650678733,0.307598039,0.589234433,0.450429679,0.277227723,2800
584,tech,137325,184,4156,0.071951663,101,101,101,2335,1300,449,0.231188119,0.934950495,1.69009901,1.923636364,0.628942209,0.396992,0.367681499,0.274509804,0.356088955,0.306116184,0.237425743,2398
584,tennis,7313,102,11071,1.518655693,101,101,101,3679,2471,1205,0.364257426,2.215247525,1.557425743,1.655049505,0.750085522,0.581381295,0.273451021,0.300526316,0.376980832,0.373205075,0.73980198,7472
584,theatre_theater,18320,103,3414,0.282335428,101,101,101,3670,1551,526,0.363366337,1.166237624,1.617920792,2.087171717,0.726644001,0.558351649,0.544612795,0.321124361,0.534968163,0.306695688,0.198514851,2005
584,toys,2083,103,3929,0.50973015,101,101,101,4675,2941,1256,0.462871287,2.708514851,1.585742574,1.806060606,0.789614403,0.64535306,0.500320924,0.457383548,0.575178259,0.50395579,0.542178218,5476
584,trading,7622,119,8311,0.735291516,101,101,101,2789,1843,935,0.276138614,1.557029703,1.675656566,1.85588488,0.598641957,0.491666214,0.457919498,0.394099849,0.413990928,0.410466805,0.403168317,4072
584,tvshows_drama_actor_hollywood,23535,154,420,0.018543865,101,101,101,1003,709,181,0.099306931,0.385940594,2.313762376,2.433030303,0.418200778,0.300850416,0.269620253,0.358237548,0.17384703,0.197515528,0.043069307,435
584,university,2347,130,8980,0.198584697,101,101,101,997,219,102,0.098712871,0.167623762,2.380707071,2.25957376,0.636689134,0.28791083,0.377071823,0.273255814,0.318443936,0.25308642,0.047722772,482
584,vegetarian,2260,106,10306,2.450309082,101,101,101,3771,835,309,0.373366337,0.36950495,1.472079208,2.033745138,0.732817432,0.437149348,0.475352113,0.259426848,0.478729816,0.276258206,0.103069307,1041
584,weather,7660,104,13879,0.253994107,101,101,101,2635,902,807,0.260891089,0.795544554,1.628811881,1.910238429,0.647030513,0.433189557,0.302521008,0.29226361,0.343051627,0.319377348,0.331980198,3353
584,wedding,21085,101,46042,1.694215484,101,101,101,5641,3288,902,0.558514851,1.965643564,1.448217822,1.661818182,0.814800431,0.64839668,0.554422706,0.394402036,0.619926064,0.482349036,0.201584158,2036
584,wine,37798,107,53941,1.541523777,101,101,101,7064,2685,673,0.699405941,1.722376238,1.295148515,1.676435644,0.859760722,0.568455564,0.76159601,0.321358268,0.756100151,0.412540214,0.156237624,1578
584,wrestling,7538,101,3195,1.157189424,101,101,101,3118,2690,963,0.308712871,2.123762376,1.655445545,1.756039604,0.620966207,0.57767947,0.495443645,0.454054054,0.435234228,0.439920644,0.62019802,6264
584,writing,42081,126,10517,0.132141376,101,101,101,2262,589,236,0.223960396,0.325346535,1.833267327,2.385855263,0.594831803,0.327243749,0.676797628,0.253191489,0.436607188,0.305906453,0.081485149,823
584,yoga,10320,118,45282,2.576207544,101,101,101,5169,1815,814,0.511782178,1.538217822,1.483465347,1.611842105,0.772638544,0.565456075,0.575914634,0.398305085,0.583034725,0.43598985,0.253861386,2564
584,youtube,7586,107,3065,0.05456358,101,101,101,3987,3003,703,0.394752475,2.350693069,1.60970297,1.745049505,0.717920313,0.622886186,0.61547812,0.529801325,0.588663091,0.514335627,0.187722772,1896
