Project,Name,Member_count,FF_Nodes,AT_Nodes,RT_Nodes,FF_bin_density,AT_density,FF_bin_avg_path_length,AT_bin_avg_path_length,FF_bin_clustering,AT_bin_clustering,FF_reciprocity,AT_reciprocity,FF_bin_transitivity,AT_bin_transitivity,RT_density,RT_total_volume
584,rugby,5948,101,101,101,0.230693069307,0.692772277228,1.8599009901,2.17584003298,0.639956924106,0.399551882015,0.347599768652,0.502777777778,0.297120846119,0.354910164903,0.167623762376,1693.0
584,running,11091,101,101,101,0.302079207921,0.285148514851,1.67909090909,2.01565656566,0.670290994489,0.349872518594,0.458413001912,0.201267828843,0.414144525391,0.177153558052,0.437920792079,4423.0
584,sailing,3531,101,101,101,0.45900990099,0.09,1.5202970297,1.93975903614,0.751220172461,0.292142616007,0.508623494956,0.177993527508,0.534348618944,0.134071024189,0.426237623762,4305.0
584,screenwriter,2342,101,101,101,0.354554455446,0.782475247525,1.76653465347,1.96333333333,0.634887238486,0.398453763417,0.606550022432,0.294392523364,0.511760650142,0.313703450298,0.293069306931,2960.0
584,skateboarding,1322,101,101,101,0.332376237624,0.368613861386,1.61465346535,2.1170532646,0.684306390605,0.396528830717,0.386044591247,0.24606741573,0.424078349688,0.267989417989,0.465445544554,4701.0
584,skiing,2226,101,101,101,0.482178217822,0.574257425743,1.53336633663,1.89396170839,0.776171606499,0.440601014387,0.540164452878,0.313092979127,0.556480777798,0.25850191019,0.270495049505,2732.0
584,sociology,1691,101,101,101,0.338316831683,0.321386138614,1.52059405941,2.00312109863,0.715793684629,0.357780267001,0.474115616911,0.382716049383,0.456573705179,0.296490835941,0.299306930693,3023.0
584,sport_football,79051,101,101,101,0.172277227723,0.163168316832,2.38544554455,1.75434116445,0.646937721328,0.334962225886,0.337432744043,0.289156626506,0.372401403028,0.2890625,0.180198019802,1820.0
584,storage,3758,101,101,101,0.563267326733,2.94,1.44118811881,1.74353535354,0.791381013323,0.63095199089,0.648030127462,0.523412443874,0.659908273791,0.614021497047,0.259405940594,2620.0
584,surfing,2204,101,101,101,0.435742574257,0.876336633663,1.56838383838,1.9351680066,0.78459067258,0.547634642288,0.373595505618,0.354761904762,0.508227198741,0.400891574411,0.471683168317,4764.0
584,sustainability_ecology,20634,100,100,100,0.515757575758,0.394242424242,1.46114203257,2.12253006873,0.757234082476,0.341725229147,0.561945549098,0.238219895288,0.573698472656,0.260591471802,0.266464646465,2638.0
584,swimming,1811,101,101,101,0.298910891089,1.13198019802,1.77633663366,1.93970315399,0.715725848705,0.538811776956,0.437619047619,0.451699463327,0.447528952009,0.442779846404,0.341584158416,3450.0
584,teaching,4521,101,101,101,0.361188118812,0.463861386139,1.55326732673,1.78881511747,0.663973332665,0.384934313169,0.650678733032,0.299826689775,0.589234433403,0.429066716642,0.259504950495,2621.0
584,tech,137325,101,101,101,0.231188118812,0.283564356436,1.6900990099,1.4748730286,0.62894220861,0.287364989853,0.367681498829,0.322510822511,0.356088955415,0.300563957959,0.31504950495,3182.0
584,tennis,7313,101,101,101,0.364257425743,0.605346534653,1.55742574257,1.87595959596,0.750085522437,0.390544446384,0.273451021115,0.236162361624,0.376980832082,0.239728786251,0.732376237624,7397.0
584,theatre_theater,18320,101,101,101,0.363366336634,0.274455445545,1.61792079208,2.28643578644,0.726644001358,0.42735415687,0.544612794613,0.212824010914,0.534968163227,0.206463825014,0.198415841584,2004.0
584,toys,2083,101,101,101,0.462871287129,1.94079207921,1.58574257426,1.76406926407,0.789614403028,0.560529259675,0.500320924262,0.428406466513,0.575178259481,0.466609245581,0.541881188119,5473.0
584,trading,7622,101,101,101,0.276138613861,1.01871287129,1.67565656566,1.9225577671,0.592655537259,0.478184235061,0.45791949817,0.393607305936,0.413990927688,0.396607653398,0.39504950495,3990.0
584,tvshows_drama_actor_hollywood,23535,101,101,101,0.0993069306931,0.0513861386139,2.31376237624,1.71898782344,0.405778973139,0.199331870565,0.269620253165,0.223140495868,0.173847029797,0.118644067797,0.0423762376238,428.0
584,university,2347,101,101,101,0.0987128712871,0.0531683168317,2.38070707071,0.225371120108,0.611221568461,0.0812983312983,0.377071823204,0.272727272727,0.318443935927,0.417475728155,0.0477227722772,482.0
584,vegetarian,2260,101,101,101,0.373366336634,0.153465346535,1.47207920792,2.27479283614,0.732817432446,0.280980699552,0.475352112676,0.202702702703,0.478729815566,0.196544645912,0.103069306931,1041.0
584,weather,7660,101,101,101,0.260891089109,0.354158415842,1.62881188119,1.88926342072,0.647030513162,0.33762904926,0.302521008403,0.303317535545,0.343051626884,0.300421432872,0.331881188119,3352.0
584,wedding,21085,101,101,101,0.558514851485,0.996930693069,1.44821782178,1.78581948243,0.814800430922,0.553985096113,0.55442270598,0.332,0.619926063623,0.394337497989,0.199900990099,2019.0
584,wine,37798,101,101,101,0.699405940594,0.981881188119,1.29514851485,1.75158415842,0.859760721908,0.48672867412,0.761596009975,0.30141604855,0.756100151199,0.368137609517,0.153069306931,1546.0
584,wrestling,7538,101,101,101,0.308712871287,0.310297029703,1.65544554455,2.07297029703,0.620966207368,0.347664025464,0.495443645084,0.219197707736,0.435234227872,0.177115526122,0.607425742574,6135.0
584,writing,42081,101,101,101,0.22396039604,0.110495049505,1.83326732673,2.24647335423,0.58894237966,0.238253911519,0.676797627872,0.194630872483,0.43660718761,0.223238792315,0.0773267326733,781.0
584,yoga,10320,101,101,101,0.511782178218,0.775346534653,1.48346534653,1.64285714286,0.772638543691,0.464756710947,0.575914634146,0.326086956522,0.583034725188,0.362513052558,0.242574257426,2450.0
584,youtube,7586,101,101,101,0.394752475248,1.14425742574,1.6097029703,1.88069306931,0.710812191067,0.544661424378,0.615478119935,0.402055234425,0.588663091079,0.408733812067,0.183366336634,1852.0
