devopoker,poker,98,"poker,98"
JeffreyPollack,poker,96,"poker,96"
BJNemeth,poker,96,"poker,96"
PokerRoadNation,poker,106,"poker,106"
PokerListings,poker,100,"poker,100"
FullTiltPoker,poker,149,"poker,149"
cada99,poker,109,"poker,109"
WSOPTD,poker,94,"poker,94"
VanessaSelbst,poker,125,"poker,125"
Kevmath,poker,113,"poker,113"
MarcelLuske,poker,103,"poker,103"
brandoncantu,poker,88,"poker,88"
ShannonShorr,poker,93,"poker,93"
MandaLeatherman,poker,104,"poker,104"
jvfricke,poker,97,"poker,97"
Andrew_Robl,poker,109,"poker,109"
PokerRob24,poker,87,"poker,87"
Erick_Lindgren,poker,112,"poker,112"
junglemandan,poker,115,"poker,115"
JonathanLittle,poker,86,"poker,86"
markseif,poker,81,"poker,81"
taopauly,poker,91,"poker,91"
MikeSexton_WPT,poker,94,"poker,94"
BenbaLamb,poker,98,"poker,98"
JonathanDuhamel,poker,110,"poker,110"
Dance_Magazine,dance,110,"dance,110"
balletrusse,dance,81,"cinema,1,dance,81"
sfballet,dance,58,"dance,58"
Elitedance,dance,68,"poetry,1,dance,68"
pointe_magazine,dance,62,"dance,62"
HoustonBallet,dance,47,"dance,47"
theballetbag,dance,63,"dance,63"
nationalballet,dance,46,"dance,46"
JacobsPillow,dance,60,"dance,60"
nycballet,dance,83,"dance,83"
NYCDA,dance,60,"dance,60"
CandocoDance,dance,45,"dance,45"
scottishballet,dance,37,"dance,37"
BostonBallet,dance,38,"dance,38"
Sadlers_Wells,dance,45,"dance,45"
LondonDance,dance,38,"dance,38"
OMGDanceMag,dance,91,"dance,91"
Dance_SpiritMag,dance,78,"dance,78"
ABTBallet,dance,58,"dance,58"
danceadvantage,dance,44,"dance,44"
joffreyballet,dance,38,"dance,38"
DanceDotCom_,dance,54,"dance,54"
BRB,dance,34,"dance,34"
Dance_Teacher,dance,40,"dance,40"
GWDanceWriter,dance,35,"dance,35"
BALLETNEWS,dance,36,"dance,36"
dancepulp,dance,36,"dance,36"
dancechanneltv,dance,31,"dance,31"
TenduTV,dance,34,"dance,34"
clouddancefest,dance,27,"dance,27"
BroadwayDance,dance,43,"dance,43"
danceMarketing,dance,41,"dance,41"
ENBallet,dance,32,"dance,32"
DancePlug,dance,31,"dance,31"
dancewire,dance,40,"dance,40"
ODCsf,dance,24,"dance,24"
TheJoyceTheater,dance,29,"dance,29"
Sheri_ls,dance,35,"dance,35"
DanceTWorkshop,dance,30,"dance,30"
ashleybouder,dance,39,"dance,39"
DanceCameraWest,dance,25,"dance,25"
pineappledance,dance,32,"dance,32"
DanceUK,dance,41,"dance,41"
wperrondancemag,dance,28,"dance,28"
DanceMassTV,dance,21,"dance,21"
dizzyfeet,dance,107,"dance,107"
paballet,dance,23,"dance,23"
movmnt,dance,30,"dance,30"
ParsonsDance,dance,24,"dance,24"
BalletBlack,dance,23,"dance,23"
MapleBallet,dance,20,"dance,20"
dancecentre,dance,22,"dance,22"
thewingerdotcom,dance,20,"dance,20"
SuzanneGerety,dance,22,"dance,22"
Rambertdance,dance,35,"dance,35"
MMRAW,dance,105,"dance,105"
ThePlaceLondon,dance,31,"dance,31"
daniil,dance,41,"dance,41"
travISova,dance,99,"dance,99"
TonyaPlank,dance,18,"dance,18"
jumpdance,dance,36,"dance,36"
groovaloos,dance,35,"dance,35"
adammshankman,dance,102,"dance,102"
capeziodance,dance,43,"dance,43"
DanceTabs,dance,25,"dance,25"
PghBallet,dance,23,"dance,23"
Pilobolus,dance,27,"dance,27"
NAPPYTABS,dance,108,"dance,108"
RADheadquarters,dance,22,"dance,22"
BalletHispanico,dance,22,"dance,22"
LisaMKJones,dance,14,"dance,14"
4dancers,dance,29,"dance,29"
AtlantaBallet,dance,19,"dance,19"
ColoradoBallet,dance,18,"dance,18"
IMDT,dance,22,"dance,22"
PaulaAbdul,dance,33,"youtube,1,dance,33"
EVANMcKIE,dance,30,"dance,30"
NationalDance,dance,23,"dance,23"
RCBallet,dance,14,"dance,14"
OrlandoBallet,dance,18,"dance,18"
HOTtamaleTRAIN,dance,70,"dance,70"
DancesToGo,dance,23,"dance,23"
CityBalletSD,dance,13,"dance,13"
LaceySchwimmer,dance,77,"dance,77"
BalletDM,dance,12,"dance,12"
PrixdeLausanne,dance,21,"dance,21"
hamburgballett,dance,23,"dance,23"
balletrwanda,dance,12,"dance,12"
KMorganNYCB,dance,26,"dance,26"
DancePassion,dance,14,"dance,14"
DTHBallet,dance,21,"dance,21"
BalletForMen,dance,22,"dance,22"
jacobypronk,dance,17,"dance,17"
DNA_Dance,dance,32,"dance,32"
blakemcgrath,dance,45,"dance,45"
tycediorio,dance,65,"dance,65"
MiamiCityBallet,dance,23,"dance,23"
itsjeaninemason,dance,76,"dance,76"
DutchNatBallet,dance,20,"dance,20"
CincyBallet,dance,17,"dance,17"
DancersProUK,dance,17,"dance,17"
MUBIdotcom,cinema,66,"cinema,66"
roteirodecinema,cinema,66,"cinema,66"
IlustradanoCine,cinema,66,"cinema,66"
picturehouses,cinema,26,"cinema,26"
IMDb,cinema,88,"cinema,88"
mastersofcinema,cinema,34,"cinema,34"
DAVID_LYNCH,cinema,91,"poetry,1,cinema,91"
CurzonCinemas,cinema,20,"cinema,20"
pablovillaca,cinema,69,"cinema,69"
UOLCinema,cinema,82,"cinema,82"
cinemaemcena,cinema,86,"cinema,86"
glasgowfilm,cinema,19,"cinema,19"
BFI,cinema,43,"cinema,43"
Filmhouse,cinema,20,"cinema,20"
adorocinema,cinema,64,"cinema,64"
omelete,cinema,70,"cinema,70"
SightSoundmag,cinema,36,"cinema,36"
cineclick,cinema,54,"cinema,54"
SonyPictures,cinema,44,"cinema,44"
ebertchicago,cinema,49,"poetry,2,cinema,49"
amo_cinema,cinema,47,"cinema,47"
ParamountPics,cinema,40,"cinema,40"
DisneyPixar,cinema,54,"outdoors,1,cinema,54"
wbpictures,cinema,42,"cinema,42"
mostracinema,cinema,44,"cinema,44"
electriccinema,cinema,10,"cinema,10"
EyeForFilm,cinema,9,"cinema,9"
Phoenixcinema,cinema,11,"cinema,11"
sundancefest,cinema,36,"poetry,2,cinema,36"
RottenTomatoes,cinema,40,"poetry,1,cinema,40"
totalfilm,cinema,29,"cinema,29"
Criterion,cinema,44,"cinema,44"
guardianfilm,cinema,34,"cinema,34"
grandesfilmes,cinema,36,"cinema,36"
mobzme,cinema,39,"cinema,39"
UniversalPics,cinema,36,"cinema,36"
netmovies,cinema,37,"cinema,37"
YahooMovies,cinema,30,"cinema,30"
rapadura,cinema,34,"cinema,34"
confrariacinema,cinema,32,"cinema,32"
Filme_B,cinema,38,"cinema,38"
SodaPictures,cinema,8,"cinema,8"
cinematografo,cinema,34,"cinema,34"
redetelecine,cinema,34,"cinema,34"
ImagemFilmesBR,cinema,33,"cinema,33"
portacurtas,cinema,34,"cinema,34"
empiremagazine,cinema,29,"cinema,29"
cinema_estadao,cinema,30,"cinema,30"
thedailyMUBI,cinema,34,"cinema,34"
CaliforniaFilme,cinema,31,"cinema,31"
slashfilm,cinema,27,"cinema,27"
DCM_cinema_news,cinema,9,"cinema,9"
headgeek666,cinema,12,"cinema,12"
Cinematecabr,cinema,30,"cinema,30"
ParamountBrasil,cinema,30,"cinema,30"
nytimesmovies,cinema,29,"cinema,29"
ParisFilmes,cinema,32,"cinema,32"
swancinemas,cinema,7,"cinema,7"
uol_cinema,cinema,28,"cinema,28"
RitzyCinema,cinema,15,"cinema,15"
SonyPicturesBr,cinema,34,"cinema,34"
grupoplayarte,cinema,30,"cinema,30"
CenasdeCinema,cinema,26,"cinema,26"
CurtaDoDia,cinema,26,"cinema,26"
Jon_Favreau,cinema,25,"poetry,1,cinema,25"
BroadwayCinema,cinema,14,"cinema,14"
TribecaFilm,cinema,25,"cinema,25"
cinema_com_br,cinema,30,"cinema,30"
thefilmreview,cinema,7,"cinema,7"
paginadocinema,cinema,27,"cinema,27"
cinepop,cinema,27,"cinema,27"
lionsgatemovies,cinema,23,"cinema,23"
wbpictures_br,cinema,25,"cinema,25"
Miramax,cinema,28,"cinema,28"
filmesindep,cinema,24,"cinema,24"
kinozeit,cinema,13,"cinema,13"
TimeOutFilm,cinema,18,"cinema,18"
downtownfilmes,cinema,26,"cinema,26"
CinemaPaulinia,cinema,23,"cinema,23"
Screenweek,cinema,8,"cinema,8"
film,cinema,6,"cinema,6"
filmesdecinema,cinema,25,"cinema,25"
kmendoncafilho,cinema,27,"cinema,27"
MGM_Studios,cinema,26,"cinema,26"
ClaphamPH,cinema,11,"cinema,11"
THR,cinema,24,"cinema,24"
frontrowreviews,cinema,4,"cinema,4"
Variety_Film,cinema,22,"cinema,22"
leftfieldcinema,cinema,7,"cinema,7"
telabr,cinema,23,"cinema,23"
movies_ie,cinema,8,"cinema,8"
brendonconnelly,cinema,4,"cinema,4"
MOSTRASP,cinema,25,"cinema,25"
cinematorio,cinema,25,"cinema,25"
revistacinetica,cinema,39,"cinema,39"
cinema_minuto,cinema,6,"cinema,6"
foxsearchlight,cinema,31,"cinema,31"
FocusFeatures,cinema,25,"cinema,25"
IFCFilms,cinema,18,"cinema,18"
Variety,cinema,23,"poetry,1,cinema,23"
Raindance,cinema,13,"cinema,13"
poetrynews,poetry,86,"poetry,86"
PoetryVerve,poetry,65,"poetry,65"
TheAmericanPoet,poetry,49,"poetry,49"
poetry,poetry,60,"poetry,60"
POETSorg,poetry,56,"poetry,56"
alotus_poetry,poetry,36,"poetry,36"
ten_ten_ten,poetry,35,"poetry,35"
griffinpoetry,poetry,83,"poetry,83"
Poetry_Society,poetry,89,"poetry,89"
twihaiku,poetry,33,"poetry,33"
PoetryFound,poetry,95,"poetry,95"
poetryisdead,poetry,21,"poetry,21"
ChrisTwitery,poetry,33,"poetry,33"
KrisLindbeck,poetry,25,"poetry,25"
poetryc,poetry,28,"poetry,28"
ubuweb,poetry,22,"poetry,22"
industrialarts,poetry,20,"poetry,20"
dirkjohnson,poetry,19,"poetry,19"
larryjaffe,poetry,20,"poetry,20"
TravisSharp,poetry,23,"outdoors,1,poetry,23"
hellopoetry,poetry,21,"poetry,21"
NewYorker,poetry,24,"poetry,24"
poeticmindset,poetry,25,"poetry,25"
haikunut,poetry,24,"poetry,24"
PennSound,poetry,21,"poetry,21"
petemarshall1,poetry,20,"poetry,20"
Paiku,poetry,25,"poetry,25"
AusPoetry,poetry,17,"poetry,17"
WorldClassPoet,poetry,17,"poetry,17"
banana_the_poet,poetry,15,"poetry,15"
morganabag,poetry,19,"poetry,19"
JSAbsher,poetry,17,"poetry,17"
ldwilkinson,poetry,19,"poetry,19"
Lady_Hawke41,poetry,14,"poetry,14"
writinginrain,poetry,17,"poetry,17"
poemblaze,poetry,21,"poetry,21"
AshiAkira,poetry,24,"poetry,24"
poets,poetry,13,"poetry,13"
rilke,poetry,16,"poetry,16"
Reckon,poetry,14,"poetry,14"
POETS_WRITERS,poetry,13,"poetry,13"
yoginipoet,poetry,15,"poetry,15"
natasharamsey,poetry,12,"poetry,12"
veterantraveler,poetry,12,"poetry,12"
mysticdave,poetry,12,"poetry,12"
mckra1g,poetry,13,"poetry,13"
onlyhaiku,poetry,16,"poetry,16"
zoenishimuta,poetry,12,"poetry,12"
30poets30days,poetry,13,"poetry,13"
phawkenson,poetry,13,"poetry,13"
Contrary,poetry,15,"poetry,15"
foggedclarity,poetry,12,"poetry,12"
lewislacook,poetry,13,"poetry,13"
ReadMeAPoem,poetry,13,"poetry,13"
geofhuth,poetry,14,"poetry,14"
xexoxial,poetry,12,"poetry,12"
taalamacey,poetry,16,"poetry,16"
bikerbar,poetry,12,"poetry,12"
Allen_Taylor,poetry,11,"poetry,11"
RMoorby,poetry,11,"poetry,11"
writerlisamason,poetry,11,"poetry,11"
BanPoetry,poetry,14,"poetry,14"
ChasingTao,poetry,14,"poetry,14"
tumblewords,poetry,13,"poetry,13"
SuperPennie,poetry,11,"poetry,11"
MecumHaiku,poetry,13,"poetry,13"
